Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2013-09-30,221700000.0,-20048000.0,201652000.0,-325208000.0,-86427000.0,-231490000.0,,-123556000.0,4656000.0,-104000.0,-118900000,,-118900000,-2555000.0,-121455000,-7207000.0,-124132000,-124132000,1422650000.0,120281000.0,13537000.0,1648631000.0,648924000.0,,285193000.0,934117000.0,2582748000,332381000.0,14429000.0,409499000.0,39381000.0,686569000.0,1096068000,5276618000.0,,-4011180000.0,1486680000.0,2582748000,-128662000.0,9489000.0,41084000.0,64369000.0,,,,,-13720000.0,-18514000.0,60146000.0,,49536000.0,,-21482000.0,34488000.0,13006000.0,51934000,2013-09-30,75.31999969482422,77.19999694824219,74.97000122070312,75.81999969482422,75.81999969482422,1277200.0
2013-12-31,351157000.0,-13281000.0,337876000.0,-348157000.0,-73055000.0,-266119000.0,,-10281000.0,-9287000.0,-12626000.0,-19568000,,-19568000,-1352000.0,-20920000,-163629000.0,44285000,44285000,1465076000.0,85517000.0,14147000.0,1588576000.0,696911000.0,,33554000.0,730465000.0,2319041000,320404000.0,16893000.0,397829000.0,48754000.0,564807000.0,962636000,5323606000.0,,-3966895000.0,1356405000.0,2319041000,-184549000.0,17631000.0,332715000.0,-146038000.0,,,,,19759000.0,-14471000.0,-56469000.0,,-119810000.0,,61786000.0,23518000.0,84052000.0,-13882000,2013-12-31,74.06999969482422,74.69999694824219,73.70999908447266,74.30000305175781,74.30000305175781,782400.0
2014-03-31,118451000.0,-8572000.0,109879000.0,-325921000.0,-74212000.0,-244805000.0,,-216042000.0,-15266000.0,-15717000.0,-231308000,,-231308000,-803000.0,-232111000,-346000.0,-232457000,-232457000,1324200000.0,59858000.0,11261000.0,1430330000.0,726204000.0,,40574000.0,766778000.0,2197108000,283957000.0,18323000.0,373500000.0,49495000.0,592730000.0,966230000,5430527000.0,,-4199352000.0,1230878000.0,2197108000,-232457000.0,15788000.0,46407000.0,-5500000.0,,,,,-175762000.0,-15526000.0,-4405000.0,,-20407000.0,,-7096000.0,60134000.0,50416000.0,-145254000,2014-03-31,68.16999816894531,71.3499984741211,68.01000213623047,70.72000122070312,70.72000122070312,1860600.0
2014-06-30,138421000.0,-9655000.0,128766000.0,-309308000.0,-77446000.0,-224217000.0,,-180542000.0,22146000.0,-15585000.0,-158396000,,-158396000,-693000.0,-159089000,-293000.0,-159382000,-159382000,1219161000.0,81842000.0,11982000.0,1347384000.0,730000000.0,,40436000.0,770436000.0,2117820000,293152000.0,19707000.0,362973000.0,45053000.0,582578000.0,945551000,5531026000.0,,-4358734000.0,1172269000.0,2117820000,-159382000.0,14172000.0,42639000.0,-25349000.0,,,,,-127920000.0,-11701000.0,101634000.0,,89882000.0,,-15146000.0,57813000.0,33405000.0,-3487000,2014-06-30,93.7699966430664,94.88999938964844,93.0500030517578,94.68000030517578,94.68000030517578,2475500.0
2014-09-30,178987000.0,-10208000.0,168779000.0,-310982000.0,-75224000.0,-231782000.0,,-142203000.0,-24374000.0,-20384000.0,-166577000,,-166577000,-3419000.0,-169996000,-64000.0,-170060000,-170060000,1477737000.0,114308000.0,16753000.0,1650096000.0,720878000.0,,35112000.0,755990000.0,2406086000,282751000.0,18124000.0,372178000.0,336940000.0,878003000.0,1250181000,5683538000.0,,-4528794000.0,1155905000.0,2406086000,-170060000.0,16961000.0,47099000.0,18353000.0,,,,,-87647000.0,-9298000.0,39399000.0,,30545000.0,,279237000.0,83327000.0,357233000.0,298005000,2014-09-30,113.37000274658205,114.43000030517578,110.58000183105469,112.30999755859376,112.30999755859376,2439600.0
2014-12-31,144556000.0,-11290000.0,133266000.0,-286891000.0,-78527000.0,-205627000.0,,-153625000.0,-24969000.0,-21177000.0,-178594000,,-178594000,-2043000.0,-180637000,-209000.0,-176656000,-176656000,1387106000.0,75964000.0,30848000.0,1546511000.0,715812000.0,,72356000.0,788168000.0,2334679000,280870000.0,32012000.0,368254000.0,319862000.0,870242000.0,1238496000,5779539000.0,,-4705450000.0,1096183000.0,2334679000,-180846000.0,16336000.0,40926000.0,-58199000.0,,,,,-181783000.0,-24676000.0,-2862000.0,,-18011000.0,,15805000.0,73341000.0,108185000.0,-93304000,2014-12-31,119.61000061035156,121.95999908447266,118.5,118.8000030517578,118.8000030517578,946300.0
2015-03-31,138509000.0,-9381000.0,129128000.0,-301113000.0,-85860000.0,-212327000.0,,-171985000.0,-26420000.0,-21307000.0,-198405000,,-198405000,-299000.0,-198704000,,-198606000,-198606000,1181134000.0,80332000.0,34089000.0,1358203000.0,708616000.0,,99008000.0,807624000.0,2165827000,220505000.0,48199000.0,302438000.0,312737000.0,865852000.0,1168290000,5879723000.0,,-4904056000.0,997537000.0,2165827000,-198704000.0,16363000.0,58013000.0,-97908000.0,,,,,-222236000.0,-10558000.0,245768000.0,,214038000.0,,13295000.0,41616000.0,50414000.0,39620000,2015-03-31,119.9800033569336,121.0199966430664,117.80999755859376,117.97000122070312,117.97000122070312,1524100.0
2015-06-30,166076000.0,-15409000.0,150667000.0,-321831000.0,-94394000.0,-225986000.0,,-171164000.0,-19697000.0,-21111000.0,-190861000,,-190861000,-30131000.0,-220992000,,-188848000,-188848000,1016450000.0,94519000.0,42113000.0,1294689000.0,713378000.0,,366006000.0,1079384000.0,2374073000,278733000.0,56794000.0,373823000.0,294839000.0,952034000.0,1325857000,5989575000.0,,-5092904000.0,1048216000.0,2374073000,-220992000.0,14065000.0,68677000.0,27984000.0,,,,,-110266000.0,-93420000.0,370302000.0,,278443000.0,,-93000.0,46234000.0,36197000.0,205664000,2015-06-30,124.33000183105469,125.16000366210938,122.38999938964844,123.4800033569336,123.4800033569336,1501400.0
2015-09-30,309816000.0,-30269000.0,279547000.0,-349573000.0,-99772000.0,-248110000.0,,-70026000.0,-22460000.0,-21134000.0,-92486000,,-92486000,-1330000.0,-93816000,,-95149000,-95149000,1005830000.0,165272000.0,49197000.0,1359452000.0,706670000.0,,367871000.0,1074541000.0,2433993000,328597000.0,14153000.0,374959000.0,334105000.0,982302000.0,1357261000,6108689000.0,,-5188053000.0,1076732000.0,2433993000,-93816000.0,16168000.0,56813000.0,-41238000.0,,,,,-62073000.0,-8797000.0,-103617000.0,,-100935000.0,,-97000.0,51839000.0,49668000.0,-114293000,2015-09-30,102.08000183105469,105.83999633789062,101.58000183105469,104.13999938964844,104.13999938964844,2864000.0
2015-12-31,417935000.0,-62092000.0,355843000.0,-409547000.0,-96549000.0,-311705000.0,,-53704000.0,-22344000.0,-20654000.0,-76048000,,-76048000,1379000.0,-74669000,,-73731000,-73731000,1042462000.0,173838000.0,57207000.0,1407153000.0,697715000.0,0.0,393719000.0,1091434000.0,2498587000,380762000.0,86841000.0,506167000.0,266786000.0,898792000.0,1404959000,6199927000.0,,-5261784000.0,1093628000.0,2498587000,-74669000.0,15747000.0,59570000.0,28495000.0,,,,,29143000.0,-12527000.0,-78051000.0,,-122690000.0,,-9397000.0,45903000.0,52640000.0,-41482000,2015-12-31,125.5500030517578,127.5999984741211,124.91000366210938,125.83000183105469,125.83000183105469,797300.0
