Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,5119100000.0,-4191200000.0,927900000.0,-351100000.0,-140100000.0,-62500000.0,-148500000.0,576800000.0,3800000.0,,580600000,-2900000.0,577700000,-183400000.0,394300000,,394300000,394300000,3009600000.0,1047100000.0,925700000.0,5272900000.0,5553800000.0,,9792100000.0,15345900000.0,20618800000,2681700000.0,2641900000.0,6648900000.0,5588700000.0,7216700000.0,13865600000,511900000.0,-42700000.0,6863800000.0,6753200000.0,20618800000,394300000.0,240100000.0,-292600000.0,180200000.0,,,,,522000000.0,35700000.0,3300000.0,,-449600000.0,-78000000.0,137800000.0,-17200000.0,55300000.0,89200000,2014-12-31,69.31999969482422,69.44999694824219,68.0,68.01000213623047,53.6780891418457,1121300.0
2015-03-31,4832700000.0,-3939300000.0,893400000.0,-329600000.0,-133000000.0,-56200000.0,-140400000.0,563800000.0,600000.0,,564400000,-2700000.0,561700000,-183300000.0,378400000,,378400000,378400000,2791900000.0,1304500000.0,865700000.0,5302900000.0,5274700000.0,,9749200000.0,15023900000.0,20326800000,2887000000.0,2174600000.0,5943700000.0,6000000000.0,7651500000.0,13595200000,484900000.0,,7164000000.0,6731600000.0,20326800000,378400000.0,221100000.0,-224700000.0,101400000.0,,,,,476200000.0,68200000.0,-45800000.0,,-332200000.0,-432400000.0,186200000.0,,-239900000.0,-172900000,2015-03-31,63.13000106811523,63.599998474121094,62.97999954223633,63.13999938964844,50.0085563659668,1580200.0
2015-06-30,5079900000.0,-4090800000.0,989100000.0,-337300000.0,-132100000.0,-59300000.0,-145900000.0,651800000.0,4000000.0,,655800000,-3600000.0,652200000,-205000000.0,447200000,,447200000,447200000,3360400000.0,1228100000.0,888200000.0,5840100000.0,5455900000.0,,10119300000.0,15575200000.0,21415300000,3042900000.0,2656400000.0,6660700000.0,5914200000.0,7536000000.0,14196700000,495100000.0,,7533100000.0,7218600000.0,21415300000,447200000.0,227300000.0,-189900000.0,226300000.0,,,,,710900000.0,73500000.0,-148600000.0,,-582500000.0,-78100000.0,316900000.0,,245200000.0,398400000,2015-06-30,64.11000061035156,64.44000244140625,63.63000106811523,63.81000137329102,50.70615768432617,2006400.0
2015-09-30,4847200000.0,-3880500000.0,966700000.0,-341100000.0,-131000000.0,-57600000.0,-152500000.0,625600000.0,1300000.0,,626900000,-2400000.0,624500000,-193300000.0,431200000,,431200000,431200000,3524900000.0,1118000000.0,893100000.0,5891600000.0,5490300000.0,,10137900000.0,15628200000.0,21519800000,2853400000.0,2536400000.0,6396100000.0,6143700000.0,7779900000.0,14176000000,501600000.0,-78600000.0,7879000000.0,7343800000.0,21519800000,431200000.0,230900000.0,3200000.0,-1200000.0,,,,,664100000.0,10900000.0,-21700000.0,,-487000000.0,-85200000.0,172000000.0,-70700000.0,19600000.0,163000000,2015-09-30,52.54999923706055,52.77999877929688,51.5099983215332,52.16999816894531,41.61507797241211,3307300.0
2015-12-31,4355300000.0,-3499500000.0,855800000.0,-357000000.0,-145400000.0,-66700000.0,-144900000.0,498800000.0,3600000.0,,502400000,-3700000.0,498700000,-151500000.0,347200000,,347200000,347200000,3464500000.0,879000000.0,796500000.0,5385700000.0,5549400000.0,,10174700000.0,15724100000.0,21109800000,2428600000.0,2796500000.0,6765100000.0,5795000000.0,7404300000.0,14169400000,420600000.0,,7536800000.0,6940400000.0,21109800000,347200000.0,227800000.0,72300000.0,57500000.0,,,,,704800000.0,9500000.0,-78200000.0,,-573200000.0,-84800000.0,-11300000.0,-130900000.0,-221400000.0,-109700000,2015-12-31,47.77999877929688,48.04999923706055,47.38999938964844,47.4000015258789,39.129337310791016,1329700.0
2016-03-31,4300000000.0,-3443900000.0,856100000.0,-345300000.0,-134800000.0,-59600000.0,-150900000.0,510800000.0,5600000.0,,516400000,-946000000.0,-429600000,-165000000.0,-594600000,,-594600000,-594600000,3313400000.0,1066100000.0,829100000.0,5474900000.0,5707700000.0,,10174300000.0,15882000000.0,21356900000,2712600000.0,2754700000.0,7536300000.0,5822600000.0,7477400000.0,15013700000,431000000.0,-56300000.0,6857700000.0,6343200000.0,21356900000,-594600000.0,242500000.0,1051500000.0,96400000.0,,,,,795800000.0,38800000.0,14000000.0,,-292200000.0,-576900000.0,-92300000.0,-56300000.0,-722900000.0,-169100000,2016-03-31,54.65999984741211,54.79999923706055,54.13999938964844,54.68999862670898,45.36578750610352,2050800.0
2016-06-30,4413200000.0,-3522000000.0,891200000.0,-352500000.0,-135300000.0,-60800000.0,-156400000.0,538700000.0,3900000.0,,542600000,103600000.0,646200000,-164900000.0,481300000,,481300000,481300000,3491200000.0,1070200000.0,824900000.0,5632000000.0,5753000000.0,,10042200000.0,15795200000.0,21427200000,2714200000.0,2426300000.0,7076000000.0,6018100000.0,7641500000.0,14717500000,438300000.0,-56300000.0,7254800000.0,6709700000.0,21427200000,481300000.0,252900000.0,37500000.0,81900000.0,,,,,853600000.0,27400000.0,14500000.0,,-493900000.0,-84100000.0,-39600000.0,0.0,-118900000.0,217600000,2016-06-30,50.959999084472656,51.86999893188477,50.4000015258789,51.86999893188477,43.20847702026367,3069200.0
2016-09-30,4249400000.0,-3403700000.0,845700000.0,-352600000.0,-130800000.0,-59200000.0,-162600000.0,493100000.0,6900000.0,,500000000,-5100000.0,494900000,-148700000.0,346200000,,346200000,346200000,2866800000.0,1025900000.0,824100000.0,4935100000.0,5919900000.0,,10113900000.0,16033800000.0,20968900000,2670800000.0,2516000000.0,6307400000.0,6014300000.0,7683300000.0,13990700000,444500000.0,-56300000.0,7516700000.0,6978200000.0,20968900000,346200000.0,250200000.0,-819900000.0,64600000.0,,,,,-158900000.0,12700000.0,342200000.0,,-135300000.0,-84200000.0,90100000.0,0.0,9800000.0,-277000000,2016-09-30,58.4000015258789,59.29999923706055,57.9900016784668,58.77999877929688,49.16827774047852,2219700.0
2016-12-31,4070700000.0,-3291200000.0,779500000.0,-374800000.0,-141900000.0,-67600000.0,-165300000.0,404700000.0,18100000.0,,422800000,-3900000.0,418900000,-130100000.0,288800000,,288800000,288800000,3056600000.0,862200000.0,727800000.0,4872200000.0,5897800000.0,,9868900000.0,15766700000.0,20638900000,2429100000.0,2447500000.0,6159600000.0,6027700000.0,7701700000.0,13861300000,420800000.0,,7484900000.0,6777600000.0,20638900000,288800000.0,247500000.0,142500000.0,131500000.0,,,,,810300000.0,-20300000.0,-97800000.0,,-642900000.0,-84100000.0,88700000.0,-14200000.0,8500000.0,127800000,2016-12-30,64.54000091552734,64.95999908447266,63.77000045776367,63.9000015258789,54.14714813232422,2122900.0
2017-03-31,4237900000.0,-3425000000.0,812900000.0,-380900000.0,-140200000.0,-61000000.0,-179700000.0,432000000.0,22100000.0,,454100000,-5900000.0,448200000,-137900000.0,310300000,,310300000,310300000,2970800000.0,1145600000.0,772200000.0,5112500000.0,5989700000.0,,9937500000.0,15927200000.0,21039700000,2777300000.0,2516100000.0,6429900000.0,5849400000.0,7530500000.0,13960400000,446400000.0,,7690900000.0,7079300000.0,21039700000,310300000.0,259200000.0,-36400000.0,77400000.0,,,,,610500000.0,28100000.0,-60300000.0,,-337000000.0,-294700000.0,-168800000.0,,-445700000.0,-151300000,2017-03-31,67.29000091552734,67.79000091552734,67.02999877929689,67.19999694824219,57.14461135864258,1336700.0
