Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2011-12-31,57134000.0,-44063000.0,13071000.0,-16901000.0,-9721000.0,-7180000.0,,-3830000.0,-1707000.0,-1384000.0,-5537000,,-5537000,0.0,-5537000,,-5537000,-5537000,51524000.0,17771000.0,11228000.0,81787000.0,18411000.0,,6044000.0,24455000.0,106242000,23028000.0,4529000.0,52370000.0,29350000.0,39898000.0,92268000,9103000.0,,-88808000.0,13974000.0,106242000,-5537000.0,1012000.0,1882000.0,25505000.0,,,,,22862000.0,-5073000.0,,,-5073000.0,,8390000.0,8000.0,7041000.0,25002000,,,,,,,
2012-03-31,42600000.0,-33293000.0,9307000.0,-18587000.0,-10745000.0,-7842000.0,,-9280000.0,-839000.0,-1479000.0,-10119000,,-10119000,-65000.0,-10184000,,-10184000,-10184000,31903000.0,13447000.0,25661000.0,73319000.0,22736000.0,,7320000.0,30056000.0,103375000,35355000.0,5437000.0,58155000.0,28438000.0,40672000.0,98827000,9833000.0,,-98992000.0,4548000.0,103375000,-10184000.0,1085000.0,1020000.0,-5992000.0,,,,,-14071000.0,-4605000.0,,,-4605000.0,,-718000.0,24000.0,-973000.0,-19621000,2012-03-30,7.5,8.239999771118164,7.059999942779541,7.3400001525878915,7.3400001525878915,5048600.0
2012-06-30,55697000.0,-42096000.0,13601000.0,-21106000.0,-12451000.0,-8655000.0,,-7505000.0,-3729000.0,-3405000.0,-11234000,,-11234000,-151000.0,-11385000,,-11385000,-11385000,66969000.0,9961000.0,30966000.0,110477000.0,24652000.0,,1360000.0,26012000.0,136489000,38063000.0,6488000.0,45166000.0,6839000.0,21240000.0,66406000,180360000.0,,-110377000.0,70083000.0,136489000,-11385000.0,1366000.0,4181000.0,-11936000.0,,,,,-17774000.0,-3408000.0,,,-3408000.0,,-821000.0,58629000.0,56259000.0,35066000,2012-06-29,6.420000076293945,6.619999885559082,6.059999942779541,6.21999979019165,6.21999979019165,266700.0
2012-09-30,60813000.0,-44489000.0,16324000.0,-24521000.0,-13950000.0,-10571000.0,,-8197000.0,-580000.0,-527000.0,-8777000,,-8777000,-130000.0,-8907000,,-8907000,-8907000,41717000.0,32734000.0,16650000.0,98131000.0,24926000.0,,1042000.0,25968000.0,124099000,30528000.0,6844000.0,38141000.0,5103000.0,23430000.0,61571000,181814000.0,,-119284000.0,62528000.0,124099000,-8907000.0,1487000.0,1577000.0,-14586000.0,,,,,-20429000.0,-3041000.0,,,-3041000.0,,-1479000.0,3000.0,-1680000.0,-25252000,2012-09-28,4.5,4.510000228881836,4.050000190734863,4.139999866485597,4.139999866485597,343500.0
2012-12-31,57568000.0,-41512000.0,16056000.0,-22235000.0,-13702000.0,-8533000.0,,-6179000.0,-1258000.0,-1025000.0,-7437000,,-7437000,-305000.0,-7742000,,-7742000,-7742000,45294000.0,27743000.0,19843000.0,94998000.0,25541000.0,,1752000.0,27293000.0,122291000,30538000.0,2384000.0,33855000.0,8677000.0,31781000.0,65636000,183629000.0,,-127026000.0,56655000.0,122291000,-7742000.0,1630000.0,3433000.0,10308000.0,,,,,7629000.0,-1936000.0,,0.0,-1936000.0,,-1181000.0,208000.0,-2170000.0,3577000,2012-12-31,3.5699999332427983,3.829999923706055,3.509999990463257,3.650000095367432,3.650000095367432,189400.0
2013-03-31,45577000.0,-33376000.0,12201000.0,-21912000.0,-12886000.0,-9026000.0,,-9711000.0,-513000.0,-464000.0,-10224000,,-10224000,-182000.0,-10406000,,-10406000,-10406000,36434000.0,24908000.0,22309000.0,86143000.0,25281000.0,,1641000.0,26922000.0,113065000,27578000.0,2440000.0,31086000.0,8046000.0,33870000.0,64956000,185667000.0,,-137432000.0,48109000.0,113065000,-10406000.0,1660000.0,1543000.0,231000.0,,,,,-6972000.0,-1682000.0,,,-1682000.0,,-631000.0,603000.0,-28000.0,-8860000,2013-03-28,6.449999809265138,6.449999809265138,6.110000133514403,6.199999809265138,6.199999809265138,227500.0
2013-06-30,58167000.0,-41883000.0,16284000.0,-21775000.0,-13291000.0,-8484000.0,,-5491000.0,-781000.0,-484000.0,-6272000,,-6272000,-124000.0,-6396000,,-6396000,-6396000,33976000.0,32104000.0,17906000.0,86694000.0,25141000.0,,1513000.0,26654000.0,113348000,29360000.0,3365000.0,33983000.0,6531000.0,35018000.0,69001000,188082000.0,,-143828000.0,44347000.0,113348000,-6396000.0,1709000.0,1641000.0,2056000.0,,,,,-990000.0,-1785000.0,,,-1785000.0,,-605000.0,931000.0,326000.0,-2458000,2013-06-28,7.53000020980835,8.039999961853027,7.360000133514403,7.730000019073486,7.730000019073486,1528100.0
2013-09-30,62046000.0,-44611000.0,17435000.0,-22780000.0,-14487000.0,-8293000.0,,-5345000.0,-815000.0,-437000.0,-6160000,,-6160000,-141000.0,-6301000,,-6301000,-6301000,31778000.0,34744000.0,24392000.0,94067000.0,24823000.0,,1420000.0,26243000.0,120310000,36012000.0,3432000.0,42424000.0,5861000.0,37553000.0,79977000,190265000.0,,-150129000.0,40333000.0,120310000,-6301000.0,1753000.0,2840000.0,1219000.0,,,,,-489000.0,-1419000.0,,,-1419000.0,,-619000.0,138000.0,-481000.0,-2198000,2013-09-30,7.630000114440918,8.199999809265138,7.199999809265138,8.119999885559082,8.119999885559082,445500.0
2013-12-31,67056000.0,-45560000.0,21496000.0,-23107000.0,-14386000.0,-8721000.0,,-1611000.0,-783000.0,-670000.0,-2394000,,-2394000,-416000.0,-2810000,,-2810000,-2810000,38190000.0,32084000.0,16580000.0,90509000.0,24853000.0,,1307000.0,26160000.0,116669000,27085000.0,3507000.0,33365000.0,5170000.0,43098000.0,76463000,192916000.0,,-152939000.0,40206000.0,116669000,-2810000.0,1859000.0,2012000.0,6518000.0,,,,,7579000.0,-1371000.0,,0.0,-1371000.0,,-632000.0,757000.0,125000.0,6412000,2013-12-31,6.4099998474121085,6.5900001525878915,6.119999885559082,6.3400001525878915,6.3400001525878915,460400.0
2014-03-31,57580000.0,-38925000.0,18655000.0,-24440000.0,-15354000.0,-9086000.0,,-5785000.0,-342000.0,-449000.0,-6127000,,-6127000,-109000.0,-6236000,,-6236000,-6236000,39935000.0,28450000.0,14113000.0,86781000.0,24809000.0,,1570000.0,26379000.0,113160000,28825000.0,3370000.0,34095000.0,4457000.0,42627000.0,76722000,195383000.0,,-159175000.0,36438000.0,113160000,-6236000.0,1910000.0,2147000.0,6460000.0,,,,,4281000.0,-2172000.0,,,-2172000.0,,-866000.0,454000.0,-412000.0,1745000,2014-03-31,7.300000190734862,7.5,7.179999828338622,7.360000133514403,7.360000133514403,185900.0
