Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2011-11-30,5546000000.0,-3170000000.0,2376000000.0,-1731000000.0,-1731000000.0,645000000.0,-13000000.0,-3000000.0,632000000,632000000,-152000000.0,480000000,469000000,469000000,3365000000.0,3103000000.0,3164000000.0,10725000000.0,2177000000.0,1663000000.0,3840000000.0,14565000000,3326000000.0,237000000.0,3563000000.0,234000000.0,1159000000.0,4722000000,4335000000.0,5290000000.0,9840000000.0,14562000000,469000000.0,92000000.0,26000000.0,-77000000.0,510000000.0,-145000000.0,651000000.0,515000000.0,-144000000.0,-2000000.0,-562000000.0,-710000000.0,321000000,2011-11-30,24.270000457763672,24.375,23.729999542236328,24.045000076293945,21.4296932220459,13492800.0
2012-02-29,5656000000.0,-3171000000.0,2485000000.0,-1708000000.0,-1708000000.0,777000000.0,10000000.0,0.0,787000000,787000000,-218000000.0,569000000,560000000,560000000,3197000000.0,3296000000.0,3356000000.0,10932000000.0,2205000000.0,1657000000.0,3862000000.0,14794000000,3270000000.0,140000000.0,3410000000.0,229000000.0,1208000000.0,4618000000,4483000000.0,5447000000.0,10173000000.0,14791000000,560000000.0,94000000.0,56000000.0,-382000000.0,328000000.0,-120000000.0,257000000.0,166000000.0,-165000000.0,-67000000.0,-172000000.0,-416000000.0,92000000,2012-02-29,26.877500534057607,27.06999969482422,26.732500076293945,26.979999542236328,24.135805130004893,7088400.0
2012-05-31,6048000000.0,-3454000000.0,2594000000.0,-1817000000.0,-1817000000.0,777000000.0,-37000000.0,-1000000.0,740000000,740000000,-177000000.0,563000000,537000000,537000000,3757000000.0,3132000000.0,3222000000.0,11845000000.0,2209000000.0,1411000000.0,3620000000.0,15465000000,3555000000.0,157000000.0,3882000000.0,228000000.0,1202000000.0,5084000000,4641000000.0,5588000000.0,10378000000.0,15462000000,537000000.0,101000000.0,-42000000.0,303000000.0,899000000.0,-183000000.0,-253000000.0,-412000000.0,-165000000.0,-2000000.0,-133000000.0,-230000000.0,311000000,2012-05-31,27.125,27.212499618530273,26.665000915527344,27.045000076293945,24.35565185546875,10796800.0
2012-08-31,6474000000.0,-3646000000.0,2828000000.0,-2059000000.0,-2059000000.0,769000000.0,31000000.0,3000000.0,800000000,800000000,-215000000.0,585000000,567000000,567000000,3267000000.0,3431000000.0,3411000000.0,11136000000.0,2291000000.0,1687000000.0,3978000000.0,15114000000,3638000000.0,138000000.0,3776000000.0,226000000.0,1291000000.0,5067000000,4718000000.0,5215000000.0,10044000000.0,15111000000,567000000.0,104000000.0,53000000.0,-189000000.0,535000000.0,-107000000.0,333000000.0,221000000.0,-165000000.0,-42000000.0,-727000000.0,-907000000.0,-152000000,2012-08-31,24.51749992370605,24.6299991607666,24.23749923706055,24.34000015258789,21.999895095825195,8129200.0
2012-11-30,5955000000.0,-3425000000.0,2530000000.0,-1836000000.0,-1836000000.0,694000000.0,18000000.0,1000000.0,712000000,712000000,-191000000.0,521000000,384000000,384000000,3525000000.0,3188000000.0,3318000000.0,11435000000.0,2258000000.0,1478000000.0,3736000000.0,15171000000,3443000000.0,158000000.0,3799000000.0,170000000.0,1358000000.0,5157000000,4844000000.0,5029000000.0,10011000000.0,15168000000,384000000.0,107000000.0,143000000.0,76000000.0,710000000.0,-143000000.0,-136000000.0,-61000000.0,-162000000.0,-3000000.0,-336000000.0,-524000000.0,126000000,2012-11-30,24.614999771118164,24.6299991607666,24.227500915527344,24.3700008392334,22.027009963989254,12670000.0
2013-02-28,6187000000.0,-3451000000.0,2736000000.0,-1863000000.0,-1863000000.0,873000000.0,-15000000.0,2000000.0,858000000,858000000,-196000000.0,662000000,866000000,866000000,4042000000.0,3232000000.0,3329000000.0,11789000000.0,2260000000.0,1566000000.0,3826000000.0,15615000000,3278000000.0,160000000.0,3500000000.0,161000000.0,1448000000.0,4948000000,4977000000.0,5456000000.0,10664000000.0,15612000000,866000000.0,111000000.0,-211000000.0,-319000000.0,447000000.0,-174000000.0,-255000000.0,126000000.0,-188000000.0,-2000000.0,-185000000.0,-352000000.0,266000000,2013-02-28,27.1299991607666,27.36000061035156,27.0,27.229999542236328,24.814224243164066,6713600.0
2013-05-31,6697000000.0,-3757000000.0,2940000000.0,-2038000000.0,-2038000000.0,902000000.0,-16000000.0,-3000000.0,886000000,886000000,-203000000.0,683000000,655000000,655000000,5965000000.0,3117000000.0,3484000000.0,13630000000.0,2452000000.0,1463000000.0,3915000000.0,17545000000,3789000000.0,155000000.0,3962000000.0,1210000000.0,2502000000.0,6464000000,5184000000.0,5620000000.0,11078000000.0,17542000000,655000000.0,116000000.0,215000000.0,354000000.0,1340000000.0,-160000000.0,-1082000000.0,-1226000000.0,-188000000.0,984000000.0,-113000000.0,738000000.0,843000000,2013-05-31,31.10000038146973,31.56999969482422,30.82999992370605,30.82999992370605,28.18890190124512,7460400.0
2013-08-31,6971000000.0,-3839000000.0,3132000000.0,-2058000000.0,-2058000000.0,1074000000.0,-36000000.0,-8000000.0,1038000000,1038000000,-259000000.0,779000000,779000000,779000000,5578000000.0,3207000000.0,3472000000.0,13618000000.0,2557000000.0,1499000000.0,4056000000.0,17674000000,3683000000.0,168000000.0,3863000000.0,1207000000.0,2529000000.0,6392000000,5340000000.0,5762000000.0,11279000000.0,17671000000,779000000.0,122000000.0,96000000.0,-379000000.0,618000000.0,-244000000.0,-349000000.0,-694000000.0,-188000000.0,-2000000.0,-432000000.0,-592000000.0,-676000000,2013-08-30,31.854999542236328,31.895000457763672,31.29999923706055,31.40999984741211,28.8147029876709,5851000.0
2013-11-30,6431000000.0,-3605000000.0,2826000000.0,-2091000000.0,-2091000000.0,735000000.0,-21000000.0,-8000000.0,714000000,714000000,-180000000.0,534000000,534000000,534000000,5187000000.0,3208000000.0,3695000000.0,13607000000.0,2645000000.0,1568000000.0,4213000000.0,17820000000,3664000000.0,187000000.0,3851000000.0,1201000000.0,2625000000.0,6476000000,5566000000.0,5685000000.0,11341000000.0,17817000000,534000000.0,124000000.0,67000000.0,-395000000.0,330000000.0,-204000000.0,-291000000.0,-495000000.0,-187000000.0,-55000000.0,-263000000.0,-405000000.0,-575000000,2013-11-29,39.790000915527344,39.88000106811523,39.540000915527344,39.56999969482422,36.30047225952149,3475200.0
2014-02-28,6972000000.0,-3869000000.0,3103000000.0,-2169000000.0,-2169000000.0,934000000.0,-54000000.0,-9000000.0,880000000,880000000,-198000000.0,682000000,682000000,682000000,5029000000.0,3355000000.0,3825000000.0,13410000000.0,2736000000.0,1657000000.0,4393000000.0,17803000000,3828000000.0,126000000.0,3954000000.0,1201000000.0,2716000000.0,6670000000,5723000000.0,5374000000.0,11130000000.0,17800000000,682000000.0,132000000.0,24000000.0,-101000000.0,737000000.0,-221000000.0,79000000.0,-42000000.0,-212000000.0,-10000000.0,-713000000.0,-920000000.0,-222000000,2014-02-28,38.95000076293945,39.35499954223633,38.80500030517578,39.150001525878906,36.1383056640625,6875200.0
2014-05-31,7425000000.0,-4040000000.0,3385000000.0,-2448000000.0,-2448000000.0,937000000.0,-25000000.0,-8000000.0,912000000,912000000,-214000000.0,698000000,698000000,698000000,5142000000.0,3434000000.0,3947000000.0,13696000000.0,2834000000.0,2064000000.0,4898000000.0,18594000000,4853000000.0,174000000.0,5027000000.0,1199000000.0,2743000000.0,7770000000,5865000000.0,4871000000.0,10821000000.0,18591000000,698000000.0,140000000.0,103000000.0,387000000.0,1328000000.0,-208000000.0,233000000.0,24000000.0,-212000000.0,-10000000.0,-837000000.0,-997000000.0,356000000,2014-05-30,38.20000076293945,38.46500015258789,38.150001525878906,38.45500183105469,35.60881805419922,5192400.0
2014-08-31,7982000000.0,-4261000000.0,3721000000.0,-2480000000.0,-2480000000.0,1241000000.0,-12000000.0,-9000000.0,1229000000,1229000000,-267000000.0,962000000,962000000,962000000,4579000000.0,3587000000.0,4030000000.0,13540000000.0,2895000000.0,2086000000.0,4981000000.0,18521000000,4661000000.0,152000000.0,4813000000.0,1195000000.0,2603000000.0,7416000000,6070000000.0,4808000000.0,11102000000.0,18518000000,962000000.0,147000000.0,139000000.0,-565000000.0,683000000.0,-260000000.0,540000000.0,280000000.0,-209000000.0,-8000000.0,-692000000.0,-882000000.0,83000000,2014-08-29,39.42499923706055,39.47000122070313,39.1349983215332,39.275001525878906,36.47795104980469,6423000.0
2014-11-30,7380000000.0,-4053000000.0,3327000000.0,-2438000000.0,-2438000000.0,889000000.0,-11000000.0,-9000000.0,878000000,878000000,-223000000.0,655000000,655000000,655000000,4713000000.0,3457000000.0,4150000000.0,14033000000.0,2927000000.0,2207000000.0,5134000000.0,19167000000,4734000000.0,203000000.0,4937000000.0,1084000000.0,2530000000.0,7467000000,6375000000.0,4797000000.0,11697000000.0,19164000000,655000000.0,154000000.0,260000000.0,-205000000.0,864000000.0,-225000000.0,-221000000.0,-446000000.0,-207000000.0,-8000000.0,-238000000.0,-422000000.0,-30000000,2014-11-28,49.16999816894531,49.88000106811523,49.1150016784668,49.64500045776367,46.10942077636719,3609400.0
2015-02-28,7460000000.0,-4034000000.0,3426000000.0,-2379000000.0,-2379000000.0,1047000000.0,-1000000.0,-6000000.0,1046000000,1046000000,-255000000.0,791000000,791000000,791000000,5361000000.0,3294000000.0,4246000000.0,15207000000.0,2862000000.0,2472000000.0,5334000000.0,20541000000,5417000000.0,169000000.0,5586000000.0,1082000000.0,2587000000.0,8173000000,6517000000.0,4737000000.0,12365000000.0,20538000000,791000000.0,152000000.0,223000000.0,625000000.0,1791000000.0,-235000000.0,269000000.0,-216000000.0,-242000000.0,-5000000.0,-553000000.0,-791000000.0,742000000,2015-02-27,48.474998474121094,48.70500183105469,48.31499862670898,48.56000137329102,45.362571716308594,7118600.0
2015-05-31,7779000000.0,-4186000000.0,3593000000.0,-2595000000.0,-2595000000.0,998000000.0,54000000.0,-4000000.0,1052000000,1052000000,-187000000.0,865000000,865000000,865000000,5924000000.0,3358000000.0,4337000000.0,15587000000.0,3011000000.0,2999000000.0,6010000000.0,21597000000,6151000000.0,181000000.0,6332000000.0,1079000000.0,2558000000.0,8890000000,6773000000.0,4685000000.0,12704000000.0,21594000000,865000000.0,153000000.0,-77000000.0,401000000.0,1342000000.0,-240000000.0,347000000.0,207000000.0,-241000000.0,-5000000.0,-537000000.0,-695000000.0,837000000,2015-05-29,51.1500015258789,51.18999862670898,50.52000045776367,50.834999084472656,47.61742782592773,5562200.0
2015-08-31,8414000000.0,-4419000000.0,3995000000.0,-2577000000.0,-2577000000.0,1418000000.0,27000000.0,-4000000.0,1445000000,1445000000,-266000000.0,1179000000,1179000000,1179000000,5408000000.0,3288000000.0,4414000000.0,15238000000.0,3112000000.0,2416000000.0,5528000000.0,20766000000,5147000000.0,129000000.0,5276000000.0,1079000000.0,2596000000.0,7872000000,7029000000.0,5029000000.0,12891000000.0,20763000000,1179000000.0,154000000.0,66000000.0,-908000000.0,491000000.0,-318000000.0,-17000000.0,-385000000.0,-240000000.0,-1000000.0,-460000000.0,-674000000.0,-606000000,2015-08-31,56.19499969482422,56.24499893188477,55.6150016784668,55.875,52.3384017944336,7073600.0
2015-11-30,7686000000.0,-4185000000.0,3501000000.0,-2560000000.0,-2560000000.0,941000000.0,29000000.0,-5000000.0,970000000,970000000,-185000000.0,785000000,785000000,785000000,6116000000.0,3437000000.0,4600000000.0,16755000000.0,3235000000.0,2593000000.0,5828000000.0,22583000000,5407000000.0,104000000.0,5511000000.0,2067000000.0,3667000000.0,9178000000,7408000000.0,4887000000.0,13402000000.0,22580000000,785000000.0,160000000.0,93000000.0,-493000000.0,545000000.0,-288000000.0,-74000000.0,-312000000.0,-239000000.0,876000000.0,-452000000.0,392000000.0,605000000,2015-11-30,66.96499633789061,67.09500122070311,65.81999969482422,66.13999938964844,62.11080551147461,8738800.0
2016-02-29,8032000000.0,-4343000000.0,3689000000.0,-2566000000.0,-2566000000.0,1123000000.0,12000000.0,-5000000.0,1135000000,1135000000,-185000000.0,950000000,950000000,950000000,5106000000.0,3368000000.0,4590000000.0,15256000000.0,3329000000.0,2402000000.0,5731000000.0,20987000000,4973000000.0,7000000.0,4980000000.0,2048000000.0,3707000000.0,8687000000,7539000000.0,4113000000.0,12297000000.0,20984000000,950000000.0,167000000.0,221000000.0,-462000000.0,876000000.0,-286000000.0,292000000.0,153000000.0,-273000000.0,-3000000.0,-1416000000.0,-1763000000.0,-807000000,2016-02-29,62.459999084472656,62.68000030517578,61.58000183105469,61.59000015258789,57.97816848754883,7720600.0
2016-05-31,8244000000.0,-4458000000.0,3786000000.0,-2766000000.0,-2766000000.0,1020000000.0,53000000.0,-5000000.0,1073000000,1073000000,-227000000.0,846000000,846000000,846000000,5457000000.0,3241000000.0,4838000000.0,15025000000.0,3520000000.0,2834000000.0,6354000000.0,21379000000,5313000000.0,45000000.0,5358000000.0,1993000000.0,3763000000.0,9121000000,7786000000.0,4151000000.0,12255000000.0,21376000000,846000000.0,168000000.0,-113000000.0,586000000.0,1487000000.0,-241000000.0,-258000000.0,-490000000.0,-270000000.0,-4000000.0,-403000000.0,-929000000.0,94000000,2016-05-31,56.40999984741211,56.47000122070313,55.16999816894531,55.22000122070313,52.11574935913086,14233600.0
2016-08-31,9061000000.0,-4938000000.0,4123000000.0,-2897000000.0,-2897000000.0,1226000000.0,55000000.0,-7000000.0,1281000000,1281000000,-32000000.0,1249000000,1249000000,1249000000,4787000000.0,3526000000.0,4896000000.0,14589000000.0,3572000000.0,2995000000.0,6567000000.0,21156000000,5297000000.0,66000000.0,5363000000.0,1993000000.0,3628000000.0,8991000000,7999000000.0,4078000000.0,12162000000.0,21153000000,1249000000.0,173000000.0,-47000000.0,-587000000.0,788000000.0,-277000000.0,243000000.0,-76000000.0,-269000000.0,-4000000.0,-942000000.0,-1202000000.0,-479000000,2016-08-31,57.86000061035156,58.27999877929688,57.18999862670898,57.63999938964844,54.55862045288086,7723600.0
2016-11-30,8180000000.0,-4564000000.0,3616000000.0,-2505000000.0,-2505000000.0,1111000000.0,3000000.0,-15000000.0,1114000000,1114000000,-272000000.0,842000000,842000000,842000000,5943000000.0,3478000000.0,5033000000.0,16011000000.0,3566000000.0,3075000000.0,6641000000.0,22652000000,5161000000.0,64000000.0,5225000000.0,3473000000.0,5104000000.0,10329000000,8196000000.0,3725000000.0,12320000000.0,22649000000,842000000.0,173000000.0,66000000.0,-99000000.0,982000000.0,-223000000.0,546000000.0,312000000.0,-267000000.0,1477000000.0,-774000000.0,436000000.0,1680000000,2016-11-30,50.52000045776367,50.81000137329102,50.06999969482422,50.06999969482422,47.52523803710938,8198400.0
2017-02-28,8432000000.0,-4682000000.0,3750000000.0,-2496000000.0,-2496000000.0,1254000000.0,69000000.0,-19000000.0,1323000000,1323000000,-182000000.0,1141000000,1141000000,1141000000,6160000000.0,3752000000.0,4932000000.0,16205000000.0,3793000000.0,3154000000.0,6947000000.0,23152000000,5242000000.0,29000000.0,5271000000.0,3472000000.0,5159000000.0,10430000000,8395000000.0,4095000000.0,12719000000.0,23149000000,1141000000.0,175000000.0,-139000000.0,-63000000.0,1114000000.0,-263000000.0,-480000000.0,-724000000.0,-298000000.0,-48000000.0,-374000000.0,-717000000.0,-318000000,2017-02-28,57.36999893188477,57.54999923706055,56.86000061035156,57.15999984741211,54.45063781738281,7951300.0
2017-05-31,8677000000.0,-4854000000.0,3823000000.0,-2665000000.0,-2665000000.0,1158000000.0,10000000.0,-18000000.0,1168000000,1168000000,-160000000.0,1008000000,1008000000,1008000000,6179000000.0,3677000000.0,5055000000.0,16061000000.0,3989000000.0,3209000000.0,7198000000.0,23259000000,5143000000.0,331000000.0,5474000000.0,3471000000.0,5378000000.0,10852000000,8638000000.0,3979000000.0,12404000000.0,23256000000,1008000000.0,185000000.0,-45000000.0,-392000000.0,756000000.0,-329000000.0,-191000000.0,-520000000.0,-299000000.0,-4000000.0,-644000000.0,-459000000.0,-213000000,2017-05-31,53.02000045776367,53.27999877929688,52.709999084472656,52.9900016784668,50.63557434082031,8938800.0
2017-08-31,9070000000.0,-5108000000.0,3962000000.0,-2856000000.0,-2856000000.0,1106000000.0,-34000000.0,-16000000.0,1072000000,1072000000,-122000000.0,950000000,950000000,950000000,5519000000.0,3871000000.0,5211000000.0,16192000000.0,4086000000.0,3369000000.0,7455000000.0,23647000000,5714000000.0,342000000.0,6056000000.0,3472000000.0,5598000000.0,11654000000,8817000000.0,3759000000.0,11990000000.0,23644000000,950000000.0,179000000.0,-22000000.0,-532000000.0,575000000.0,-270000000.0,258000000.0,-12000000.0,-300000000.0,-7000000.0,-646000000.0,-998000000.0,-395000000,2017-08-31,52.599998474121094,52.97999954223633,52.47000122070313,52.81000137329102,50.8095817565918,7728900.0
2017-11-30,8554000000.0,-4876000000.0,3678000000.0,-2768000000.0,-2768000000.0,910000000.0,-31000000.0,-13000000.0,879000000,879000000,-112000000.0,767000000,767000000,767000000,6389000000.0,3613000000.0,5326000000.0,16582000000.0,4117000000.0,3356000000.0,7473000000.0,24055000000,5511000000.0,1239000000.0,6750000000.0,3472000000.0,5547000000.0,12297000000,9041000000.0,3301000000.0,11755000000.0,24052000000,767000000.0,187000000.0,-15000000.0,384000000.0,1323000000.0,-227000000.0,13000000.0,-214000000.0,-295000000.0,-7000000.0,-810000000.0,-216000000.0,891000000,2017-11-30,60.2599983215332,61.209999084472656,60.20000076293945,60.41999816894531,58.13131713867188,12551200.0
2018-02-28,8984000000.0,-5046000000.0,3938000000.0,-2767000000.0,-2767000000.0,1171000000.0,-12000000.0,-13000000.0,1159000000,1159000000,-2080000000.0,-921000000,-921000000,-921000000,4751000000.0,3792000000.0,5366000000.0,15355000000.0,4298000000.0,2899000000.0,7197000000.0,22552000000,5766000000.0,17000000.0,5783000000.0,3469000000.0,6987000000.0,12770000000,9325000000.0,1078000000.0,9779000000.0,22549000000,-921000000.0,185000000.0,652000000.0,871000000.0,787000000.0,-231000000.0,983000000.0,752000000.0,-325000000.0,-6000000.0,-684000000.0,-2234000000.0,-642000000,2018-02-28,68.09999847412111,68.30000305175781,67.01000213623047,67.02999877929689,64.70511627197266,6091800.0
2018-05-31,9789000000.0,-5411000000.0,4378000000.0,-3120000000.0,-3120000000.0,1258000000.0,-43000000.0,-12000000.0,1215000000,1215000000,-78000000.0,1137000000,1137000000,1137000000,5245000000.0,3498000000.0,5261000000.0,15134000000.0,4454000000.0,2948000000.0,7402000000.0,22536000000,5698000000.0,342000000.0,6040000000.0,3468000000.0,6684000000.0,12724000000,6384000000.0,3517000000.0,9809000000.0,22533000000,1137000000.0,196000000.0,178000000.0,759000000.0,2270000000.0,-297000000.0,72000000.0,-250000000.0,-323000000.0,-9000000.0,-1381000000.0,-1387000000.0,587000000,2018-05-31,72.0,72.22000122070312,71.23999786376953,71.80000305175781,69.51933288574219,7856200.0
