Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2016-12-31,47535000000.0,-36004000000.0,11531000000.0,-8344000000.0,-7817000000.0,-527000000.0,3187000000.0,-268000000.0,-268000000.0,2919000000,2919000000,-1211000000.0,1708000000,1684000000,1684000000,13275000000.0,8152000000.0,33879000000.0,5901000000.0,23868000000.0,59162000000.0,88931000000.0,122810000000,13361000000.0,7193000000.0,49252000000.0,25777000000.0,33369000000.0,82621000000,10000000.0,40945000000.0,40189000000.0,122810000000,1708000000.0,527000000.0,588000000.0,-4232000000.0,-1409000000.0,-485000000.0,-1158000000.0,967000000.0,-614000000.0,-595000000.0,-87000000.0,-121000000.0,-351000000.0,-2366000000,2016-12-30,161.3699951171875,161.47999572753906,159.85000610351562,160.0399932861328,149.41574096679688,2855600.0
2017-03-31,48723000000.0,-37755000000.0,10968000000.0,-7555000000.0,-7022000000.0,-533000000.0,3413000000.0,-283000000.0,-283000000.0,3130000000,3130000000,-939000000.0,2191000000,2172000000,2172000000,19352000000.0,9595000000.0,40989000000.0,6329000000.0,25760000000.0,64079000000.0,96168000000.0,137157000000,13473000000.0,7747000000.0,57543000000.0,26154000000.0,33952000000.0,91495000000,1829000000.0,42521000000.0,45662000000.0,137157000000,2191000000.0,533000000.0,150000000.0,3582000000.0,6456000000.0,-507000000.0,-1339000000.0,-468000000.0,-2289000000.0,-596000000.0,-189000000.0,-412000000.0,1525000000.0,5712000000,2017-03-31,164.63999938964844,165.10000610351562,163.75,164.00999450683594,153.6929168701172,3496100.0
2017-06-30,50053000000.0,-38438000000.0,11615000000.0,-7884000000.0,-7328000000.0,-556000000.0,3731000000.0,-301000000.0,-301000000.0,3430000000,3430000000,-1080000000.0,2350000000,2284000000,2284000000,17970000000.0,10538000000.0,41239000000.0,6324000000.0,26397000000.0,64137000000.0,96858000000.0,138097000000,14514000000.0,5739000000.0,57121000000.0,26197000000.0,33983000000.0,91104000000,1671000000.0,44081000000.0,46993000000.0,138097000000,2350000000.0,556000000.0,93000000.0,-828000000.0,2171000000.0,-418000000.0,-743000000.0,-236000000.0,-1367000000.0,-724000000.0,-1982000000.0,-242000000.0,-2337000000.0,-1560000000,2017-06-30,185.1499938964844,186.19000244140625,184.92999267578125,185.4199981689453,174.4736785888672,2392000.0
2017-09-30,50322000000.0,-38269000000.0,12053000000.0,-7965000000.0,-7387000000.0,-578000000.0,4088000000.0,-294000000.0,-294000000.0,3794000000,3794000000,-1233000000.0,2561000000,2485000000,2485000000,19794000000.0,8638000000.0,40921000000.0,6562000000.0,27703000000.0,65246000000.0,99511000000.0,140432000000,15878000000.0,4539000000.0,58088000000.0,24723000000.0,32864000000.0,90952000000,1811000000.0,45840000000.0,49480000000.0,140432000000,2561000000.0,578000000.0,-78000000.0,4485000000.0,7546000000.0,-466000000.0,-1484000000.0,-204000000.0,-2239000000.0,-726000000.0,-2706000000.0,85000000.0,-3645000000.0,1687000000,2017-09-29,195.82000732421875,196.08999633789062,194.47999572753903,195.8500061035156,184.98736572265625,2646300.0
2017-12-31,52061000000.0,-39686000000.0,12375000000.0,-8398000000.0,-7820000000.0,-578000000.0,3977000000.0,-308000000.0,-308000000.0,3669000000,3669000000,52000000.0,3721000000,3617000000,3617000000,15490000000.0,9568000000.0,37084000000.0,7013000000.0,28341000000.0,66620000000.0,101974000000.0,139058000000,15180000000.0,2857000000.0,50463000000.0,28835000000.0,36573000000.0,87036000000,1713000000.0,48730000000.0,52022000000.0,139058000000,3721000000.0,578000000.0,-316000000.0,-6560000000.0,-2577000000.0,-632000000.0,-753000000.0,-1223000000.0,-2704000000.0,-727000000.0,2262000000.0,-243000000.0,1016000000.0,-4288000000,2017-12-29,223.9499969482422,223.9499969482422,220.4600067138672,220.4600067138672,208.9354705810547,2350200.0
2018-03-31,55188000000.0,-42047000000.0,13141000000.0,-9088000000.0,-8506000000.0,-582000000.0,4053000000.0,-329000000.0,-329000000.0,3724000000,3724000000,-800000000.0,2924000000,2836000000,2836000000,22041000000.0,11512000000.0,48353000000.0,8144000000.0,29441000000.0,69631000000.0,107216000000.0,155569000000,18210000000.0,7379000000.0,67667000000.0,28206000000.0,35976000000.0,103643000000,10000000.0,50494000000.0,51926000000.0,155569000000,2924000000.0,582000000.0,161000000.0,4702000000.0,8369000000.0,-477000000.0,-1385000000.0,-2583000000.0,-4517000000.0,-722000000.0,3159000000.0,-2355000000.0,2422000000.0,6262000000,2018-03-29,219.3800048828125,223.3500061035156,214.0,214.0,203.4846343994141,5529400.0
2018-06-30,56086000000.0,-42898000000.0,13188000000.0,-8984000000.0,-8386000000.0,-598000000.0,4204000000.0,-344000000.0,-344000000.0,3860000000,3860000000,-850000000.0,3010000000,2922000000,2922000000,21860000000.0,10874000000.0,46634000000.0,7906000000.0,31237000000.0,68834000000.0,107977000000.0,154611000000,17527000000.0,2959000000.0,62052000000.0,32096000000.0,39937000000.0,101989000000,10000000.0,52363000000.0,52622000000.0,154611000000,3010000000.0,598000000.0,49000000.0,350000000.0,4007000000.0,-483000000.0,-1583000000.0,-53000000.0,-2181000000.0,-866000000.0,-476000000.0,-317000000.0,-1635000000.0,125000000,2018-06-29,244.8999938964844,247.5,244.6000061035156,245.33999633789062,234.10987854003903,2772600.0
2018-09-30,56556000000.0,-42876000000.0,13680000000.0,-9090000000.0,-8479000000.0,-611000000.0,4590000000.0,-353000000.0,-353000000.0,4237000000,4237000000,-953000000.0,3284000000,3188000000,3188000000,13849000000.0,10992000000.0,38754000000.0,8042000000.0,31929000000.0,72362000000.0,112333000000.0,151087000000,18991000000.0,1500000000.0,56377000000.0,32053000000.0,40345000000.0,96722000000,10000000.0,54386000000.0,54365000000.0,151087000000,3284000000.0,611000000.0,175000000.0,-3129000000.0,941000000.0,-545000000.0,-761000000.0,-3188000000.0,-4547000000.0,-866000000.0,-1483000000.0,-233000000.0,-4480000000.0,-8105000000,2018-09-28,264.3800048828125,266.19000244140625,263.85000610351557,266.04000854492193,254.71890258789062,2875100.0
2018-12-31,58417000000.0,-44580000000.0,13837000000.0,-9340000000.0,-8703000000.0,-637000000.0,4497000000.0,-374000000.0,-374000000.0,4123000000,4123000000,-959000000.0,3164000000,3040000000,3040000000,14324000000.0,11388000000.0,38692000000.0,8458000000.0,32510000000.0,72561000000.0,113529000000.0,152221000000,16705000000.0,1973000000.0,53209000000.0,34581000000.0,42785000000.0,95994000000,10000000.0,55846000000.0,56227000000.0,152221000000,3164000000.0,637000000.0,224000000.0,-1629000000.0,2396000000.0,-558000000.0,-370000000.0,-173000000.0,-1140000000.0,-866000000.0,2934000000.0,-757000000.0,-672000000.0,603000000,2018-12-31,248.05999755859366,250.27999877929688,246.94000244140625,249.1199951171875,239.28109741210938,3123200.0
2019-03-31,60308000000.0,-46320000000.0,13988000000.0,-9156000000.0,-8517000000.0,-639000000.0,4832000000.0,-400000000.0,-400000000.0,4432000000,4432000000,-875000000.0,3557000000,3467000000,3467000000,15710000000.0,12826000000.0,42815000000.0,8230000000.0,33553000000.0,76599000000.0,118382000000.0,161197000000,16900000000.0,3919000000.0,58933000000.0,34419000000.0,45759000000.0,104692000000,10000000.0,55472000000.0,56505000000.0,161197000000,3557000000.0,639000000.0,419000000.0,-1381000000.0,3234000000.0,-562000000.0,-319000000.0,-689000000.0,-1416000000.0,-860000000.0,1851000000.0,-2679000000.0,-272000000.0,1541000000,2019-03-29,244.2899932861328,247.75999450683602,241.8699951171875,247.25999450683602,238.4010162353516,4294200.0
2019-06-30,60595000000.0,-46782000000.0,13813000000.0,-9069000000.0,-8415000000.0,-654000000.0,4744000000.0,-418000000.0,-418000000.0,4326000000,4326000000,-941000000.0,3385000000,3293000000,3293000000,17269000000.0,9741000000.0,42038000000.0,8681000000.0,35696000000.0,80785000000.0,125162000000.0,167200000000,17128000000.0,7800000000.0,62328000000.0,34473000000.0,46816000000.0,109144000000,9000000.0,56367000000.0,58056000000.0,167200000000,3385000000.0,654000000.0,47000000.0,1788000000.0,5874000000.0,-415000000.0,-1335000000.0,-4062000000.0,-5462000000.0,-1024000000.0,3823000000.0,-1374000000.0,915000000.0,1338000000,2019-06-28,246.5,246.75,238.6499938964844,244.00999450683602,236.30935668945312,6727600.0
2019-09-30,60351000000.0,-45668000000.0,14683000000.0,-9669000000.0,-8960000000.0,-709000000.0,5014000000.0,-449000000.0,-449000000.0,4565000000,4565000000,-936000000.0,3629000000,3538000000,3538000000,15818000000.0,10964000000.0,43541000000.0,8501000000.0,36840000000.0,84827000000.0,130168000000.0,173709000000,18570000000.0,6387000000.0,62641000000.0,38507000000.0,51321000000.0,113962000000,9000000.0,58696000000.0,59747000000.0,173709000000,3629000000.0,709000000.0,55000000.0,-1243000000.0,3150000000.0,-444000000.0,-374000000.0,-3449000000.0,-4433000000.0,-1024000000.0,2518000000.0,-308000000.0,-56000000.0,-1382000000,2019-09-30,213.63999938964844,218.52999877929688,213.1199951171875,217.32000732421875,211.4541473388672,5286300.0
2019-12-31,60901000000.0,-45787000000.0,15114000000.0,-10019000000.0,-9301000000.0,-718000000.0,5095000000.0,-437000000.0,-437000000.0,4658000000,4658000000,-990000000.0,3668000000,3541000000,3541000000,14245000000.0,21462000000.0,42634000000.0,8704000000.0,37209000000.0,85342000000.0,131255000000.0,173889000000,19005000000.0,3870000000.0,61782000000.0,36808000000.0,49945000000.0,111727000000,16000000.0,61178000000.0,62162000000.0,173889000000,3668000000.0,718000000.0,300000000.0,1519000000.0,6205000000.0,-650000000.0,-476000000.0,-143000000.0,-1388000000.0,-1024000000.0,-4198000000.0,-102000000.0,-6212000000.0,-1378000000,2019-12-31,293.6600036621094,294.0899963378906,291.1499938964844,293.9800109863281,287.1446533203125,2224200.0
