Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,2707000000.0,-681000000.0,2026000000.0,-1627000000.0,-290000000.0,399000000.0,-167000000.0,-168000000.0,232000000,232000000,-56000000.0,176000000,176000000,176000000,944000000.0,1052000000.0,3836000000.0,32209000000.0,884000000.0,8713000000.0,41806000000.0,45642000000,1241000000.0,739000000.0,4720000000.0,12006000000.0,27861000000.0,32581000000,13052000000.0,13061000000.0,45642000000,176000000.0,290000000.0,179000000.0,433000000.0,1078000000.0,-126000000.0,-970000000.0,-173000000.0,923000000.0,10000000.0,747000000.0,855000000,2015-12-31,65.19000244140625,65.25,63.79999923706055,64.26999664306639,52.0131721496582,1183300.0
2016-03-31,3156000000.0,-920000000.0,2236000000.0,-1594000000.0,-297000000.0,642000000.0,-172000000.0,-169000000.0,470000000,474000000,-164000000.0,310000000,310000000,310000000,61000000.0,1085000000.0,3185000000.0,32971000000.0,865000000.0,8559000000.0,42395000000.0,45580000000,1197000000.0,739000000.0,4436000000.0,12222000000.0,27943000000.0,32379000000,13193000000.0,13201000000.0,45580000000,310000000.0,297000000.0,55000000.0,-138000000.0,524000000.0,-210000000.0,-1118000000.0,-186000000.0,-113000000.0,15000000.0,-287000000.0,-881000000,2016-03-31,76.55000305175781,77.0199966430664,76.06999969482422,76.62000274658203,62.589134216308594,2722400.0
2016-06-30,2794000000.0,-672000000.0,2122000000.0,-1607000000.0,-302000000.0,515000000.0,-167000000.0,-170000000.0,348000000,356000000,-124000000.0,232000000,232000000,232000000,862000000.0,951000000.0,3499000000.0,33459000000.0,1913000000.0,8399000000.0,43771000000.0,47270000000,1207000000.0,746000000.0,3903000000.0,13747000000.0,29409000000.0,33312000000,13950000000.0,13958000000.0,47270000000,232000000.0,302000000.0,-201000000.0,774000000.0,1107000000.0,-121000000.0,-1868000000.0,-193000000.0,1051000000.0,714000000.0,1560000000.0,799000000,2016-06-30,79.18000030517578,80.44000244140625,78.91000366210938,80.44000244140625,66.30497741699219,2222100.0
2016-09-30,3417000000.0,-908000000.0,2509000000.0,-1673000000.0,-305000000.0,836000000.0,-160000000.0,-178000000.0,676000000,811000000,-314000000.0,497000000,497000000,497000000,150000000.0,1157000000.0,3154000000.0,33906000000.0,1931000000.0,8325000000.0,44162000000.0,47316000000,1416000000.0,346000000.0,3591000000.0,13747000000.0,29450000000.0,33041000000,14267000000.0,14275000000.0,47316000000,497000000.0,306000000.0,-16000000.0,-82000000.0,705000000.0,-105000000.0,-731000000.0,-192000000.0,-508000000.0,11000000.0,-690000000.0,-716000000,2016-09-30,76.79000091552734,77.11000061035156,74.79000091552734,75.30000305175781,62.60049057006836,2978900.0
2016-12-31,2708000000.0,-588000000.0,2120000000.0,-1642000000.0,-312000000.0,478000000.0,-133000000.0,-179000000.0,345000000,302000000,-96000000.0,206000000,206000000,206000000,776000000.0,1106000000.0,3406000000.0,35216000000.0,1921000000.0,7712000000.0,44849000000.0,48255000000,1398000000.0,39000000.0,3843000000.0,14735000000.0,30106000000.0,33949000000,14298000000.0,14306000000.0,48255000000,206000000.0,311000000.0,242000000.0,364000000.0,1123000000.0,-409000000.0,-1259000000.0,-193000000.0,950000000.0,13000000.0,762000000.0,626000000,2016-12-30,74.08000183105469,74.30000305175781,73.41000366210938,73.68000030517578,61.84149932861328,1139000.0
2017-03-31,3228000000.0,-806000000.0,2422000000.0,-1610000000.0,-329000000.0,812000000.0,-202000000.0,-181000000.0,610000000,615000000,-227000000.0,388000000,388000000,388000000,67000000.0,1175000000.0,3017000000.0,35663000000.0,1914000000.0,7771000000.0,45348000000.0,48365000000,1269000000.0,33000000.0,3441000000.0,14829000000.0,30418000000.0,33859000000,14498000000.0,14506000000.0,48365000000,388000000.0,329000000.0,84000000.0,-353000000.0,448000000.0,-113000000.0,-856000000.0,-199000000.0,-129000000.0,12000000.0,-320000000.0,-728000000,2017-03-31,77.62000274658203,78.08000183105469,77.29000091552734,77.66000366210938,65.789306640625,1300400.0
2017-06-30,2633000000.0,-595000000.0,2038000000.0,-1575000000.0,-332000000.0,463000000.0,-190000000.0,-180000000.0,273000000,277000000,-102000000.0,175000000,175000000,175000000,816000000.0,984000000.0,3280000000.0,36251000000.0,1961000000.0,7607000000.0,45819000000.0,49099000000,1208000000.0,637000000.0,4329000000.0,14703000000.0,30272000000.0,34601000000,14490000000.0,14498000000.0,49099000000,175000000.0,333000000.0,-117000000.0,735000000.0,1126000000.0,-112000000.0,-875000000.0,-199000000.0,682000000.0,13000000.0,489000000.0,740000000,2017-06-30,80.95999908447266,81.3499984741211,80.80000305175781,80.81999969482422,69.06270599365234,1943400.0
2017-09-30,3211000000.0,-605000000.0,2606000000.0,-1692000000.0,-337000000.0,914000000.0,-190000000.0,-185000000.0,724000000,727000000,-270000000.0,457000000,457000000,457000000,69000000.0,1111000000.0,3096000000.0,36728000000.0,1977000000.0,7445000000.0,46150000000.0,49246000000,1371000000.0,687000000.0,3915000000.0,14651000000.0,30221000000.0,34136000000,15102000000.0,15110000000.0,49246000000,457000000.0,336000000.0,90000000.0,-230000000.0,653000000.0,-63000000.0,-854000000.0,-202000000.0,-683000000.0,355000000.0,-531000000.0,-732000000,2017-09-29,80.68000030517578,80.88999938964844,80.27999877929688,80.68000030517578,69.52191925048828,1848500.0
2017-12-31,2961000000.0,-619000000.0,2342000000.0,-1758000000.0,-343000000.0,584000000.0,-210000000.0,-183000000.0,374000000,378000000,127000000.0,505000000,505000000,505000000,797000000.0,1103000000.0,3537000000.0,37600000000.0,2001000000.0,4973000000.0,44574000000.0,48111000000,1534000000.0,1298000000.0,4902000000.0,14731000000.0,27784000000.0,32686000000,15418000000.0,15425000000.0,48111000000,505000000.0,343000000.0,-287000000.0,579000000.0,1140000000.0,-127000000.0,-1125000000.0,-204000000.0,916000000.0,14000000.0,719000000.0,734000000,2017-12-29,85.37000274658203,85.44999694824219,84.81999969482422,84.94999694824219,73.77783203125,1346800.0
2018-03-31,3364000000.0,-855000000.0,2509000000.0,-1754000000.0,-348000000.0,755000000.0,-216000000.0,-195000000.0,539000000,545000000,-117000000.0,428000000,428000000,428000000,651000000.0,1250000000.0,3773000000.0,38075000000.0,2012000000.0,5040000000.0,45127000000.0,48900000000,1553000000.0,1291000000.0,5651000000.0,14730000000.0,27588000000.0,33239000000,15654000000.0,15661000000.0,48900000000,428000000.0,348000000.0,-91000000.0,-542000000.0,143000000.0,-35000000.0,-909000000.0,-209000000.0,802000000.0,13000000.0,605000000.0,-161000000,2018-03-29,77.73999786376953,78.4000015258789,77.6500015258789,77.94000244140625,68.32089233398439,1745300.0
2018-06-30,2696000000.0,-620000000.0,2076000000.0,-1650000000.0,-354000000.0,426000000.0,-206000000.0,-197000000.0,220000000,226000000,-38000000.0,188000000,188000000,188000000,866000000.0,1097000000.0,3436000000.0,38767000000.0,2057000000.0,4804000000.0,45628000000.0,49064000000,1377000000.0,1815000000.0,5456000000.0,15225000000.0,27953000000.0,33409000000,15648000000.0,15655000000.0,49064000000,188000000.0,354000000.0,-125000000.0,480000000.0,897000000.0,-74000000.0,-957000000.0,-211000000.0,511000000.0,13000000.0,298000000.0,238000000,2018-06-29,77.86000061035156,78.55000305175781,77.26000213623047,77.9800033569336,68.999755859375,1961800.0
2018-09-30,3328000000.0,-748000000.0,2580000000.0,-1754000000.0,-360000000.0,826000000.0,-223000000.0,-205000000.0,603000000,610000000,-175000000.0,435000000,435000000,435000000,199000000.0,1350000000.0,3356000000.0,39383000000.0,2131000000.0,4674000000.0,46188000000.0,49544000000,1492000000.0,1128000000.0,5401000000.0,15480000000.0,28245000000.0,33646000000,15887000000.0,15898000000.0,49544000000,435000000.0,359000000.0,49000000.0,-283000000.0,560000000.0,-84000000.0,-1081000000.0,-211000000.0,48000000.0,13000000.0,-155000000.0,-676000000,2018-09-28,75.43000030517578,76.23999786376953,75.18000030517578,76.19000244140625,68.03124237060547,3163300.0
2018-12-31,2949000000.0,-725000000.0,2224000000.0,-1698000000.0,-376000000.0,526000000.0,-253000000.0,-222000000.0,273000000,402000000,-71000000.0,331000000,331000000,331000000,895000000.0,1267000000.0,3864000000.0,41749000000.0,1766000000.0,6541000000.0,50056000000.0,53920000000,1425000000.0,1475000000.0,6207000000.0,17495000000.0,30874000000.0,37081000000,16726000000.0,16839000000.0,53920000000,331000000.0,377000000.0,781000000.0,-394000000.0,1095000000.0,198000000.0,-2524000000.0,-211000000.0,1720000000.0,719000000.0,2190000000.0,761000000,2018-12-31,76.4800033569336,76.87000274658203,75.68000030517578,76.45999908447266,68.89295196533203,1670200.0
2019-03-31,3514000000.0,-916000000.0,2598000000.0,-1812000000.0,-413000000.0,786000000.0,-244000000.0,-247000000.0,542000000,553000000,-108000000.0,445000000,424000000,424000000,406000000.0,1309000000.0,3781000000.0,42152000000.0,1832000000.0,7301000000.0,51285000000.0,55066000000,1345000000.0,2029000000.0,6348000000.0,16933000000.0,31217000000.0,37565000000,17369000000.0,17501000000.0,55066000000,445000000.0,413000000.0,84000000.0,-478000000.0,464000000.0,-48000000.0,-888000000.0,-226000000.0,-317000000.0,438000000.0,-108000000.0,-532000000,2019-03-29,84.2699966430664,84.87999725341797,83.91000366210938,84.80999755859375,77.139404296875,1623600.0
2019-06-30,2744000000.0,-509000000.0,2235000000.0,-1777000000.0,-418000000.0,458000000.0,-264000000.0,-263000000.0,194000000,198000000,-19000000.0,179000000,152000000,152000000,831000000.0,1099000000.0,3707000000.0,42745000000.0,1899000000.0,7251000000.0,51895000000.0,55602000000,1259000000.0,1972000000.0,5969000000.0,17496000000.0,31768000000.0,37737000000,17709000000.0,17865000000.0,55602000000,179000000.0,418000000.0,-224000000.0,701000000.0,1074000000.0,4000000.0,-988000000.0,-229000000.0,244000000.0,414000000.0,410000000.0,496000000,2019-06-28,87.16000366210938,88.12999725341797,87.0,87.68000030517578,80.4416732788086,2607900.0
2019-09-30,3365000000.0,-612000000.0,2753000000.0,-1886000000.0,-421000000.0,867000000.0,-258000000.0,-262000000.0,609000000,619000000,-116000000.0,503000000,473000000,473000000,78000000.0,1254000000.0,3581000000.0,43234000000.0,1983000000.0,7142000000.0,52359000000.0,55940000000,1421000000.0,1914000000.0,6219000000.0,17537000000.0,31587000000.0,37806000000,17959000000.0,18134000000.0,55940000000,503000000.0,422000000.0,-92000000.0,-411000000.0,422000000.0,-51000000.0,-1008000000.0,-235000000.0,94000000.0,13000000.0,-131000000.0,-717000000,2019-09-30,94.70999908447266,94.97000122070312,94.01000213623048,94.47000122070312,87.41072082519531,1396000.0
2019-12-31,2951000000.0,-596000000.0,2355000000.0,-1790000000.0,-432000000.0,565000000.0,-219000000.0,-219000000.0,346000000,366000000,-53000000.0,313000000,294000000,294000000,981000000.0,1236000000.0,4272000000.0,43889000000.0,2065000000.0,7853000000.0,53807000000.0,58079000000,1419000000.0,1446000000.0,6287000000.0,18527000000.0,33579000000.0,39866000000,18022000000.0,18213000000.0,58079000000,313000000.0,431000000.0,683000000.0,-253000000.0,1174000000.0,287000000.0,-898000000.0,-234000000.0,927000000.0,14000000.0,688000000.0,964000000,2019-12-31,90.19000244140624,90.48999786376952,89.81999969482422,90.47000122070312,84.42359161376953,1153600.0
