Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,757167000.0,-338411000.0,418756000.0,-311580000.0,-231698000.0,-79882000.0,107176000.0,-65772000.0,-64218000.0,41404000,-5970000.0,35434000,-8960000.0,26474000,-1074000.0,24708000,24708000,243415000.0,572200000.0,1024092000.0,2477727000.0,2856520000.0,5334247000.0,6358339000,594933000.0,92887000.0,904953000.0,3732116000.0,4290938000.0,5195891000,944099000.0,1162448000.0,6358339000,26474000.0,81709000.0,-15870000.0,39686000.0,131999000.0,-90990000.0,-18913000.0,-106903000.0,-186538000.0,52434000.0,17916000.0,-115470000.0,-91168000,2012-12-31,28.327171325683594,28.79852104187012,28.234750747680664,28.696857452392567,16.549392700195312,1090007.0
2013-03-31,747031000.0,-321076000.0,425955000.0,-303652000.0,-223451000.0,-80201000.0,122303000.0,-65921000.0,-63182000.0,56382000,539000.0,56921000,-38571000.0,18350000,2184000.0,19386000,19386000,229999000.0,571402000.0,1001136000.0,2478111000.0,2818933000.0,5297044000.0,6298180000,537991000.0,91853000.0,844578000.0,3757853000.0,4325525000.0,5170103000,956707000.0,1128077000.0,6298180000,18350000.0,82111000.0,13353000.0,-8079000.0,106605000.0,-100571000.0,74000.0,-100508000.0,-51662000.0,31139000.0,5005000.0,-14088000.0,-13416000,2013-03-28,32.865066528320305,33.567466735839844,32.72643280029297,33.5582275390625,19.498035430908203,1507551.0
2013-06-30,754396000.0,-321056000.0,433340000.0,-303459000.0,-224531000.0,-78928000.0,129881000.0,-78264000.0,-62989000.0,51617000,1663000.0,53280000,-25940000.0,27340000,-98000.0,26366000,26366000,258866000.0,581481000.0,1045982000.0,2452309000.0,2836528000.0,5288837000.0,6334819000,537760000.0,324682000.0,1072925000.0,3614018000.0,4168355000.0,5241280000,975006000.0,1093539000.0,6334819000,27142000.0,80792000.0,58496000.0,-59217000.0,107296000.0,-63031000.0,-52866000.0,-115905000.0,-51647000.0,81634000.0,9892000.0,41006000.0,28867000,2013-06-28,24.648799896240234,24.75046157836914,24.463956832885746,24.593345642089844,14.430572509765625,1857037.0
2013-09-30,755314000.0,-310665000.0,444649000.0,-304864000.0,-225205000.0,-79659000.0,139785000.0,-110438000.0,-64485000.0,29347000,173000.0,29520000,-24190000.0,5330000,-571000.0,3849000,3849000,172031000.0,614649000.0,942478000.0,2505982000.0,2932319000.0,5438301000.0,6380779000,567582000.0,51533000.0,828500000.0,3973799000.0,4480113000.0,5308613000,984355000.0,1072166000.0,6380779000,5330000.0,81168000.0,97200000.0,-63017000.0,120681000.0,-55441000.0,-69889000.0,-130249000.0,-51718000.0,-17755000.0,-171000.0,-76723000.0,-86835000,2013-09-30,25.43438148498535,25.443622589111328,24.926063537597656,24.97227478027344,14.792176246643065,1645289.0
2013-12-31,767882000.0,-336081000.0,431801000.0,-334093000.0,-250844000.0,-83249000.0,97708000.0,-74753000.0,-63518000.0,22955000,-1388000.0,21567000,26574000.0,48141000,-684000.0,46861000,46861000,120526000.0,616797000.0,933607000.0,2578260000.0,3141138000.0,5719398000.0,6653005000,677794000.0,52583000.0,969101000.0,4119139000.0,4632170000.0,5601271000,982078000.0,1051734000.0,6653005000,48339000.0,85224000.0,-132578000.0,171979000.0,172964000.0,-77211000.0,-194419000.0,-291025000.0,-51771000.0,137233000.0,2938000.0,68369000.0,-51505000,2013-12-31,28.28096008300781,28.382625579833984,27.84658050537109,28.049907684326172,16.765583038330078,838658.0
2014-03-31,770126000.0,-335145000.0,434981000.0,-301213000.0,-214780000.0,-86433000.0,133768000.0,-67629000.0,-62312000.0,66139000,6316000.0,72455000,-29734000.0,42721000,-612000.0,41667000,41667000,169906000.0,626116000.0,987629000.0,2561786000.0,3157202000.0,5718988000.0,6706617000,585334000.0,55084000.0,867850000.0,4288605000.0,4787596000.0,5655446000,986504000.0,1051171000.0,6706617000,42721000.0,88339000.0,-22790000.0,-52629000.0,55641000.0,-98122000.0,-30781000.0,-128903000.0,-52735000.0,174081000.0,2417000.0,120839000.0,49380000,2014-03-31,25.018484115600586,25.48983383178711,24.98151588439941,25.4805908203125,15.378926277160645,1871427.0
2014-06-30,786892000.0,-336961000.0,449931000.0,-302748000.0,-213807000.0,-88941000.0,147183000.0,-57363000.0,-62201000.0,89820000,107000.0,89927000,182775000.0,272702000,-326000.0,271637000,271637000,145343000.0,636978000.0,962868000.0,2606903000.0,3165353000.0,5772256000.0,6735124000,606788000.0,56604000.0,901708000.0,4297942000.0,4536266000.0,5437974000,1014122000.0,1297150000.0,6735124000,272702000.0,90736000.0,-221856000.0,-1622000.0,139960000.0,-90225000.0,-15585000.0,-105810000.0,-52126000.0,-24633000.0,15401000.0,-61012000.0,-24563000,2014-06-30,32.48613739013672,32.865066528320305,32.079483032226555,32.76340103149414,19.95265388488769,4457732.0
2014-09-30,782697000.0,-335506000.0,447191000.0,-305531000.0,-216337000.0,-89194000.0,141660000.0,-85728000.0,-63220000.0,55932000,-184000.0,55748000,-54890000.0,858000,0.0,66000,66000,183988000.0,618996000.0,976386000.0,2560704000.0,3099249000.0,5659953000.0,6636339000,1304881000.0,60799000.0,1598308000.0,4331686000.0,4570369000.0,6168677000,1019365000.0,467662000.0,6636339000,858000.0,91028000.0,38438000.0,-24073000.0,106251000.0,-96579000.0,0.0,-96579000.0,-52157000.0,81878000.0,19538000.0,35006000.0,38645000,2014-09-30,32.59999847412109,33.189998626708984,32.290000915527344,32.650001525878906,20.577312469482425,7719800.0
2014-12-31,777978000.0,-337024000.0,440954000.0,-313223000.0,-224648000.0,-88575000.0,127731000.0,-115184000.0,-72984000.0,12547000,1003000.0,13550000,-876000.0,12674000,729000.0,12749000,12749000,125933000.0,604265000.0,917719000.0,2550727000.0,3054819000.0,5605546000.0,6523265000,607499000.0,52095000.0,856736000.0,4564359000.0,4796574000.0,5653310000,1590939000.0,869955000.0,6523265000,12674000.0,91049000.0,22101000.0,45272000.0,171096000.0,-47586000.0,-81727000.0,-148686000.0,-385280000.0,305215000.0,6934000.0,-74976000.0,-58055000,2014-12-31,39.72000122070313,39.72000122070313,38.63000106811523,38.65999984741211,24.83299446105957,828000.0
2015-06-30,759734000.0,-326283000.0,433451000.0,-303434000.0,-215885000.0,-87549000.0,130017000.0,-68091000.0,-66087000.0,61926000,-515000.0,61411000,-7404000.0,54007000,0.0,53330000,53330000,117098000.0,596252000.0,874727000.0,2493013000.0,3054837000.0,5547850000.0,6422577000,496049000.0,70235000.0,752135000.0,4718915000.0,4948217000.0,5700352000,1605386000.0,722225000.0,6422577000,54007000.0,89817000.0,-7383000.0,37785000.0,174226000.0,-74838000.0,-15283000.0,-74432000.0,-100690000.0,-8152000.0,5090000.0,-104332000.0,-2507000,2015-06-30,31.399999618530273,31.6299991607666,30.95000076293945,31.0,20.473249435424805,2101100.0
2015-09-30,746529000.0,-317663000.0,428866000.0,-302185000.0,-215693000.0,-86492000.0,126681000.0,-100381000.0,-65135000.0,26300000,991000.0,27291000,-3774000.0,23517000,0.0,23110000,23110000,492899000.0,573889000.0,1228298000.0,2428725000.0,3012799000.0,5441524000.0,6669822000,474854000.0,253726000.0,910777000.0,4920568000.0,5139268000.0,6050045000,1615566000.0,619777000.0,6669822000,23517000.0,88575000.0,47655000.0,-19390000.0,140357000.0,-66691000.0,-6261000.0,-79215000.0,-100483000.0,427876000.0,4534000.0,321009000.0,375801000,2015-09-30,30.690000534057607,31.06999969482422,30.489999771118164,31.020000457763672,20.83418083190918,1286100.0
2015-12-31,752427000.0,-324425000.0,428002000.0,-302440000.0,-216968000.0,-85472000.0,125562000.0,-106742000.0,-67751000.0,18820000,-2293000.0,16527000,-10587000.0,5940000,0.0,5705000,5705000,128381000.0,564401000.0,857912000.0,2497158000.0,2995517000.0,5492675000.0,6350587000,570651000.0,88068000.0,841831000.0,4757610000.0,4980149000.0,5821980000,1625976000.0,528607000.0,6350587000,5940000.0,88278000.0,53820000.0,73627000.0,221665000.0,-99831000.0,-85583000.0,-226819000.0,-102796000.0,-288758000.0,-6839000.0,-394051000.0,-398378000,2015-12-31,27.53000068664551,27.56999969482422,26.989999771118164,27.01000022888184,18.455984115600586,744400.0
2016-03-31,750690000.0,-326105000.0,424585000.0,-294970000.0,-207766000.0,-87204000.0,129615000.0,-55125000.0,-67062000.0,74490000,451000.0,74941000,-11900000.0,63041000,0.0,62774000,62774000,117945000.0,574717000.0,831896000.0,2539304000.0,3051109000.0,5590413000.0,6422309000,477428000.0,89974000.0,748493000.0,4931296000.0,5152672000.0,5901165000,1631090000.0,521144000.0,6422309000,63041000.0,89953000.0,-8112000.0,-63764000.0,81118000.0,-86815000.0,-19340000.0,-107281000.0,-104931000.0,125630000.0,-1975000.0,19261000.0,-10436000,2016-03-31,33.580001831054695,34.150001525878906,33.5,33.90999984741211,23.551647186279297,1221100.0
2016-06-30,883748000.0,-395649000.0,488099000.0,-392099000.0,-277077000.0,-115022000.0,96000000.0,-100507000.0,-74866000.0,-4507000,626000.0,-3881000,-10839000.0,-14720000,1587000.0,-13968000,-13968000,236989000.0,710526000.0,1289370000.0,3196248000.0,5255436000.0,8451684000.0,9741054000,635655000.0,112509000.0,982029000.0,6103058000.0,6512995000.0,7495024000,3495288000.0,2246030000.0,9741054000,-14720000.0,117925000.0,33807000.0,-12525000.0,125632000.0,-86803000.0,-203263000.0,-295272000.0,-127665000.0,412811000.0,20616000.0,293678000.0,119044000,2016-06-30,39.54999923706055,39.84000015258789,39.34000015258789,39.83000183105469,28.03427505493164,1802300.0
2016-09-30,942822000.0,-429808000.0,513014000.0,-377614000.0,-252944000.0,-124670000.0,135400000.0,-106602000.0,-83300000.0,28798000,379000.0,29177000,-23418000.0,5759000,2041000.0,7080000,7080000,458128000.0,700238000.0,1467341000.0,3166528000.0,5271047000.0,8437575000.0,9904916000,681384000.0,121203000.0,1024027000.0,6338024000.0,6730635000.0,7754662000,3509547000.0,2150254000.0,9904916000,5759000.0,128259000.0,19778000.0,59551000.0,215842000.0,-94970000.0,182000.0,-104567000.0,-127866000.0,254006000.0,7733000.0,128398000.0,221139000,2016-09-30,37.88000106811523,38.0099983215332,37.52000045776367,37.52999877929688,26.742788314819336,1322200.0
2016-12-31,934193000.0,-416215000.0,517978000.0,-375975000.0,-250545000.0,-125430000.0,142003000.0,-92728000.0,-85434000.0,49275000,-688000.0,48587000,1213000.0,49800000,-275000.0,48938000,48938000,236484000.0,691249000.0,1112107000.0,3083326000.0,5291367000.0,8374693000.0,9486800000,672454000.0,172975000.0,1046557000.0,6078206000.0,6448875000.0,7495432000,3492431000.0,1991368000.0,9486800000,49800000.0,129340000.0,-12801000.0,-44075000.0,121303000.0,-83599000.0,-38890000.0,-28871000.0,-145409000.0,-174056000.0,5548000.0,-315964000.0,-221644000,2016-12-30,32.450000762939446,32.790000915527344,32.279998779296875,32.47999954223633,23.52326583862305,1995600.0
2017-03-31,938876000.0,-426707000.0,512169000.0,-364873000.0,-240166000.0,-124707000.0,147296000.0,-79691000.0,-86055000.0,67605000,459000.0,68064000,-9220000.0,58844000,-337000.0,58125000,58125000,295628000.0,721030000.0,1198637000.0,3111740000.0,5361757000.0,8473497000.0,9672134000,773541000.0,421227000.0,1418469000.0,5922748000.0,6282583000.0,7701052000,3494577000.0,1971082000.0,9672134000,58844000.0,128614000.0,1076000.0,-66360000.0,121837000.0,-90268000.0,-9764000.0,-104303000.0,-2060000.0,32435000.0,-4308000.0,36662000.0,59144000,2017-03-31,35.31999969482422,35.84000015258789,35.25,35.66999816894531,26.255332946777344,1095000.0
2017-06-30,949806000.0,-414284000.0,535522000.0,-365544000.0,-237445000.0,-128099000.0,169978000.0,-70600000.0,-89966000.0,99378000,1779000.0,101157000,-18009000.0,83148000,-2026000.0,78630000,78630000,291019000.0,730366000.0,1205876000.0,3175439000.0,5433378000.0,8608817000.0,9814693000,826204000.0,423269000.0,1474606000.0,6028985000.0,6414706000.0,7889312000,3507663000.0,1925381000.0,9814693000,83148000.0,132067000.0,-7213000.0,-8136000.0,197840000.0,-87429000.0,-26036000.0,-116667000.0,-145333000.0,42957000.0,5118000.0,-98246000.0,-4609000,2017-06-30,34.209999084472656,34.509998321533196,33.919998168945305,34.360000610351555,25.70324516296387,1007500.0
2017-09-30,965661000.0,-418327000.0,547334000.0,-370870000.0,-242357000.0,-128513000.0,176464000.0,-148468000.0,-88989000.0,27996000,-346000.0,27650000,-2268000.0,25382000,-1058000.0,24345000,24345000,337886000.0,784884000.0,1328224000.0,3344475000.0,5587307000.0,8931782000.0,10260006000,833946000.0,180390000.0,1232369000.0,6700094000.0,7091567000.0,8323936000,3603869000.0,1936070000.0,10260006000,25382000.0,132542000.0,51916000.0,-9590000.0,199192000.0,-100668000.0,-155905000.0,-262431000.0,-145587000.0,255509000.0,5805000.0,103064000.0,46867000,2017-09-29,38.72999954223633,39.099998474121094,38.599998474121094,38.900001525878906,29.50812149047852,1091300.0
2017-12-31,991235000.0,-426000000.0,565235000.0,-406054000.0,-264997000.0,-141057000.0,159181000.0,-134245000.0,-88565000.0,24936000,-4137000.0,20799000,3550000.0,24349000,-2870000.0,22721000,22721000,925699000.0,835742000.0,1950315000.0,3417679000.0,5604408000.0,9022087000.0,10972402000,942283000.0,146300000.0,1330173000.0,6896971000.0,7251969000.0,8582142000,4167393000.0,2390260000.0,10972402000,24349000.0,144115000.0,51370000.0,-17865000.0,202099000.0,-110555000.0,1236000.0,-116047000.0,-147019000.0,66551000.0,6480000.0,498945000.0,587813000,2017-12-29,38.02999877929688,38.13000106811523,37.70000076293945,37.72999954223633,29.066370010375977,1084900.0
2018-03-31,1042458000.0,-448721000.0,593737000.0,-430308000.0,-269730000.0,-160578000.0,163429000.0,-117777000.0,-97626000.0,45652000,1130000.0,46782000,-1168000.0,45614000,-462000.0,44684000,44684000,442491000.0,859106000.0,1524873000.0,4365471000.0,6107805000.0,10473276000.0,11998149000,825939000.0,137198000.0,1231062000.0,8020873000.0,8412935000.0,9643997000,4253616000.0,2354152000.0,11998149000,45614000.0,164131000.0,33061000.0,-151238000.0,91568000.0,-127594000.0,-1428974000.0,-1562012000.0,-169006000.0,1094551000.0,-5950000.0,985252000.0,-483208000,2018-03-29,32.799999237060554,33.09000015258789,32.700000762939446,32.860000610351555,25.77077865600586,1901700.0
2018-06-30,1060823000.0,-451464000.0,609359000.0,-406546000.0,-250326000.0,-156220000.0,202813000.0,-83051000.0,-102107000.0,119762000,546000.0,120308000,-26405000.0,93903000,-360000.0,93401000,93401000,188192000.0,867041000.0,1244334000.0,4406487000.0,6161713000.0,10568200000.0,11812534000,893104000.0,123818000.0,1273103000.0,7961761000.0,8386644000.0,9659747000,4259755000.0,2152787000.0,11812534000,93903000.0,160247000.0,-9344000.0,57432000.0,301761000.0,-113183000.0,-237895000.0,-359484000.0,-168046000.0,-18215000.0,3691000.0,-186499000.0,-254299000,2018-06-29,34.630001068115234,35.36999893188477,34.200000762939446,35.009998321533196,27.93105506896973,2026200.0
2018-09-30,1060991000.0,-448018000.0,612973000.0,-416267000.0,-258470000.0,-157797000.0,196706000.0,-104166000.0,-103841000.0,92540000,388000.0,92928000,-14300000.0,78628000,-11605000.0,67148000,67148000,197676000.0,847452000.0,1215975000.0,4424693000.0,6165301000.0,10589994000.0,11805969000,888083000.0,121695000.0,1247352000.0,8109179000.0,8524996000.0,9772348000,4264049000.0,2033621000.0,11805969000,78628000.0,161754000.0,7947000.0,-16597000.0,231214000.0,-127292000.0,-43123000.0,-181297000.0,-168351000.0,143226000.0,-541000.0,-29194000.0,9484000,2018-09-28,34.0,34.529998779296875,33.880001068115234,34.52000045776367,27.993074417114247,1713400.0
2018-12-31,1061489000.0,-445751000.0,615738000.0,-393376000.0,-228457000.0,-164919000.0,222362000.0,-92962000.0,-106074000.0,129400000,20893000.0,150293000,-880000.0,149413000,0.0,148700000,148700000,165485000.0,846889000.0,1208114000.0,4489557000.0,6154576000.0,10644133000.0,11852247000,1071449000.0,126406000.0,1462678000.0,8016417000.0,8433448000.0,9896126000,4266211000.0,1956121000.0,11852247000,149413000.0,-33392000.0,123465000.0,71520000.0,311006000.0,-69411000.0,-48565000.0,-119085000.0,-168232000.0,-60087000.0,2800000.0,-218881000.0,-32191000,2018-12-31,32.389999389648445,32.52000045776367,31.8700008392334,32.40999984741211,26.749670028686523,1380900.0
2019-03-31,1053863000.0,-461544000.0,592319000.0,-433042000.0,-270559000.0,-162483000.0,159277000.0,-117646000.0,-102436000.0,41631000,-602000.0,41029000,-10553000.0,30476000,-24000.0,29561000,29561000,161475000.0,837521000.0,1209850000.0,4525583000.0,7953930000.0,12479513000.0,13689363000,1123677000.0,125142000.0,1515133000.0,8365737000.0,10340394000.0,11855527000,4267846000.0,1833836000.0,13689363000,30476000.0,166591000.0,25896000.0,-105896000.0,117067000.0,-208594000.0,-39423000.0,-311217000.0,-178023000.0,372220000.0,-5963000.0,187736000.0,-4010000,2019-03-29,35.7400016784668,35.83000183105469,35.34000015258789,35.459999084472656,29.78293609619141,2099600.0
2019-06-30,1066907000.0,-465102000.0,601805000.0,-417095000.0,-252764000.0,-164331000.0,184710000.0,-90122000.0,-105314000.0,94588000,8405000.0,102993000,-10646000.0,92347000,128000.0,92441000,92441000,161996000.0,852330000.0,1215103000.0,4558559000.0,7947320000.0,12505879000.0,13720982000,1224481000.0,123527000.0,1616787000.0,8390183000.0,10372101000.0,11988888000,4284454000.0,1732094000.0,13720982000,92347000.0,168431000.0,-10253000.0,62139000.0,312664000.0,-145080000.0,-5228000.0,-158456000.0,-175334000.0,22965000.0,4236000.0,-148634000.0,521000,2019-06-28,30.959999084472656,31.29999923706055,30.85000038146973,31.29999923706055,26.79936790466309,4108300.0
2019-12-31,1079590000.0,-457297000.0,622293000.0,-405016000.0,-231190000.0,-173826000.0,217277000.0,-152166000.0,-104871000.0,65111000,-11203000.0,53908000,-16804000.0,37104000,0.0,37700000,37700000,193555000.0,850701000.0,1236339000.0,4623037000.0,7957440000.0,12580477000.0,13816816000,1286460000.0,389013000.0,1949509000.0,8275566000.0,10335398000.0,12284907000,4301439000.0,1531909000.0,13816816000,37104000.0,-40338000.0,234535000.0,87209000.0,318510000.0,-78489000.0,-1738000.0,-95250000.0,-175618000.0,-40113000.0,2059000.0,-218858000.0,6777000,2019-12-31,31.649999618530273,31.88999938964844,31.59000015258789,31.8700008392334,28.320268630981445,2271300.0
