Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2012-05-31,22324000000.0,-19543000000.0,2781000000.0,-2158000000.0,-2152000000.0,623000000.0,-1000000.0,-19000000.0,622000000,622000000,-217000000.0,405000000,386000000,386000000,5976000000.0,1018000000.0,7044000000.0,14591000000.0,12596000000.0,649000000.0,13245000000.0,27836000000,9445000000.0,0.0,12366000000.0,1373000000.0,2287000000.0,14653000000,4655000000.0,7611000000.0,13183000000.0,27836000000,405000000.0,202000000.0,47000000.0,429000000.0,-107000000.0,469000000.0,67000000.0,1083000000.0,-268000000.0,-65000000.0,-104000000.0,-902000000.0,-108000000.0,-619000000.0,402000000,2012-05-31,85.58999633789062,87.05000305175781,85.58000183105469,86.38999938964844,66.45075988769531,3564700.0
2013-02-28,24871000000.0,-21766000000.0,3105000000.0,-2367000000.0,-2361000000.0,738000000.0,1000000.0,-25000000.0,739000000,739000000,-185000000.0,554000000,547000000,547000000,5651000000.0,1300000000.0,7582000000.0,15110000000.0,13386000000.0,593000000.0,13979000000.0,29089000000,9933000000.0,64000000.0,13045000000.0,4806000000.0,5761000000.0,18806000000,4523000000.0,5478000000.0,10283000000.0,29089000000,554000000.0,217000000.0,70000000.0,-418000000.0,533000000.0,-1046000000.0,95000000.0,423000000.0,-455000000.0,0.0,-3169000000.0,3557000000.0,25000000.0,114000000.0,516000000,2013-02-28,101.06999969482422,102.37000274658205,100.79000091552734,101.29000091552734,84.12867736816406,2213200.0
2014-08-31,35523000000.0,-31037000000.0,4486000000.0,-3395000000.0,-3380000000.0,1091000000.0,-5000000.0,-35000000.0,1086000000,1086000000,-381000000.0,705000000,697000000,697000000,7315000000.0,1148000000.0,8456000000.0,17588000000.0,14830000000.0,606000000.0,15436000000.0,33024000000,10722000000.0,0.0,14412000000.0,5093000000.0,6097000000.0,20509000000,4921000000.0,7458000000.0,12515000000.0,33024000000,705000000.0,321000000.0,9000000.0,-193000000.0,21000000.0,-74000000.0,-140000000.0,842000000.0,-567000000.0,-606000000.0,-311000000.0,38000000.0,-185000000.0,-244000000.0,2000000,2014-08-29,121.68000030517578,121.68000030517578,120.58000183105469,121.08000183105469,102.25955963134766,1047300.0
2015-02-28,27454000000.0,-23897000000.0,3557000000.0,-2680000000.0,-2671000000.0,877000000.0,-7000000.0,-27000000.0,870000000,870000000,-263000000.0,607000000,598000000,598000000,7453000000.0,1287000000.0,8558000000.0,18058000000.0,14872000000.0,670000000.0,15542000000.0,33600000000,11126000000.0,1200000000.0,18249000000.0,3830000000.0,4926000000.0,23175000000,5066000000.0,5937000000.0,10425000000.0,33600000000,607000000.0,260000000.0,81000000.0,-48000000.0,933000000.0,-1208000000.0,227000000.0,900000000.0,-612000000.0,-527000000.0,-156000000.0,9000000.0,-84000000.0,-265000000.0,-103000000,2015-02-27,147.55999755859375,147.55999755859375,145.8300018310547,146.9600067138672,128.87049865722656,3036200.0
2015-05-31,26101000000.0,-22687000000.0,3414000000.0,-2593000000.0,-2579000000.0,821000000.0,-22000000.0,-31000000.0,799000000,799000000,-280000000.0,519000000,516000000,516000000,6805000000.0,1195000000.0,8869000000.0,17634000000.0,15083000000.0,774000000.0,15857000000.0,33491000000,11521000000.0,1200000000.0,16736000000.0,4826000000.0,5941000000.0,22677000000,5149000000.0,6164000000.0,10814000000.0,33491000000,519000000.0,262000000.0,40000000.0,408000000.0,-285000000.0,549000000.0,144000000.0,1229000000.0,-421000000.0,-595000000.0,-2358000000.0,1036000000.0,-123000000.0,-1470000000.0,-803000000,2015-05-29,143.77999877929688,143.9499969482422,141.77000427246094,142.58999633789062,125.38046264648438,3027100.0
2015-08-31,35778000000.0,-31096000000.0,4682000000.0,-3526000000.0,-3499000000.0,1156000000.0,0.0,-40000000.0,1156000000,1156000000,-378000000.0,778000000,767000000,767000000,6419000000.0,1224000000.0,8908000000.0,16779000000.0,15401000000.0,837000000.0,16238000000.0,33017000000,11479000000.0,1283000000.0,16539000000.0,4852000000.0,5635000000.0,22174000000,5220000000.0,6518000000.0,10843000000.0,33017000000,778000000.0,351000000.0,15000000.0,-116000000.0,-210000000.0,94000000.0,0.0,1028000000.0,-805000000.0,-705000000.0,-351000000.0,43000000.0,-256000000.0,-481000000.0,-262000000,2015-08-31,139.25,140.22999572753906,138.50999450683594,140.05000305175778,123.48560333251952,3005700.0
2016-02-29,28170000000.0,-24469000000.0,3701000000.0,-2845000000.0,-2835000000.0,856000000.0,-15000000.0,-31000000.0,841000000,841000000,-286000000.0,555000000,546000000,546000000,4855000000.0,1453000000.0,8908000000.0,15529000000.0,16065000000.0,794000000.0,16859000000.0,32388000000,10841000000.0,89000000.0,15433000000.0,4886000000.0,5721000000.0,21154000000,5343000000.0,7001000000.0,11234000000.0,32388000000,555000000.0,285000000.0,102000000.0,-151000000.0,1375000000.0,-1917000000.0,391000000.0,791000000.0,-624000000.0,-620000000.0,-176000000.0,-1184000000.0,-71000000.0,-1563000000.0,-1421000000,2016-02-29,149.99000549316406,152.3000030517578,149.69000244140625,150.02999877929688,132.98672485351562,3115800.0
2016-05-31,26769000000.0,-23162000000.0,3607000000.0,-2749000000.0,-2731000000.0,858000000.0,-23000000.0,-30000000.0,835000000,835000000,-286000000.0,549000000,545000000,545000000,4729000000.0,1252000000.0,8969000000.0,15218000000.0,17043000000.0,902000000.0,17945000000.0,33163000000,10241000000.0,1100000000.0,15575000000.0,4061000000.0,5256000000.0,20831000000,5492000000.0,7686000000.0,12332000000.0,33163000000,549000000.0,291000000.0,268000000.0,751000000.0,106000000.0,434000000.0,211000000.0,1859000000.0,-461000000.0,-368000000.0,-176000000.0,-5000000.0,-137000000.0,-301000000.0,1251000000,2016-05-31,149.57000732421875,149.8800048828125,147.6300048828125,148.77000427246094,132.25990295410156,3738900.0
2016-08-31,36560000000.0,-31649000000.0,4911000000.0,-3720000000.0,-3696000000.0,1191000000.0,-10000000.0,-39000000.0,1181000000,1181000000,-396000000.0,785000000,779000000,779000000,4729000000.0,1252000000.0,8969000000.0,15218000000.0,17043000000.0,902000000.0,17945000000.0,33163000000,10241000000.0,1100000000.0,15575000000.0,4061000000.0,5256000000.0,20831000000,5492000000.0,7686000000.0,12332000000.0,33163000000,785000000.0,408000000.0,200000000.0,-1562000000.0,-33000000.0,-1484000000.0,-45000000.0,-169000000.0,-849000000.0,-1025000000.0,-394000000.0,3000000.0,-136000000.0,-331000000.0,-1505000000,2016-08-31,161.8699951171875,162.57000732421875,161.14999389648438,162.08999633789062,144.48898315429688,1933200.0
2016-11-30,28099000000.0,-24288000000.0,3811000000.0,-2962000000.0,-2940000000.0,849000000.0,-3000000.0,-29000000.0,846000000,846000000,-291000000.0,555000000,545000000,545000000,6116000000.0,1498000000.0,10721000000.0,18570000000.0,17156000000.0,806000000.0,17962000000.0,36532000000,13537000000.0,1159000000.0,19161000000.0,3933000000.0,5140000000.0,24301000000,5530000000.0,7882000000.0,12231000000.0,36532000000,555000000.0,297000000.0,170000000.0,1771000000.0,-1983000000.0,3707000000.0,47000000.0,2793000000.0,-667000000.0,-655000000.0,-198000000.0,0.0,-122000000.0,-660000000.0,1426000000,2016-11-30,151.1300048828125,151.5399932861328,150.07000732421875,150.11000061035156,134.22174072265622,2750500.0
2017-02-28,29766000000.0,-25927000000.0,3839000000.0,-2995000000.0,-2980000000.0,844000000.0,-35000000.0,-31000000.0,809000000,809000000,-288000000.0,521000000,515000000,515000000,5965000000.0,1597000000.0,9530000000.0,17460000000.0,17342000000.0,828000000.0,18170000000.0,35630000000,11544000000.0,2257000000.0,18860000000.0,2815000000.0,4058000000.0,22918000000,5633000000.0,8140000000.0,12712000000.0,35630000000,521000000.0,312000000.0,148000000.0,-488000000.0,1248000000.0,-2128000000.0,392000000.0,493000000.0,-516000000.0,-397000000.0,0.0,0.0,-68000000.0,-165000000.0,-61000000,2017-02-28,176.9499969482422,177.8699951171875,175.47999572753906,177.17999267578125,158.85324096679688,2992100.0
2017-05-31,28860000000.0,-24970000000.0,3890000000.0,-2922000000.0,-2907000000.0,968000000.0,-3000000.0,-21000000.0,965000000,965000000,-259000000.0,706000000,700000000,700000000,5725000000.0,1462000000.0,9736000000.0,17256000000.0,17535000000.0,840000000.0,18375000000.0,35631000000,11939000000.0,1158000000.0,21394000000.0,2821000000.0,4052000000.0,25446000000,5711000000.0,5508000000.0,10185000000.0,35631000000,706000000.0,320000000.0,67000000.0,513000000.0,-217000000.0,655000000.0,75000000.0,1606000000.0,-540000000.0,-498000000.0,-198000000.0,-1100000000.0,-46000000.0,-1316000000.0,-206000000,2017-05-31,179.24000549316406,180.47000122070312,178.77999877929688,180.42999267578125,168.79373168945312,2456200.0
2019-02-28,35396000000.0,-30720000000.0,4676000000.0,-3473000000.0,-3464000000.0,1203000000.0,12000000.0,-34000000.0,1215000000,1215000000,-314000000.0,901000000,889000000,889000000,7122000000.0,1995000000.0,11356000000.0,21648000000.0,20145000000.0,1006000000.0,21151000000.0,42799000000,13884000000.0,1698000000.0,22450000000.0,4794000000.0,6166000000.0,28616000000,6222000000.0,8916000000.0,14183000000.0,42799000000,901000000.0,352000000.0,133000000.0,-1605000000.0,875000000.0,-2506000000.0,26000000.0,-219000000.0,-587000000.0,-434000000.0,0.0,0.0,-117000000.0,-49000000.0,-698000000,2019-02-28,218.4900054931641,219.69000244140625,217.5200042724609,218.7400054931641,208.6187896728516,2055600.0
2019-05-31,34740000000.0,-30233000000.0,4507000000.0,-3385000000.0,-3371000000.0,1122000000.0,1000000.0,-35000000.0,1123000000,1123000000,-207000000.0,916000000,906000000,906000000,8167000000.0,1704000000.0,11304000000.0,22285000000.0,20475000000.0,992000000.0,21467000000.0,43752000000,14219000000.0,1699000000.0,22832000000.0,4799000000.0,6100000000.0,28932000000,6311000000.0,9496000000.0,14820000000.0,43752000000,916000000.0,336000000.0,91000000.0,762000000.0,40000000.0,684000000.0,38000000.0,2105000000.0,-672000000.0,-774000000.0,-251000000.0,0.0,-46000000.0,-397000000.0,933000000,2019-05-31,238.97999572753903,240.66000366210938,233.0500030517578,239.5800018310547,229.1115875244141,4058100.0
2019-08-31,47498000000.0,-41310000000.0,6188000000.0,-4725000000.0,-4684000000.0,1463000000.0,29000000.0,-45000000.0,1492000000,1492000000,-382000000.0,1110000000,1097000000,1097000000,9444000000.0,1535000000.0,11395000000.0,23485000000.0,20890000000.0,1025000000.0,21915000000.0,45400000000,14855000000.0,1699000000.0,23237000000.0,5124000000.0,6579000000.0,29816000000,6421000000.0,10258000000.0,15584000000.0,45400000000,1110000000.0,473000000.0,292000000.0,418000000.0,-127000000.0,322000000.0,223000000.0,2293000000.0,-1009000000.0,-920000000.0,-286000000.0,508000000.0,-52000000.0,-1000000.0,1371000000,2019-08-30,298.0,298.2799987792969,292.8299865722656,294.760009765625,282.5040283203125,1801000.0
2019-11-30,37040000000.0,-32233000000.0,4807000000.0,-3746000000.0,-3732000000.0,1061000000.0,-3000000.0,-38000000.0,1058000000,1058000000,-202000000.0,856000000,844000000,844000000,10020000000.0,1711000000.0,13818000000.0,26643000000.0,21237000000.0,3551000000.0,24788000000.0,51431000000,17599000000.0,1700000000.0,26265000000.0,5107000000.0,8942000000.0,35207000000,6395000000.0,10787000000.0,16224000000.0,51431000000,856000000.0,369000000.0,361000000.0,516000000.0,-2384000000.0,2664000000.0,236000000.0,2102000000.0,-715000000.0,-630000000.0,-573000000.0,122000000.0,-30000000.0,-836000000.0,643000000,2019-11-29,300.82000732421875,300.8900146484375,299.6600036621094,299.80999755859375,287.9682922363281,981600.0
2020-02-29,39072000000.0,-34056000000.0,5016000000.0,-3750000000.0,-3743000000.0,1266000000.0,11000000.0,-34000000.0,1277000000,1277000000,-330000000.0,947000000,931000000,931000000,8715000000.0,1988000000.0,11850000000.0,23703000000.0,21481000000.0,3598000000.0,25079000000.0,48782000000,14487000000.0,500000000.0,22695000000.0,5099000000.0,9088000000.0,31783000000,6510000000.0,11384000000.0,16999000000.0,48782000000,947000000.0,389000000.0,150000000.0,-867000000.0,1990000000.0,-3201000000.0,344000000.0,619000000.0,-545000000.0,-470000000.0,0.0,-1322000000.0,-47000000.0,-1392000000.0,-1241000000,2020-02-28,285.25,287.3299865722656,271.27999877929693,281.1400146484375,270.60507202148443,7091800.0
2020-05-31,37266000000.0,-32249000000.0,5017000000.0,-3838000000.0,-3830000000.0,1179000000.0,-16000000.0,-37000000.0,1163000000,1163000000,-311000000.0,852000000,838000000,838000000,11774000000.0,1507000000.0,11010000000.0,25254000000.0,21527000000.0,4951000000.0,26478000000.0,51732000000,14059000000.0,1497000000.0,22779000000.0,7598000000.0,11750000000.0,34529000000,6597000000.0,11883000000.0,17203000000.0,51732000000,852000000.0,382000000.0,85000000.0,579000000.0,659000000.0,-34000000.0,-46000000.0,1898000000.0,-698000000.0,-1850000000.0,-287000000.0,3347000000.0,-34000000.0,2999000000.0,3040000000,2020-05-29,304.20001220703125,308.8800048828125,302.3500061035156,308.4700012207031,297.58929443359375,4971800.0
