Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,193416000.0,-65369000.0,128047000.0,-105039000.0,-11532000.0,-91582000.0,23008000.0,-26366000.0,-33360000.0,-3358000,0.0,-3358000,-15000.0,-3373000,36700000,35769000,30249000.0,83033000.0,136078000.0,5999183000.0,672461000.0,6671644000.0,6807722000,226715000.0,253918000.0,3523703000.0,3523703000.0,3777621000,4112272000.0,3030101000.0,6807722000,38002000.0,91932000.0,-40567000.0,-10762000.0,78605000.0,-42319000.0,-18665000.0,5291000.0,-59855000.0,-2039000.0,0.0,-64796000.0,19100000,2013-12-31,23.420000076293945,23.5,23.239999771118164,23.35000038146973,17.944881439208984,1361500.0
2014-03-31,198039000.0,-67496000.0,130543000.0,-103533000.0,-11994000.0,-89613000.0,27010000.0,-35034000.0,-32884000.0,-8024000,-500000.0,-8524000,3329000.0,19099000,18361000,17430000,15891000.0,84568000.0,123590000.0,6035192000.0,675241000.0,6710433000.0,6834023000,192469000.0,223200000.0,3628246000.0,3628246000.0,3851446000,4113139000.0,2982577000.0,6834023000,19012000.0,89613000.0,-16861000.0,-9243000.0,82521000.0,-109134000.0,-21476000.0,-136709000.0,-59883000.0,105567000.0,0.0,39830000.0,-14358000,2014-03-31,25.76000022888184,25.96999931335449,25.489999771118164,25.82999992370605,20.049358367919922,1371300.0
2014-06-30,203706000.0,-66083000.0,137623000.0,-104761000.0,-12530000.0,-90069000.0,32862000.0,-30693000.0,-31691000.0,2169000,0.0,2169000,2190000.0,31068000,30007000,29076000,26816000.0,44248000.0,94398000.0,5997529000.0,840478000.0,6838007000.0,6932405000,203825000.0,234627000.0,3747794000.0,3747794000.0,3982421000,4117081000.0,2949984000.0,6932405000,31086000.0,90069000.0,-22154000.0,4691000.0,103692000.0,-29150000.0,-99079000.0,-142865000.0,-66317000.0,120587000.0,0.0,50098000.0,10925000,2014-06-30,28.71999931335449,28.75,28.45000076293945,28.6299991607666,22.44851303100586,1711600.0
2014-09-30,206752000.0,-69381000.0,137371000.0,-104287000.0,-11554000.0,-90724000.0,33084000.0,-24965000.0,-33087000.0,8119000,0.0,8119000,2492000.0,41913000,40549000,39618000,14605000.0,18318000.0,56892000.0,6049258000.0,791938000.0,6841196000.0,6898088000,208254000.0,240964000.0,3628192000.0,3628192000.0,3869156000,4226445000.0,3028932000.0,6898088000,41992000.0,90723000.0,-26030000.0,-10920000.0,95765000.0,-147337000.0,-46605000.0,-21338000.0,-66335000.0,-118586000.0,99991000.0,-86638000.0,-12211000,2014-09-30,27.3700008392334,27.440000534057607,27.11000061035156,27.25,21.56326103210449,1405000.0
2014-12-31,209549000.0,-67781000.0,141768000.0,-107419000.0,-11722000.0,-93523000.0,34349000.0,-34910000.0,-32792000.0,-561000,-41000.0,-602000,7087000.0,67752000,65417000,64486000,15224000.0,14369000.0,51933000.0,5948487000.0,828308000.0,6776795000.0,6828728000,210935000.0,244999000.0,3565299000.0,3565299000.0,3810298000,4226298000.0,3018430000.0,6828728000,67752000.0,93524000.0,-54731000.0,8780000.0,115325000.0,-45365000.0,-55770000.0,2309000.0,-67289000.0,-44071000.0,-142000.0,-117015000.0,619000,2014-12-31,31.61000061035156,31.84000015258789,30.78000068664551,30.81999969482422,24.62136650085449,1238800.0
2015-03-31,219753000.0,-69166000.0,150587000.0,-104318000.0,-12152000.0,-90400000.0,46269000.0,30719000.0,-28800000.0,76988000,-996000.0,75992000,425000.0,76417000,73822000,72891000,6274000.0,15494000.0,45034000.0,5931548000.0,881929000.0,6813477000.0,6858511000,184294000.0,218918000.0,3516669000.0,3516669000.0,3735587000,4337008000.0,3122924000.0,6858511000,76417000.0,90400000.0,-52264000.0,-18535000.0,96018000.0,-20868000.0,-25463000.0,-49538000.0,-67623000.0,-90977000.0,108790000.0,-55430000.0,-8950000,2015-03-31,34.34000015258789,34.639999389648445,34.02000045776367,34.029998779296875,27.40774917602539,1956900.0
2015-06-30,215862000.0,-68183000.0,147679000.0,-107534000.0,-13721000.0,-92044000.0,40145000.0,-29864000.0,-29673000.0,10281000,-843000.0,9438000,1404000.0,89884000,86855000,85924000,2990000.0,15494000.0,41396000.0,5867330000.0,1031004000.0,6898334000.0,6939730000,193181000.0,226547000.0,3564403000.0,3564403000.0,3790950000,4345420000.0,3148780000.0,6939730000,89884000.0,92044000.0,-72200000.0,11257000.0,120985000.0,-28240000.0,-158615000.0,-114238000.0,-72798000.0,65609000.0,-51000.0,-10031000.0,-3284000,2015-06-30,32.509998321533196,32.630001068115234,32.009998321533196,32.029998779296875,26.017805099487305,2747700.0
2015-09-30,221418000.0,-70188000.0,151230000.0,-110488000.0,-15824000.0,-92025000.0,40742000.0,-27139000.0,-30232000.0,13603000,-541000.0,13062000,633000.0,13695000,13291000,12361000,1321000.0,15494000.0,40537000.0,5825473000.0,1056720000.0,6882193000.0,6922730000,188241000.0,222120000.0,3513234000.0,3513234000.0,3735354000,4452175000.0,3187376000.0,6922730000,13695000.0,92025000.0,1902000.0,-18823000.0,88799000.0,-33695000.0,-11529000.0,-64416000.0,-72829000.0,-50112000.0,101392000.0,-26052000.0,-1669000,2015-09-30,34.580001831054695,34.639999389648445,34.150001525878906,34.47999954223633,28.243144989013672,2706700.0
2015-12-31,237605000.0,-74500000.0,163105000.0,-128335000.0,-17993000.0,-106808000.0,34770000.0,-31711000.0,-33170000.0,3059000,45000.0,3104000,1424000.0,177163000,166415000,165485000,6742000.0,16694000.0,44234000.0,6543402000.0,1076208000.0,7619610000.0,7663844000,209672000.0,246002000.0,3570795000.0,3570795000.0,3816797000,4450434000.0,3847047000.0,7663844000,177163000.0,106808000.0,-143005000.0,11859000.0,152825000.0,-279415000.0,-22035000.0,-37269000.0,-73640000.0,-19608000.0,-120000.0,-110135000.0,5421000,2015-12-31,37.81999969482422,37.9900016784668,36.91999816894531,37.56999969482422,31.02082633972168,1635600.0
2016-03-31,234815000.0,-74202000.0,160613000.0,-122488000.0,-13844000.0,-106892000.0,38125000.0,-29994000.0,-31104000.0,8131000,0.0,8131000,403000.0,11604000,10393000,9464000,3668000.0,16694000.0,41392000.0,6485337000.0,1074839000.0,7560176000.0,7601568000,209375000.0,245370000.0,3411825000.0,3411825000.0,3657195000,4623617000.0,3944373000.0,7601568000,11604000.0,106892000.0,2496000.0,-8231000.0,112761000.0,-25581000.0,-13262000.0,-45226000.0,-73628000.0,-159230000.0,173300000.0,-70609000.0,-3074000,2016-03-31,38.209999084472656,38.599998474121094,38.06999969482422,38.52999877929688,32.05320358276367,1387400.0
2016-06-30,238786000.0,-75347000.0,163439000.0,-120150000.0,-10835000.0,-107423000.0,43289000.0,-29813000.0,-30678000.0,13476000,-1629000.0,11847000,402000.0,19564000,17946000,17017000,5167000.0,19694000.0,45385000.0,6470139000.0,1094558000.0,7564697000.0,7610082000,228135000.0,266051000.0,3465177000.0,3465177000.0,3731228000,4625610000.0,3878854000.0,7610082000,19564000.0,107423000.0,-100000.0,-13178000.0,113709000.0,-42707000.0,-7373000.0,-77229000.0,-79742000.0,52877000.0,-17000.0,-34981000.0,1499000,2016-06-30,36.400001525878906,36.93000030517578,36.099998474121094,36.91999816894531,30.95287132263184,1916900.0
2016-09-30,243252000.0,-76506000.0,166746000.0,-120790000.0,-11826000.0,-107328000.0,45956000.0,-16191000.0,-31954000.0,29765000,-205000.0,29560000,-94000.0,29466000,26956000,26027000,3301000.0,19694000.0,44228000.0,6480363000.0,1126578000.0,7606941000.0,7651169000,242725000.0,280025000.0,3544390000.0,3544390000.0,3824415000,4634211000.0,3826754000.0,7651169000,29466000.0,107328000.0,7721000.0,12137000.0,156652000.0,-18891000.0,-9197000.0,-149147000.0,-79507000.0,80411000.0,-45000.0,-9371000.0,-1866000,2016-09-30,36.709999084472656,36.84000015258789,35.970001220703125,35.9900016784668,30.413923263549805,1980200.0
2016-12-31,243008000.0,-75404000.0,167604000.0,-119620000.0,-13256000.0,-103995000.0,47984000.0,7131000.0,-29295000.0,55115000,1102000.0,56217000,3063000.0,259746000,237423000,236493000,2112000.0,19790000.0,41896000.0,6692128000.0,945560000.0,7637688000.0,7679584000,237416000.0,271654000.0,3401478000.0,3401478000.0,3673132000,4638086000.0,4006452000.0,7679584000,259746000.0,103995000.0,-178084000.0,-31850000.0,153807000.0,-172127000.0,-10330000.0,159325000.0,-79763000.0,-223069000.0,-27000.0,-314321000.0,-1189000,2016-12-30,35.7599983215332,36.5099983215332,35.61999893188477,36.47999954223633,31.098054885864247,1685400.0
2018-03-31,253305000.0,-80757000.0,172548000.0,-123595000.0,-11759000.0,-109827000.0,48953000.0,-28861000.0,-29943000.0,20092000,-940000.0,19152000,-227000.0,89225000,81756000,80801000,1083000.0,39469000.0,60322000.0,6795926000.0,852800000.0,7648726000.0,7709048000,231156000.0,266477000.0,3680673000.0,3680673000.0,3947150000,4641442000.0,3761898000.0,7709048000,89225000.0,109827000.0,-62696000.0,-4100000.0,132256000.0,-15198000.0,-19736000.0,-24586000.0,-83966000.0,9768000.0,-19988000.0,-108647000.0,-977000,2018-03-29,35.689998626708984,35.939998626708984,35.45000076293945,35.61999893188477,31.63593864440918,1498000.0
2018-06-30,259743000.0,-80416000.0,179327000.0,-123402000.0,-12373000.0,-108204000.0,55925000.0,-32502000.0,-31598000.0,23423000,-746000.0,22677000,-233000.0,22444000,20601000,19630000,1055000.0,40709000.0,71621000.0,6757548000.0,878189000.0,7635737000.0,7707358000,229648000.0,264167000.0,3752112000.0,3752112000.0,4016279000,4641824000.0,3691079000.0,7707358000,22444000.0,108204000.0,6817000.0,-14620000.0,122845000.0,-30915000.0,-21809000.0,-86669000.0,-87285000.0,71107000.0,0.0,-26117000.0,10059000,2018-06-29,37.400001525878906,37.810001373291016,37.150001525878906,37.540000915527344,33.64278793334961,2042500.0
2018-09-30,266144000.0,-85682000.0,180462000.0,-124773000.0,-11896000.0,-109563000.0,55689000.0,-34595000.0,-34401000.0,21094000,-678000.0,20416000,-158000.0,20258000,18610000,17639000,1084000.0,41009000.0,69089000.0,6701337000.0,908358000.0,7609695000.0,7678784000,235515000.0,267336000.0,3811180000.0,3811180000.0,4078516000,4622254000.0,3600268000.0,7678784000,20258000.0,109563000.0,6320000.0,15482000.0,151623000.0,-33231000.0,-43514000.0,-91851000.0,-87286000.0,60896000.0,0.0,-62604000.0,-2832000,2018-09-28,39.93000030517578,40.459999084472656,39.93000030517578,40.43000030517578,36.54545974731445,1806200.0
2018-12-31,267667000.0,-84600000.0,183067000.0,-122992000.0,-10955000.0,-108085000.0,60075000.0,-36530000.0,-38226000.0,23545000,136440000.0,159985000,-70000.0,89615000,82139000,81168000,185216000.0,42259000.0,251150000.0,6541999000.0,918579000.0,7460578000.0,7711728000,233364000.0,268424000.0,3547787000.0,3547787000.0,3816211000,4923487000.0,3895517000.0,7711728000,89615000.0,108085000.0,-58093000.0,14345000.0,153952000.0,-189103000.0,85059000.0,89558000.0,-87540000.0,-264834000.0,299825000.0,-62699000.0,180811000,2018-12-31,39.47000122070313,39.63000106811523,38.93999862670898,39.61999893188477,36.10365676879883,1807600.0
2019-06-30,281308000.0,-86734000.0,194574000.0,-134685000.0,-12338000.0,-119612000.0,59889000.0,-26482000.0,-34417000.0,33407000,5036000.0,38443000,-125000.0,38318000,35619000,34588000,981000.0,37494000.0,61517000.0,7132619000.0,1003130000.0,8135749000.0,8197266000,234809000.0,358130000.0,3870589000.0,3870589000.0,4228719000,5247650000.0,3968547000.0,8197266000,38318000.0,119612000.0,-3750000.0,-5092000.0,149088000.0,-365252000.0,-30485000.0,-346244000.0,-97554000.0,280130000.0,20693000.0,197025000.0,-131000,2019-06-28,44.599998474121094,45.22000122070313,44.54999923706055,44.88999938964844,41.55580139160156,2742100.0
2019-09-30,295394000.0,-93668000.0,201726000.0,-143958000.0,-12197000.0,-129010000.0,57768000.0,-27935000.0,-42523000.0,29833000,1088000.0,30921000,-1499000.0,29422000,27204000,26173000,1895000.0,37899000.0,61440000.0,7563787000.0,1072370000.0,8636157000.0,8697597000,251227000.0,417744000.0,3935897000.0,3935897000.0,4353641000,5705711000.0,4343956000.0,8697597000,29422000.0,129010000.0,-1472000.0,13495000.0,170455000.0,687828000.0,-1289823000.0,-576809000.0,-98301000.0,64465000.0,449137000.0,405872000.0,-482000,2019-09-30,48.22999954223633,48.68999862670898,48.22999954223633,48.47999954223633,45.2128791809082,1714600.0
2019-12-31,304818000.0,-96212000.0,208606000.0,-162508000.0,-14531000.0,-145177000.0,46098000.0,60457000.0,-60435000.0,106555000,-1316000.0,105239000,-2000.0,105237000,97639000,96608000,8106000.0,153650000.0,186941000.0,8470748000.0,978783000.0,9449531000.0,9636472000,274058000.0,520969000.0,4707524000.0,4707524000.0,5228493000,5784921000.0,4407979000.0,9636472000,105237000.0,145177000.0,-80241000.0,3655000.0,173828000.0,-1467049000.0,1341697000.0,-303885000.0,-101417000.0,200921000.0,63306000.0,139807000.0,9750000,2019-12-31,46.34000015258789,46.70000076293945,46.22000122070313,46.70000076293945,43.86055374145508,1627000.0
