Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,1316000000.0,-752000000.0,564000000.0,-247000000.0,-247000000.0,317000000.0,-41000000.0,-41000000.0,276000000,276000000,-97000000.0,181000000,181000000,181000000,294000000.0,798000000.0,1444000000.0,317000000.0,7547000000.0,7864000000.0,9308000000,905000000.0,92000000.0,1486000000.0,3698000000.0,4527000000.0,6013000000,901000000.0,-4895000000.0,7352000000.0,3295000000.0,9308000000,181000000.0,104000000.0,23000000.0,39000000.0,-50000000.0,89000000.0,347000000.0,-67000000.0,0.0,-67000000.0,-49000000.0,-349000000.0,-395000000.0,-115000000,2014-12-31,36.07500076293945,36.209999084472656,35.470001220703125,35.48500061035156,35.48500061035156,1626000.0
2015-03-31,1275000000.0,-723000000.0,552000000.0,-238000000.0,-238000000.0,314000000.0,-40000000.0,-41000000.0,274000000,274000000,-96000000.0,178000000,178000000,178000000,296000000.0,765000000.0,1498000000.0,338000000.0,7499000000.0,7837000000.0,9335000000,936000000.0,95000000.0,1501000000.0,3757000000.0,4616000000.0,6117000000,900000000.0,-5141000000.0,7530000000.0,3218000000.0,9335000000,178000000.0,102000000.0,21000000.0,45000000.0,34000000.0,11000000.0,346000000.0,-90000000.0,0.0,-90000000.0,49000000.0,-303000000.0,-254000000.0,2000000,2015-03-31,39.65999984741211,39.95000076293945,39.44499969482422,39.70000076293945,39.70000076293945,2010600.0
2015-06-30,1298000000.0,-710000000.0,588000000.0,-262000000.0,-262000000.0,326000000.0,-49000000.0,-49000000.0,277000000,192000000,-66000000.0,127000000,127000000,127000000,530000000.0,746000000.0,1714000000.0,382000000.0,7492000000.0,7874000000.0,9588000000,898000000.0,5000000.0,1336000000.0,4231000000.0,5109000000.0,6445000000,924000000.0,-5372000000.0,7657000000.0,3143000000.0,9588000000,127000000.0,104000000.0,62000000.0,-39000000.0,19000000.0,-58000000.0,254000000.0,-113000000.0,0.0,-113000000.0,288000000.0,-224000000.0,93000000.0,234000000,2015-06-30,41.79499816894531,41.86000061035156,41.29999923706055,41.415000915527344,41.415000915527344,2396600.0
2015-09-30,1313000000.0,-713000000.0,600000000.0,-258000000.0,-258000000.0,342000000.0,-41000000.0,-41000000.0,301000000,301000000,-117000000.0,218000000,218000000,218000000,309000000.0,783000000.0,1531000000.0,397000000.0,7459000000.0,7856000000.0,9387000000,1006000000.0,5000000.0,1411000000.0,4230000000.0,5107000000.0,6518000000,944000000.0,-5875000000.0,7875000000.0,2869000000.0,9387000000,218000000.0,106000000.0,25000000.0,6000000.0,-37000000.0,43000000.0,355000000.0,-89000000.0,0.0,-93000000.0,-3000000.0,-479000000.0,-483000000.0,-221000000,2015-09-30,42.92499923706055,43.34500122070313,42.72000122070313,43.30500030517578,43.30500030517578,2554400.0
2015-12-31,1368000000.0,-763000000.0,605000000.0,-276000000.0,-276000000.0,329000000.0,-39000000.0,-39000000.0,290000000,290000000,-98000000.0,189000000,189000000,189000000,275000000.0,802000000.0,1506000000.0,396000000.0,7438000000.0,7834000000.0,9340000000,1024000000.0,5000000.0,1502000000.0,4288000000.0,5178000000.0,6680000000,956000000.0,-6286000000.0,8064000000.0,2660000000.0,9340000000,189000000.0,105000000.0,33000000.0,64000000.0,-18000000.0,82000000.0,391000000.0,-67000000.0,0.0,-64000000.0,80000000.0,-445000000.0,-361000000.0,-34000000,2015-12-31,46.38999938964844,46.74499893188477,45.70000076293945,45.72999954223633,45.72999954223633,1977800.0
2016-03-31,1331000000.0,-734000000.0,597000000.0,-258000000.0,-258000000.0,339000000.0,-47000000.0,-40000000.0,292000000,292000000,-149000000.0,289000000,289000000,289000000,283000000.0,805000000.0,1476000000.0,401000000.0,7675000000.0,8076000000.0,9552000000,1058000000.0,4000000.0,1542000000.0,4445000000.0,5326000000.0,6868000000,964000000.0,-6564000000.0,8353000000.0,2684000000.0,9552000000,289000000.0,100000000.0,18000000.0,102000000.0,10000000.0,92000000.0,509000000.0,-72000000.0,-265000000.0,-337000000.0,156000000.0,-329000000.0,-164000000.0,8000000,2016-03-31,50.875,51.43999862670898,50.80500030517578,51.290000915527344,51.290000915527344,3157200.0
2016-06-30,1363000000.0,-727000000.0,636000000.0,-274000000.0,-274000000.0,362000000.0,-40000000.0,-40000000.0,322000000,322000000,-110000000.0,212000000,212000000,212000000,263000000.0,812000000.0,1486000000.0,394000000.0,7650000000.0,8044000000.0,9530000000,1006000000.0,6000000.0,1452000000.0,4548000000.0,5436000000.0,6888000000,982000000.0,-6831000000.0,8565000000.0,2642000000.0,9530000000,212000000.0,102000000.0,-2000000.0,-134000000.0,-7000000.0,-127000000.0,178000000.0,-73000000.0,0.0,-71000000.0,102000000.0,-257000000.0,-127000000.0,-20000000,2016-06-30,53.43999862670898,54.42499923706055,53.16999816894531,54.3650016784668,54.3650016784668,3084200.0
2016-09-30,1380000000.0,-737000000.0,643000000.0,-274000000.0,-274000000.0,369000000.0,-41000000.0,-41000000.0,328000000,328000000,-114000000.0,214000000,214000000,214000000,303000000.0,830000000.0,1600000000.0,403000000.0,7634000000.0,8037000000.0,9637000000,1129000000.0,6000000.0,1548000000.0,4624000000.0,5520000000.0,7068000000,1005000000.0,-7146000000.0,8779000000.0,2569000000.0,9637000000,214000000.0,104000000.0,8000000.0,29000000.0,-18000000.0,47000000.0,355000000.0,-78000000.0,0.0,-78000000.0,73000000.0,-319000000.0,-237000000.0,40000000,2016-09-30,49.88000106811523,49.9900016784668,49.474998474121094,49.73500061035156,49.73500061035156,2913000.0
2016-12-31,1431000000.0,-761000000.0,670000000.0,-295000000.0,-295000000.0,375000000.0,-42000000.0,-42000000.0,333000000,333000000,-119000000.0,215000000,215000000,215000000,300000000.0,902000000.0,1728000000.0,405000000.0,7610000000.0,8015000000.0,9743000000,1242000000.0,95000000.0,1820000000.0,4467000000.0,5382000000.0,7202000000,1024000000.0,-7401000000.0,8994000000.0,2541000000.0,9743000000,215000000.0,105000000.0,33000000.0,36000000.0,-73000000.0,109000000.0,389000000.0,-67000000.0,0.0,-68000000.0,-68000000.0,-261000000.0,-324000000.0,-3000000,2016-12-30,53.81999969482422,53.959999084472656,52.97999954223633,53.13999938964844,53.13999938964844,1670200.0
2017-03-31,1394000000.0,-752000000.0,642000000.0,-277000000.0,-277000000.0,365000000.0,-42000000.0,-42000000.0,323000000,323000000,-102000000.0,247000000,247000000,247000000,308000000.0,861000000.0,1615000000.0,400000000.0,7681000000.0,8081000000.0,9696000000,1205000000.0,91000000.0,1790000000.0,4547000000.0,5482000000.0,7272000000,1003000000.0,-7753000000.0,9241000000.0,2424000000.0,9696000000,247000000.0,108000000.0,18000000.0,90000000.0,42000000.0,48000000.0,463000000.0,-76000000.0,-78000000.0,-154000000.0,75000000.0,-376000000.0,-301000000.0,8000000,2017-03-31,57.7599983215332,58.0099983215332,57.64500045776367,57.65499877929688,57.65499877929688,1655400.0
2017-06-30,1386000000.0,-748000000.0,638000000.0,-276000000.0,-276000000.0,362000000.0,-42000000.0,-44000000.0,320000000,330000000,-109000000.0,221000000,221000000,221000000,299000000.0,845000000.0,1632000000.0,396000000.0,7657000000.0,8053000000.0,9685000000,1148000000.0,95000000.0,1707000000.0,4646000000.0,5587000000.0,7294000000,1021000000.0,-8033000000.0,9462000000.0,2391000000.0,9685000000,221000000.0,111000000.0,19000000.0,-123000000.0,17000000.0,-140000000.0,228000000.0,-60000000.0,19000000.0,-40000000.0,93000000.0,-290000000.0,-197000000.0,-9000000,2017-06-30,61.06999969482422,61.3849983215332,60.68500137329102,61.16999816894531,61.16999816894531,2035600.0
2017-09-30,1400000000.0,-746000000.0,654000000.0,-284000000.0,-284000000.0,370000000.0,-45000000.0,-45000000.0,325000000,325000000,-98000000.0,232000000,232000000,232000000,325000000.0,898000000.0,1870000000.0,385000000.0,7944000000.0,8329000000.0,10199000000,1306000000.0,93000000.0,1850000000.0,5018000000.0,5999000000.0,7849000000,1025000000.0,-8314000000.0,9694000000.0,2350000000.0,10199000000,232000000.0,111000000.0,47000000.0,-66000000.0,-36000000.0,-30000000.0,324000000.0,-72000000.0,-305000000.0,-381000000.0,368000000.0,-285000000.0,83000000.0,26000000,2017-09-29,64.05999755859375,64.80500030517578,63.93500137329102,64.48000335693361,64.48000335693361,2444000.0
2017-12-31,1516000000.0,-778000000.0,738000000.0,-313000000.0,-313000000.0,425000000.0,-45000000.0,-45000000.0,380000000,380000000,151000000.0,532000000,546000000,546000000,325000000.0,997000000.0,1975000000.0,390000000.0,7924000000.0,8314000000.0,10289000000,1359000000.0,3000000.0,1938000000.0,4897000000.0,5620000000.0,7558000000,1039000000.0,-8494000000.0,10240000000.0,2731000000.0,10289000000,532000000.0,114000000.0,-251000000.0,73000000.0,-98000000.0,171000000.0,468000000.0,-79000000.0,-3000000.0,-82000000.0,-211000000.0,-194000000.0,-405000000.0,0,2017-12-29,65.93499755859375,66.23999786376953,65.53500366210939,65.56500244140625,65.56500244140625,1182800.0
2018-03-31,1440000000.0,-759000000.0,681000000.0,-305000000.0,-305000000.0,376000000.0,-45000000.0,-45000000.0,331000000,563000000,-140000000.0,423000000,423000000,423000000,382000000.0,878000000.0,1768000000.0,375000000.0,8024000000.0,8399000000.0,10167000000,1303000000.0,1000000.0,1683000000.0,4603000000.0,5513000000.0,7196000000,1013000000.0,-8857000000.0,10871000000.0,2971000000.0,10167000000,423000000.0,134000000.0,-136000000.0,-49000000.0,67000000.0,-116000000.0,372000000.0,-77000000.0,419000000.0,331000000.0,-297000000.0,-399000000.0,-696000000.0,7000000,2018-03-29,71.25,71.9000015258789,70.16000366210939,71.30999755859375,71.30999755859375,1586000.0
2018-06-30,1420000000.0,-739000000.0,681000000.0,-320000000.0,-320000000.0,361000000.0,-42000000.0,-45000000.0,319000000,316000000,-72000000.0,251000000,251000000,251000000,348000000.0,932000000.0,1804000000.0,374000000.0,8040000000.0,8414000000.0,10218000000,1302000000.0,1000000.0,1655000000.0,4805000000.0,5713000000.0,7368000000,1031000000.0,-9237000000.0,11122000000.0,2850000000.0,10218000000,251000000.0,136000000.0,18000000.0,-164000000.0,-78000000.0,-86000000.0,241000000.0,-92000000.0,0.0,-95000000.0,201000000.0,-381000000.0,-173000000.0,16000000,2018-06-29,74.0199966430664,74.62999725341797,73.88999938964844,74.08999633789062,74.08999633789062,1410400.0
2018-09-30,1412000000.0,-749000000.0,663000000.0,-305000000.0,-305000000.0,358000000.0,-44000000.0,-47000000.0,314000000,304000000,-78000000.0,227000000,227000000,227000000,673000000.0,949000000.0,2338000000.0,385000000.0,8025000000.0,8410000000.0,10748000000,1551000000.0,452000000.0,2320000000.0,4823000000.0,5767000000.0,8087000000,1053000000.0,-9662000000.0,11349000000.0,2661000000.0,10748000000,227000000.0,136000000.0,54000000.0,-49000000.0,-18000000.0,-31000000.0,368000000.0,-94000000.0,0.0,-93000000.0,467000000.0,-414000000.0,50000000.0,325000000,2018-09-28,81.69999694824219,82.41000366210938,81.66999816894531,82.37999725341797,82.37999725341797,1699900.0
2018-12-31,1551000000.0,-822000000.0,729000000.0,-298000000.0,-298000000.0,431000000.0,-53000000.0,-52000000.0,378000000,372000000,-88000000.0,286000000,286000000,286000000,415000000.0,1049000000.0,2224000000.0,398000000.0,8640000000.0,9038000000.0,11262000000,1626000000.0,4000000.0,2010000000.0,5955000000.0,6959000000.0,8969000000,1065000000.0,-10340000000.0,11635000000.0,2293000000.0,11262000000,286000000.0,-24000000.0,216000000.0,93000000.0,-79000000.0,172000000.0,571000000.0,-97000000.0,-712000000.0,-806000000.0,663000000.0,-677000000.0,-23000000.0,-258000000,2018-12-31,73.37999725341797,73.62000274658203,72.62000274658203,73.48999786376953,73.48999786376953,1538300.0
2019-03-31,1502000000.0,-798000000.0,704000000.0,-341000000.0,-341000000.0,363000000.0,-56000000.0,-59000000.0,307000000,258000000,-31000000.0,225000000,225000000,225000000,452000000.0,1044000000.0,2275000000.0,409000000.0,8992000000.0,9401000000.0,11676000000,1718000000.0,7000000.0,2120000000.0,5868000000.0,7162000000.0,9282000000,1042000000.0,-10423000000.0,11860000000.0,2394000000.0,11676000000,225000000.0,145000000.0,107000000.0,-104000000.0,6000000.0,-110000000.0,373000000.0,-98000000.0,56000000.0,-36000000.0,-149000000.0,-151000000.0,-300000000.0,37000000,2019-03-29,88.44999694824219,88.6500015258789,87.55000305175781,88.27999877929688,88.27999877929688,4295200.0
2019-06-30,1512000000.0,-785000000.0,727000000.0,-343000000.0,-343000000.0,384000000.0,-56000000.0,-64000000.0,328000000,291000000,-60000000.0,223000000,223000000,223000000,8441000000.0,989000000.0,10209000000.0,418000000.0,9013000000.0,9431000000.0,19640000000,1685000000.0,9000000.0,2054000000.0,13747000000.0,15040000000.0,17094000000,1064000000.0,-10408000000.0,12083000000.0,2546000000.0,19640000000,223000000.0,146000000.0,-144000000.0,-19000000.0,54000000.0,-73000000.0,206000000.0,-112000000.0,8000000.0,-100000000.0,7861000000.0,22000000.0,7883000000.0,7989000000,2019-06-28,91.02999877929688,91.37999725341795,90.47000122070312,91.16000366210938,91.16000366210938,4179200.0
2019-09-30,3128000000.0,-1617000000.0,1511000000.0,-1137000000.0,-1137000000.0,374000000.0,-167000000.0,-164000000.0,207000000,256000000,-53000000.0,225000000,198000000,198000000,1028000000.0,2653000000.0,17991000000.0,1639000000.0,58234000000.0,59873000000.0,77864000000,2901000000.0,368000000.0,16661000000.0,22123000000.0,27351000000.0,44012000000,23676000000.0,-2909000000.0,12281000000.0,33852000000.0,77864000000,225000000.0,571000000.0,33000000.0,209000000.0,91000000.0,118000000.0,1038000000.0,-221000000.0,-16029000000.0,-16173000000.0,7845000000.0,-26000000.0,7768000000.0,-7371000000,2019-09-30,102.6999969482422,103.80999755859376,102.66999816894531,103.58999633789062,103.58999633789062,2206300.0
2019-12-31,4045000000.0,-2109000000.0,1936000000.0,-1463000000.0,-1463000000.0,473000000.0,-200000000.0,-186000000.0,273000000,278000000,-54000000.0,241000000,247000000,247000000,893000000.0,2782000000.0,17046000000.0,1606000000.0,58887000000.0,60493000000.0,77539000000,3080000000.0,287000000.0,15727000000.0,21612000000.0,26955000000.0,42682000000,23749000000.0,-3118000000.0,12528000000.0,34857000000.0,77539000000,241000000.0,-247000000.0,1234000000.0,-50000000.0,-158000000.0,108000000.0,1178000000.0,-290000000.0,11000000.0,-293000000.0,-817000000.0,-250000000.0,-1160000000.0,-137000000,2019-12-31,115.37000274658205,115.76000213623048,114.6500015258789,115.62999725341795,115.62999725341795,2370900.0
2020-03-31,3769000000.0,-2167000000.0,1602000000.0,-1404000000.0,-1404000000.0,198000000.0,-167000000.0,-187000000.0,31000000,462000000,-79000000.0,377000000,392000000,392000000,896000000.0,2582000000.0,12933000000.0,1708000000.0,57957000000.0,59665000000.0,72598000000,2875000000.0,338000000.0,12119000000.0,21630000000.0,26933000000.0,39052000000,23701000000.0,-3922000000.0,12875000000.0,33546000000.0,72598000000,377000000.0,279000000.0,202000000.0,30000000.0,200000000.0,-170000000.0,888000000.0,-246000000.0,474000000.0,264000000.0,-201000000.0,-922000000.0,-1134000000.0,1000000,2020-03-31,95.87999725341795,97.98999786376952,94.08000183105469,94.98999786376952,94.98999786376952,8472200.0
2020-06-30,3465000000.0,-1920000000.0,1545000000.0,-1377000000.0,-1377000000.0,168000000.0,-173000000.0,-174000000.0,-5000000,-8000000,27000000.0,9000000,2000000,2000000,869000000.0,2512000000.0,17482000000.0,1688000000.0,57923000000.0,59611000000.0,77093000000,2933000000.0,359000000.0,16760000000.0,21515000000.0,27047000000.0,43807000000,23779000000.0,-4429000000.0,12877000000.0,33286000000.0,77093000000,9000000.0,271000000.0,666000000.0,85000000.0,78000000.0,7000000.0,1031000000.0,-242000000.0,-26000000.0,-238000000.0,-207000000.0,-566000000.0,-825000000.0,-27000000,2020-06-30,96.27999877929688,98.0199966430664,96.01000213623048,97.62000274658205,97.62000274658205,4393400.0
