Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,289228000.0,-201033000.0,88195000.0,-63588000.0,-58674000.0,-4914000.0,24607000.0,-1501000.0,-2572000.0,23106000,23106000,-3580000.0,19526000,-82000.0,19099000,19099000,155927000.0,220630000.0,89396000.0,552550000.0,676182000.0,404024000.0,1080206000.0,1632756000,146943000.0,21437000.0,247034000.0,642352000.0,721064000.0,968098000,2206980000.0,-1305880000.0,-265473000.0,664658000.0,1632756000,19526000.0,29300000.0,-1184000.0,14853000.0,62495000.0,-13835000.0,-1078000.0,-5000000.0,-19714000.0,-21063000.0,-74229000.0,-15907000.0,25473000,2013-12-31,53.59000015258789,53.599998474121094,52.72999954223633,53.040000915527344,53.040000915527344,408900.0
2014-03-31,299368000.0,-190555000.0,108813000.0,-69107000.0,-64767000.0,-4340000.0,39706000.0,3280000.0,-2596000.0,42986000,42986000,-10358000.0,32628000,-270000.0,32232000,32232000,169850000.0,239998000.0,91674000.0,590658000.0,665609000.0,395496000.0,1061105000.0,1651763000,146612000.0,26683000.0,239319000.0,614129000.0,692184000.0,931503000,2249973000.0,-1322354000.0,-233241000.0,720260000.0,1651763000,32628000.0,20050000.0,15434000.0,-39649000.0,28463000.0,-11190000.0,4361000.0,0.0,-6511000.0,-72589000.0,-20812000.0,-6144000.0,13923000,2014-03-31,59.599998474121094,60.56999969482422,59.13000106811523,60.34000015258789,60.34000015258789,345800.0
2014-06-30,341179000.0,-215545000.0,125634000.0,-74609000.0,-67756000.0,-6853000.0,51025000.0,-484000.0,-3151000.0,50541000,50541000,-14081000.0,36460000,-644000.0,35264000,35264000,117012000.0,274504000.0,92621000.0,592702000.0,687664000.0,583096000.0,1270760000.0,1863462000,161904000.0,31932000.0,271648000.0,781617000.0,893193000.0,1164841000,2258433000.0,-1402852000.0,-197977000.0,698621000.0,1863462000,36460000.0,24302000.0,-705000.0,-3082000.0,56975000.0,-9315000.0,-1277000.0,-183151000.0,-195987000.0,-25815000.0,-80797000.0,84356000.0,-52838000,2014-06-30,52.61999893188477,53.56999969482422,52.36000061035156,53.52000045776367,53.52000045776367,398800.0
2014-09-30,327567000.0,-209299000.0,118268000.0,-72096000.0,-64476000.0,-7620000.0,46172000.0,-2290000.0,-2621000.0,43882000,43882000,-11582000.0,32300000,52000.0,32036000,32036000,130747000.0,275024000.0,92695000.0,606019000.0,671244000.0,565095000.0,1236339000.0,1842358000,166679000.0,31917000.0,283083000.0,754799000.0,860894000.0,1143977000,2277118000.0,-1423227000.0,-165941000.0,698381000.0,1842358000,32300000.0,26083000.0,1918000.0,6544000.0,66845000.0,-9402000.0,-5291000.0,0.0,-14691000.0,-34027000.0,-20376000.0,-33916000.0,13735000,2014-09-30,60.290000915527344,60.45000076293945,59.36999893188477,59.7400016784668,59.7400016784668,308900.0
2014-12-31,329548000.0,-209603000.0,119945000.0,-79178000.0,-72034000.0,-7144000.0,40767000.0,-581000.0,-2428000.0,40186000,40186000,-11650000.0,28536000,-864000.0,27166000,27166000,160023000.0,257991000.0,89043000.0,579254000.0,676797000.0,614527000.0,1291324000.0,1870578000,172764000.0,31904000.0,294686000.0,740557000.0,871546000.0,1166232000,2308485000.0,-1423260000.0,-138775000.0,704346000.0,1870578000,28536000.0,26010000.0,12890000.0,32413000.0,99849000.0,-27018000.0,-3441000.0,-51116000.0,-80801000.0,-62105000.0,-33000.0,17118000.0,29276000,2014-12-31,64.27999877929689,65.08999633789061,63.59000015258789,63.63999938964844,63.63999938964844,193800.0
2015-03-31,320414000.0,-200754000.0,119660000.0,-76655000.0,-71397000.0,-5258000.0,43005000.0,-11053000.0,-2740000.0,31952000,31952000,-331000.0,31621000,-7000.0,31541000,31541000,151919000.0,265426000.0,86055000.0,614142000.0,657601000.0,575486000.0,1233087000.0,1847229000,151703000.0,31880000.0,270489000.0,754533000.0,879725000.0,1150214000,2361584000.0,-1481892000.0,-107234000.0,697015000.0,1847229000,31621000.0,22368000.0,17383000.0,-60120000.0,11252000.0,-10648000.0,-1436000.0,-893000.0,-12293000.0,-23678000.0,-58632000.0,1934000.0,-8104000,2015-03-31,79.26000213623047,79.9000015258789,79.13999938964844,79.29000091552734,79.29000091552734,470500.0
2015-06-30,339573000.0,-206790000.0,132783000.0,-77048000.0,-71331000.0,-5717000.0,55735000.0,4593000.0,-4079000.0,60328000,60328000,-11076000.0,49252000,-7000.0,48509000,48509000,150807000.0,277398000.0,90037000.0,629647000.0,680565000.0,575705000.0,1256270000.0,1885917000,166397000.0,17993000.0,276532000.0,754777000.0,873580000.0,1150112000,2373538000.0,-1522747000.0,-58725000.0,735805000.0,1885917000,49252000.0,23148000.0,-5444000.0,19398000.0,86354000.0,-13908000.0,-2382000.0,-9787000.0,-24195000.0,-277605000.0,-40854000.0,-65661000.0,-1112000,2015-06-30,71.05999755859375,71.2699966430664,70.15000152587889,70.33999633789061,70.33999633789061,467500.0
2015-09-30,349465000.0,-211390000.0,138075000.0,-82635000.0,-76225000.0,-6410000.0,55440000.0,-2284000.0,-3674000.0,53156000,53156000,-15255000.0,37901000,-34000.0,37379000,37379000,74032000.0,288836000.0,98097000.0,578661000.0,671673000.0,782509000.0,1454182000.0,2032843000,197839000.0,16599000.0,314104000.0,835800000.0,982695000.0,1296799000,2387196000.0,-1540691000.0,-21346000.0,736044000.0,2032843000,37901000.0,23814000.0,3709000.0,22865000.0,88289000.0,-10452000.0,2065000.0,-201294000.0,-212491000.0,-89765000.0,-17945000.0,52287000.0,-76775000,2015-09-30,63.54999923706055,64.48000335693361,62.20000076293945,63.52000045776367,63.52000045776367,536000.0
2015-12-31,353850000.0,-213276000.0,140574000.0,-88305000.0,-81461000.0,-6844000.0,52269000.0,-2277000.0,-3536000.0,49992000,49992000,-16729000.0,33263000,-902000.0,31884000,31884000,117947000.0,270068000.0,93735000.0,559234000.0,677959000.0,831304000.0,1509263000.0,2068497000,199001000.0,17033000.0,311761000.0,845997000.0,991172000.0,1302933000,2398815000.0,-1540738000.0,10538000.0,765564000.0,2068497000,33263000.0,25551000.0,16051000.0,46073000.0,120938000.0,-28244000.0,-12739000.0,-35677000.0,-78637000.0,-26283000.0,-47000.0,4182000.0,43379000,2015-12-31,80.20999908447266,81.48999786376953,79.83999633789062,80.38999938964844,80.38999938964844,282400.0
2016-03-31,354868000.0,-214100000.0,140768000.0,-89296000.0,-82944000.0,-6352000.0,51472000.0,78000.0,-3948000.0,51550000,51550000,-13975000.0,37575000,-26000.0,37143000,37143000,157375000.0,287178000.0,97101000.0,637391000.0,664437000.0,801890000.0,1466327000.0,2103718000,190402000.0,21382000.0,309989000.0,840481000.0,980557000.0,1290546000,2427845000.0,-1552885000.0,47681000.0,813172000.0,2103718000,37575000.0,24655000.0,21211000.0,-37597000.0,45844000.0,-8250000.0,-695000.0,-318000.0,-6442000.0,-49409000.0,-12147000.0,-294000.0,39358000,2016-03-31,75.2699966430664,76.69999694824219,74.72000122070312,75.94000244140625,75.94000244140625,484100.0
2016-06-30,434055000.0,-264308000.0,169747000.0,-111686000.0,-100473000.0,-11213000.0,58061000.0,-3671000.0,-8687000.0,54390000,54390000,-18845000.0,35545000,12000.0,35207000,35207000,154585000.0,345539000.0,98116000.0,701547000.0,783678000.0,1277762000.0,2061440000.0,2762987000,234878000.0,33939000.0,413393000.0,1331053000.0,1487609000.0,1901002000,2451588000.0,-1552936000.0,82888000.0,861985000.0,2762987000,35545000.0,32353000.0,-8642000.0,20856000.0,80112000.0,-11791000.0,-9342000.0,-578454000.0,-598334000.0,-325800000.0,-51000.0,510543000.0,-2412000,2016-06-30,80.55000305175781,82.4800033569336,80.30000305175781,82.44000244140625,82.44000244140625,513600.0
2016-09-30,425720000.0,-269450000.0,156270000.0,-97475000.0,-85650000.0,-11825000.0,58795000.0,-5539000.0,-6556000.0,53256000,53256000,-15565000.0,37691000,342000.0,37735000,37735000,105722000.0,359734000.0,99374000.0,654578000.0,767177000.0,1268435000.0,2035612000.0,2690190000,239891000.0,25970000.0,412047000.0,1233189000.0,1390241000.0,1802288000,2466056000.0,-1552964000.0,120623000.0,887902000.0,2690190000,37691000.0,34108000.0,19900000.0,-19403000.0,72296000.0,-9568000.0,15794000.0,-18835000.0,-12893000.0,-151774000.0,-28000.0,-105567000.0,-48790000,2016-09-30,83.0999984741211,83.73999786376953,82.11000061035156,83.33999633789062,83.33999633789062,325600.0
2016-12-31,466789000.0,-286908000.0,179881000.0,-110790000.0,-98481000.0,-12309000.0,69091000.0,-5366000.0,-7204000.0,63725000,63725000,-18450000.0,45275000,-48000.0,44680000,44680000,117626000.0,364050000.0,95833000.0,656832000.0,755827000.0,1299141000.0,2054968000.0,2711800000,246426000.0,27313000.0,429593000.0,1207696000.0,1428423000.0,1858016000,2478234000.0,-1553005000.0,165303000.0,853784000.0,2711800000,45275000.0,35542000.0,15180000.0,22650000.0,118647000.0,-25679000.0,1647000.0,-50875000.0,-75003000.0,-129653000.0,-41000.0,-23926000.0,11775000,2016-12-30,76.04000091552734,76.62999725341797,75.66000366210938,76.19000244140625,76.19000244140625,351500.0
2017-03-31,445763000.0,-274411000.0,171352000.0,-101646000.0,-90909000.0,-10737000.0,69706000.0,8341000.0,-6781000.0,78047000,78047000,-31084000.0,46963000,-4000.0,46778000,46778000,131524000.0,383748000.0,98482000.0,700121000.0,746951000.0,1250003000.0,1996954000.0,2697075000,208389000.0,27308000.0,383374000.0,1170063000.0,1419956000.0,1803330000,2507567000.0,-1601185000.0,212081000.0,893745000.0,2697075000,46963000.0,32411000.0,32250000.0,-77595000.0,34029000.0,-15920000.0,-3563000.0,72462000.0,52996000.0,-158140000.0,-48180000.0,-74324000.0,13933000,2017-03-31,89.52999877929688,90.51000213623048,89.2699966430664,89.94999694824219,89.94999694824219,286900.0
2017-06-30,469129000.0,-283804000.0,185325000.0,-103639000.0,-93820000.0,-9819000.0,81686000.0,-4770000.0,-7242000.0,76916000,76916000,-22243000.0,54673000,-71000.0,53952000,53952000,116466000.0,398547000.0,104690000.0,738067000.0,758724000.0,1276873000.0,2035597000.0,2773664000,248512000.0,27225000.0,424071000.0,1116278000.0,1367882000.0,1791953000,2529615000.0,-1623825000.0,266033000.0,981711000.0,2773664000,54673000.0,31799000.0,6551000.0,7301000.0,100324000.0,-15997000.0,-22934000.0,0.0,-38970000.0,-91833000.0,-22640000.0,-80740000.0,-14807000,2017-06-30,101.88999938964844,101.88999938964844,100.7300033569336,101.1500015258789,101.1500015258789,288000.0
2017-09-30,464232000.0,-287385000.0,176847000.0,-102785000.0,-92428000.0,-10357000.0,74062000.0,-1123000.0,-7533000.0,72939000,72939000,-19945000.0,52994000,-39000.0,52474000,52474000,123618000.0,422335000.0,107372000.0,782378000.0,767192000.0,1316348000.0,2083540000.0,2865918000,244417000.0,27090000.0,415755000.0,1155998000.0,1409669000.0,1825424000,2546225000.0,-1659907000.0,318507000.0,1040494000.0,2865918000,52994000.0,33465000.0,990000.0,-27964000.0,59485000.0,-22011000.0,-9034000.0,-22474000.0,-53785000.0,-59285000.0,-36082000.0,-402000.0,7133000,2017-09-29,106.94000244140624,108.41000366210938,106.83999633789062,108.0199966430664,108.0199966430664,330900.0
2017-12-31,478477000.0,-309687000.0,168790000.0,-106746000.0,-96289000.0,-10457000.0,62044000.0,7009000.0,-7531000.0,69053000,69053000,-98097000.0,-29044000,-23000.0,-29849000,-29849000,163794000.0,430016000.0,114956000.0,826625000.0,781973000.0,1321324000.0,2103297000.0,2929922000,268662000.0,30998000.0,463504000.0,1114105000.0,1402402000.0,1865906000,2561067000.0,-1659914000.0,288658000.0,1064016000.0,2929922000,-29044000.0,33484000.0,26172000.0,93624000.0,124236000.0,-28503000.0,-1558000.0,-2538000.0,-32827000.0,-63177000.0,-7000.0,-53010000.0,40178000,2017-12-29,110.0,110.70999908447266,109.33000183105469,109.4499969482422,109.4499969482422,195300.0
2018-03-31,493970000.0,-312501000.0,181469000.0,-113640000.0,-103372000.0,-10268000.0,67829000.0,-4789000.0,-10909000.0,63040000,63040000,-9772000.0,53268000,-23000.0,52631000,52631000,187774000.0,440109000.0,119046000.0,843348000.0,788554000.0,1369101000.0,2157655000.0,3001003000,241245000.0,3137000.0,407098000.0,1129581000.0,1433965000.0,1841063000,2591702000.0,-1673463000.0,346044000.0,1159940000.0,3001003000,53268000.0,33210000.0,7240000.0,-33667000.0,60051000.0,-27726000.0,23328000.0,-20216000.0,-24664000.0,-1096795000.0,-13549000.0,-14936000.0,24069000,2018-03-29,106.73999786376952,107.01000213623048,104.87000274658205,106.73999786376952,106.73999786376952,282000.0
2018-06-30,585301000.0,-369320000.0,215981000.0,-139271000.0,-120531000.0,-18740000.0,76710000.0,-6422000.0,-18461000.0,70288000,70288000,-17438000.0,52850000,1529000.0,53709000,53709000,192300000.0,478735000.0,124131000.0,889530000.0,896273000.0,2080080000.0,2976353000.0,3865883000,282798000.0,31346000.0,518140000.0,1796451000.0,2145876000.0,2664016000,2609404000.0,-1673582000.0,399752000.0,1201867000.0,3865883000,52850000.0,43396000.0,212000.0,27414000.0,123872000.0,-21213000.0,-4019000.0,-801134000.0,-826372000.0,-583412000.0,-119000.0,719511000.0,4965000,2018-06-29,111.3000030517578,112.91999816894531,111.16999816894531,112.26000213623048,112.26000213623048,228900.0
2018-09-30,585295000.0,-369095000.0,216200000.0,-131838000.0,-113033000.0,-18805000.0,84362000.0,-11057000.0,-16967000.0,73305000,73305000,-12403000.0,60902000,0.0,60368000,60368000,138866000.0,487339000.0,125500000.0,838166000.0,896901000.0,2061590000.0,2958491000.0,3796657000,300277000.0,31651000.0,539599000.0,1652733000.0,1983018000.0,2522617000,2626139000.0,-1673705000.0,460120000.0,1274040000.0,3796657000,60902000.0,43592000.0,5347000.0,7403000.0,117244000.0,-22439000.0,-9249000.0,-1261000.0,-33011000.0,-152598000.0,-123000.0,-147079000.0,-53489000,2018-09-28,133.52000427246094,135.89999389648438,133.52000427246094,134.53999328613278,134.53999328613278,672000.0
2018-12-31,601530000.0,-375113000.0,226417000.0,-123935000.0,-106918000.0,-17017000.0,102482000.0,-27434000.0,-16623000.0,75048000,75048000,-14850000.0,60198000,0.0,59665000,59665000,195442000.0,472248000.0,127892000.0,897836000.0,932877000.0,2025166000.0,2958043000.0,3855879000,310387000.0,31416000.0,558222000.0,1636598000.0,1959354000.0,2517576000,1447994000.0,-55000.0,42096000.0,1338303000.0,3855879000,60198000.0,41581000.0,24530000.0,13664000.0,139973000.0,-68676000.0,664000.0,-2257000.0,-70956000.0,2386830000.0,37602000.0,563000.0,55442000,2018-12-31,112.16000366210938,113.47000122070312,111.25,113.18000030517578,113.18000030517578,293000.0
2019-03-31,604569000.0,-392792000.0,211777000.0,-141985000.0,-122574000.0,-19411000.0,69792000.0,-3502000.0,-9808000.0,66290000,66290000,-10602000.0,55688000,0.0,55133000,55133000,126316000.0,495501000.0,129765000.0,866182000.0,907367000.0,2153088000.0,3060455000.0,3926637000,269746000.0,30655000.0,529759000.0,1540833000.0,1975330000.0,2505089000,1481500000.0,-17815000.0,97229000.0,1421548000.0,3926637000,55688000.0,45358000.0,9725000.0,-95912000.0,14859000.0,-16731000.0,-2404000.0,-989000.0,-20813000.0,-360658000.0,-17760000.0,-69083000.0,-69012000,2019-03-29,144.22999572753906,145.47999572753906,143.52999877929688,145.25,145.25,258100.0
2019-06-30,657568000.0,-419464000.0,238104000.0,-158336000.0,-135941000.0,-22395000.0,79768000.0,-20774000.0,-20561000.0,58994000,58994000,-14685000.0,44309000,0.0,43728000,43728000,200589000.0,545148000.0,134925000.0,1010058000.0,1006330000.0,2609096000.0,3615426000.0,4625484000,352118000.0,33955000.0,635598000.0,2040388000.0,2511043000.0,3146641000,1498283000.0,-17938000.0,140957000.0,1478843000.0,4625484000,44309000.0,49146000.0,15323000.0,20775000.0,129553000.0,-24781000.0,-12334000.0,-491392000.0,-528425000.0,-716103000.0,-123000.0,473507000.0,74280000,2019-06-28,140.44000244140622,142.92999267578125,140.44000244140622,141.89999389648438,141.89999389648438,694400.0
