Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2012-06-30,1061107000.0,-726946000.0,334161000.0,-127985000.0,-127985000.0,206176000.0,-12465000.0,-15099000.0,193711000,193711000,-51818000.0,141893000,140942000,140942000,780464000.0,840090000.0,675342000.0,2426160000.0,396180000.0,1944499000.0,2340679000.0,4766839000,598647000.0,89284000.0,801656000.0,1454545000.0,1701666000.0,2503322000,249134000.0,2135047000.0,2263517000.0,4766839000,141893000.0,29592000.0,3362000.0,-47446000.0,127401000.0,-30610000.0,-82349000.0,-125160000.0,-17052000.0,148983000.0,-105845000.0,28681000.0,25031000,2012-06-29,13.619999885559082,13.74250030517578,13.539999961853027,13.729999542236328,12.64326286315918,2653600.0
2012-09-30,1103376000.0,-759047000.0,344329000.0,-128659000.0,-128659000.0,215670000.0,-12530000.0,-15166000.0,203140000,203140000,-54340000.0,148800000,147450000,147450000,892891000.0,903344000.0,712189000.0,2640981000.0,407587000.0,2022397000.0,2429984000.0,5070965000,643070000.0,94093000.0,864588000.0,1511297000.0,1768159000.0,2632747000,302709000.0,2237109000.0,2438218000.0,5070965000,148800000.0,30748000.0,-62000.0,-3488000.0,175998000.0,-31197000.0,-97248000.0,-161340000.0,-16885000.0,61504000.0,9320000.0,59004000.0,79532000,2012-09-28,14.7475004196167,14.827500343322756,14.649999618530273,14.720000267028807,13.577884674072266,4715600.0
2012-12-31,1146013000.0,-790574000.0,355439000.0,-132264000.0,-132264000.0,223175000.0,-12943000.0,-15586000.0,210232000,208232000,-66673000.0,141559000,140345000,140345000,942503000.0,910711000.0,733718000.0,2706915000.0,417436000.0,2091112000.0,2508548000.0,5215463000,680008000.0,100293000.0,888514000.0,1606204000.0,1884767000.0,2773281000,336843000.0,2210120000.0,2442182000.0,5215463000,141559000.0,32461000.0,4438000.0,28639000.0,207097000.0,-31985000.0,-71903000.0,-188191000.0,-33715000.0,101130000.0,-128608000.0,-57867000.0,-34760000,2012-12-31,15.897500038146973,16.22249984741211,15.837499618530273,16.174999237060547,14.945460319519045,1665600.0
2013-06-30,1136067000.0,-776279000.0,359788000.0,-135775000.0,-135775000.0,224013000.0,-12588000.0,-15621000.0,211425000,211425000,-56557000.0,154868000,153988000,153988000,1142552000.0,905823000.0,703489000.0,2874470000.0,424844000.0,2104987000.0,2529831000.0,5404301000,613696000.0,83599000.0,815559000.0,1698951000.0,1991482000.0,2807041000,434396000.0,2302541000.0,2597260000.0,5404301000,154868000.0,34170000.0,1589000.0,-10075000.0,180552000.0,-35742000.0,-44237000.0,-211963000.0,-16756000.0,94656000.0,-62286000.0,22428000.0,-11334000,2013-06-28,19.84749984741211,19.84749984741211,19.48500061035156,19.48500061035156,18.054086685180664,5353200.0
2013-09-30,1153062000.0,-789214000.0,363848000.0,-136828000.0,-136828000.0,227020000.0,-12423000.0,-16048000.0,214597000,212060000,-50671000.0,161389000,160798000,160798000,1283581000.0,926194000.0,732724000.0,3077535000.0,441799000.0,2121347000.0,2563146000.0,5640681000,685965000.0,84987000.0,893201000.0,1784539000.0,2080960000.0,2974161000,462094000.0,2315841000.0,2666520000.0,5640681000,161389000.0,34769000.0,6579000.0,-5819000.0,196918000.0,-39031000.0,0.0,-14353000.0,-16716000.0,87016000.0,-100484000.0,-32699000.0,165707000,2013-09-30,19.19750022888184,19.420000076293945,19.174999237060547,19.34499931335449,17.97220230102539,1810400.0
2013-12-31,1245766000.0,-856494000.0,389272000.0,-144462000.0,-144462000.0,244810000.0,-12517000.0,-16474000.0,232293000,228830000,-60000000.0,168830000,167907000,167907000,1192200000.0,1001000000.0,792600000.0,3157600000.0,532400000.0,2478000000.0,3010400000.0,6168000000,751200000.0,701400000.0,1609900000.0,1431400000.0,1678000000.0,3287900000,490100000.0,2424400000.0,2880100000.0,6168000000,168830000.0,34969000.0,7369000.0,208000.0,211376000.0,-51044000.0,-440864000.0,-403046000.0,-63328000.0,257343000.0,-12212000.0,183831000.0,-2516000,2013-12-31,22.20499992370605,22.364999771118164,22.200000762939453,22.295000076293945,20.76107788085937,1347200.0
2014-06-30,1314200000.0,-897400000.0,416800000.0,-161000000.0,-161000000.0,255800000.0,-15800000.0,-20100000.0,240000000,240000000,-63600000.0,176400000,174900000,174900000,1443900000.0,1031071000.0,805452000.0,3462385000.0,558652000.0,2496263000.0,3054915000.0,6517300000,740243000.0,800670000.0,1711793000.0,1542891000.0,1806918000.0,3518711000,584583000.0,2444843000.0,2998589000.0,6517300000,176400000.0,37700000.0,-5500000.0,-28000000.0,180600000.0,-50800000.0,-10500000.0,-148200000.0,-31400000.0,119800000.0,-84500000.0,18700000.0,56800000,2014-06-30,24.0575008392334,24.104999542236328,23.95000076293945,24.084999084472656,22.5238037109375,1626000.0
2014-09-30,1358700000.0,-927100000.0,431600000.0,-161300000.0,-161300000.0,270300000.0,-16300000.0,-21100000.0,254000000,251500000,-67300000.0,184200000,182200000,182200000,1244617000.0,1092424000.0,848072000.0,3372572000.0,585353000.0,2893844000.0,3479197000.0,6851769000,798158000.0,600803000.0,1555397000.0,2023178000.0,2298712000.0,3854109000,635973000.0,2437281000.0,2997660000.0,6851769000,184200000.0,40400000.0,-1300000.0,800000.0,224100000.0,-56000000.0,-448500000.0,-510300000.0,-70500000.0,280600000.0,-120100000.0,94600000.0,-207100000,2014-09-30,25.434999465942386,25.51749992370605,24.92499923706055,24.96500015258789,23.4029541015625,4080000.0
2014-12-31,1426500000.0,-970000000.0,456500000.0,-168000000.0,-168000000.0,288500000.0,-15000000.0,-20100000.0,273500000,263900000,-69100000.0,194800000,193500000,193500000,1329600000.0,1123700000.0,865600000.0,3452200000.0,590700000.0,2943000000.0,3533700000.0,6985900000,857800000.0,1600000.0,1045600000.0,2654600000.0,3002400000.0,4048000000,659700000.0,2453500000.0,2937900000.0,6985900000,194800000.0,50100000.0,9300000.0,19300000.0,273500000.0,-43000000.0,-50200000.0,-85000000.0,0.0,49100000.0,-129600000.0,-78200000.0,95900000,2014-12-31,27.354999542236328,27.354999542236328,26.88500022888184,26.90500068664551,25.280969619750977,1482400.0
2015-03-31,1327100000.0,-902500000.0,424600000.0,-164400000.0,-164400000.0,260200000.0,-12900000.0,-17000000.0,247300000,247300000,-65500000.0,181800000,179800000,179800000,1351100000.0,1091800000.0,871400000.0,3533800000.0,589500000.0,2902300000.0,3491800000.0,7025600000,780800000.0,1600000.0,925700000.0,2757000000.0,3120700000.0,4046400000,689100000.0,2532300000.0,2979200000.0,7025600000,181800000.0,40100000.0,6500000.0,-40100000.0,188300000.0,-39700000.0,-76100000.0,-136300000.0,-77500000.0,85600000.0,-46200000.0,-37700000.0,1000000,2015-03-31,29.165000915527344,29.59499931335449,29.07999992370605,29.46500015258789,27.74648475646973,2635200.0
2015-06-30,1351500000.0,-919000000.0,432500000.0,-166100000.0,-166100000.0,266400000.0,-12900000.0,-17100000.0,253500000,247800000,-67200000.0,180600000,179000000,179000000,1397200000.0,1089500000.0,893000000.0,3592800000.0,609900000.0,3026000000.0,3635900000.0,7228700000,783100000.0,400000.0,984700000.0,2759200000.0,3141200000.0,4125900000,729900000.0,2591300000.0,3102800000.0,7228700000,180600000.0,43400000.0,4600000.0,5900000.0,234500000.0,-43200000.0,-95700000.0,87800000.0,0.0,900000.0,-57200000.0,-52000000.0,272900000,2015-06-30,28.739999771118164,29.31999969482422,28.739999771118164,28.98500061035156,27.35432052612305,5541000.0
2015-09-30,1459600000.0,-995600000.0,464000000.0,-169200000.0,-169200000.0,294800000.0,-12800000.0,-17000000.0,282000000,282000000,-74700000.0,207300000,204500000,204500000,1597700000.0,1163300000.0,887700000.0,3862300000.0,611700000.0,3011600000.0,3623300000.0,7485600000,911100000.0,400000.0,1081300000.0,2853000000.0,3222900000.0,4304200000,746200000.0,2700700000.0,3181400000.0,7485600000,207300000.0,44600000.0,11600000.0,21900000.0,285400000.0,-41200000.0,-28000000.0,62200000.0,-38600000.0,93600000.0,-46400000.0,7200000.0,332800000,2015-09-30,25.274999618530273,25.53000068664551,25.04999923706055,25.479999542236328,24.1114444732666,3129200.0
2015-12-31,1430500000.0,-972100000.0,458400000.0,-169400000.0,-169400000.0,289000000.0,-13300000.0,-17200000.0,275700000,275700000,-73100000.0,202600000,200200000,200200000,1760400000.0,1104600000.0,851800000.0,3850000000.0,609500000.0,2998900000.0,3608400000.0,7458400000,818400000.0,300000.0,1008400000.0,2813200000.0,3171600000.0,4180000000,783600000.0,2804400000.0,3278400000.0,7458400000,202600000.0,43500000.0,18200000.0,58000000.0,322300000.0,-39300000.0,0.0,-41000000.0,-43200000.0,-26500000.0,-34700000.0,-97600000.0,161600000,2015-12-31,26.40500068664551,26.40500068664551,26.114999771118164,26.114999771118164,24.7771053314209,1543000.0
2016-03-31,1451200000.0,-992000000.0,459200000.0,-189500000.0,-189500000.0,269700000.0,-17100000.0,-18100000.0,252600000,222300000,-63900000.0,158400000,156600000,156600000,713600000.0,1201900000.0,933500000.0,2989600000.0,693300000.0,4207100000.0,4900400000.0,7890000000,876200000.0,300000.0,1069600000.0,2866200000.0,3396200000.0,4465800000,814800000.0,2868800000.0,3424200000.0,7890000000,158400000.0,61900000.0,7400000.0,-33500000.0,194200000.0,-38300000.0,-1185800000.0,-1227100000.0,-43200000.0,50800000.0,-34600000.0,-29800000.0,-1050200000,2016-03-31,28.854999542236328,28.98500061035156,28.770000457763672,28.90999984741211,27.498390197753906,2859200.0
2016-06-30,1548200000.0,-1050900000.0,497300000.0,-197000000.0,-197000000.0,300300000.0,-16300000.0,-18000000.0,284000000,284000000,-75300000.0,208700000,206500000,206500000,824700000.0,1257300000.0,926600000.0,3158100000.0,692800000.0,4176100000.0,4868900000.0,8027000000,880200000.0,300000.0,1100000000.0,2834600000.0,3353100000.0,4453100000,890500000.0,2972900000.0,3573900000.0,8027000000,208800000.0,50500000.0,-700000.0,-15000000.0,243600000.0,-47400000.0,0.0,-52200000.0,-43100000.0,-32700000.0,-6000000.0,-69600000.0,107000000,2016-06-30,28.28000068664551,28.665000915527344,28.165000915527344,28.665000915527344,27.32913589477539,2622200.0
2016-09-30,1635900000.0,-1098600000.0,537300000.0,-204700000.0,-204700000.0,332600000.0,-15800000.0,-18100000.0,316800000,310500000,-83400000.0,227100000,224300000,224300000,1016900000.0,1319400000.0,926600000.0,3405200000.0,717600000.0,4247000000.0,4964600000.0,8369800000,905600000.0,374500000.0,1513500000.0,2598000000.0,3101600000.0,4615100000,972500000.0,3032800000.0,3754700000.0,8369800000,227100000.0,51200000.0,-4400000.0,17000000.0,290900000.0,-46600000.0,-86800000.0,-265600000.0,-43100000.0,127700000.0,-68200000.0,31400000.0,59600000,2016-09-30,32.40999984741211,32.595001220703125,32.365001678466804,32.459999084472656,31.01632499694824,3032400.0
2016-12-31,1651100000.0,-1104900000.0,546200000.0,-207000000.0,-207000000.0,339200000.0,-14900000.0,-18400000.0,324300000,324300000,-85900000.0,238400000,235500000,235500000,1173200000.0,1349300000.0,928900000.0,3591200000.0,711400000.0,4196100000.0,4907500000.0,8498700000,984400000.0,375200000.0,1635200000.0,2635500000.0,3140400000.0,4775600000,1021200000.0,3122700000.0,3723100000.0,8498700000,238300000.0,53400000.0,-29000000.0,86200000.0,348900000.0,-51400000.0,-32500000.0,-67800000.0,-43300000.0,37400000.0,-69800000.0,-65500000.0,181000000,2016-12-30,33.939998626708984,33.939998626708984,33.485000610351555,33.59999847412109,32.18042755126953,1753400.0
2017-03-31,1560100000.0,-1044200000.0,515900000.0,-201800000.0,-201800000.0,314100000.0,-15700000.0,-19300000.0,298400000,298400000,-71100000.0,227300000,224900000,224900000,1279700000.0,1318300000.0,962300000.0,3722400000.0,726900000.0,4258100000.0,4985000000.0,8707400000,972200000.0,375100000.0,1583300000.0,2862100000.0,3373000000.0,4956300000,1057000000.0,3049500000.0,3751100000.0,8707400000,227300000.0,54100000.0,16600000.0,-60200000.0,237800000.0,-48400000.0,-46600000.0,8900000.0,-49300000.0,225300000.0,-225500000.0,-53700000.0,208300000,2017-03-31,35.8650016784668,35.900001525878906,35.54499816894531,35.584999084472656,34.157623291015625,2968600.0
2017-06-30,1666500000.0,-1113900000.0,552600000.0,-212400000.0,-212400000.0,340200000.0,-19000000.0,-23400000.0,321200000,317200000,-63600000.0,253600000,251500000,251500000,1360100000.0,1407300000.0,1059200000.0,3992400000.0,769400000.0,4411100000.0,5180500000.0,9172900000,1045300000.0,376000000.0,1713900000.0,3020600000.0,3543100000.0,5257000000,1114500000.0,3101400000.0,3915900000.0,9172900000,253600000.0,56500000.0,13800000.0,-43500000.0,280400000.0,-51100000.0,-152400000.0,-209400000.0,-48900000.0,159900000.0,-101400000.0,-11000000.0,74000000,2017-06-30,37.025001525878906,37.125,36.66999816894531,36.90999984741211,35.50427627563477,2894400.0
2017-09-30,1840800000.0,-1234700000.0,606100000.0,-228200000.0,-228200000.0,377900000.0,-19500000.0,-24600000.0,358400000,358400000,-78100000.0,280300000,277500000,277500000,1489600000.0,1575500000.0,1098200000.0,4352900000.0,790100000.0,4465800000.0,5255900000.0,9608800000,1130100000.0,1100000.0,1433700000.0,3559700000.0,4065800000.0,5499500000,1188100000.0,3165300000.0,4109300000.0,9608800000,280200000.0,57900000.0,6100000.0,-146000000.0,198200000.0,-54300000.0,-44500000.0,-92500000.0,-48900000.0,162700000.0,-94300000.0,17000000.0,135300000,2017-09-29,41.74499893188477,42.435001373291016,41.51499938964844,42.31999969482422,40.80253601074219,3695800.0
2017-12-31,1943900000.0,-1308600000.0,635300000.0,-235900000.0,-235900000.0,399400000.0,-21000000.0,-25000000.0,378400000,378400000,-478900000.0,-100500000,-103400000,-103400000,1753700000.0,1598600000.0,1106900000.0,4656000000.0,816800000.0,4531100000.0,5347900000.0,10003900000,1239500000.0,1100000.0,1579400000.0,3541500000.0,4381100000.0,5960500000,1249300000.0,2941500000.0,4043400000.0,10003900000,-100400000.0,58300000.0,199500000.0,270400000.0,427800000.0,-68700000.0,-22000000.0,-87200000.0,-57900000.0,-19500000.0,-12700000.0,-92400000.0,266900000,2017-12-29,44.5,44.57500076293945,43.76499938964844,43.900001525878906,42.41619873046875,1698400.0
2018-03-31,1866900000.0,-1260000000.0,606900000.0,-230000000.0,-230000000.0,376900000.0,-22200000.0,-24500000.0,354700000,354700000,-86400000.0,268300000,265600000,265600000,1024300000.0,1515800000.0,1166800000.0,3937100000.0,839300000.0,4627300000.0,5466600000.0,9403700000,1163200000.0,749900000.0,2184700000.0,2489400000.0,3251100000.0,5435800000,1282700000.0,2770900000.0,3967900000.0,9403700000,268300000.0,60500000.0,12500000.0,-211100000.0,130200000.0,-54100000.0,-99500000.0,-142300000.0,-58100000.0,-304800000.0,-361400000.0,-728200000.0,-718900000,2018-03-29,42.70000076293945,43.4900016784668,42.52999877929688,43.06499862670898,41.69557571411133,2710600.0
2018-06-30,1981400000.0,-1336600000.0,644800000.0,-236600000.0,-236600000.0,408200000.0,-25900000.0,-26000000.0,382300000,382300000,-94500000.0,287800000,284800000,284800000,991100000.0,1627300000.0,1159800000.0,4021400000.0,888200000.0,4600700000.0,5488900000.0,9510300000,1279200000.0,768400000.0,2340800000.0,2668200000.0,3356900000.0,5697700000,1326500000.0,2723300000.0,3812600000.0,9510300000,287800000.0,61700000.0,-23400000.0,-61000000.0,265100000.0,-78500000.0,-59300000.0,-140800000.0,-57400000.0,176200000.0,-233300000.0,-117700000.0,-35800000,2018-06-29,43.63999938964844,43.959999084472656,43.5099983215332,43.57500076293945,42.2960205078125,3685000.0
2018-09-30,2129000000.0,-1440800000.0,688200000.0,-244000000.0,-244000000.0,444200000.0,-24600000.0,-24800000.0,419600000,419600000,-100000000.0,319600000,316600000,316600000,1019800000.0,1737600000.0,1245500000.0,4281500000.0,886400000.0,4574700000.0,5461100000.0,9742600000,1429200000.0,790200000.0,2543200000.0,2468300000.0,3146100000.0,5689300000,1410400000.0,2935800000.0,4053300000.0,9742600000,319600000.0,72300000.0,9800000.0,-62500000.0,339200000.0,-71800000.0,-100000.0,-67200000.0,-68900000.0,-180200000.0,37500000.0,-222700000.0,33900000,2018-09-28,46.64500045776367,47.10499954223633,46.54999923706055,47.0099983215332,45.738670349121094,2513000.0
2018-12-31,2224700000.0,-1509700000.0,715000000.0,-248900000.0,-248900000.0,466100000.0,-25800000.0,-26400000.0,440300000,431800000,-90600000.0,341200000,338000000,338000000,1291700000.0,1791800000.0,1233800000.0,4571600000.0,875800000.0,4597500000.0,5473300000.0,10044900000,1319900000.0,764300000.0,2451300000.0,2806400000.0,3529400000.0,5980700000,1433500000.0,3028700000.0,4064200000.0,10044900000,341200000.0,105200000.0,44700000.0,-112900000.0,378200000.0,-101200000.0,0.0,-91500000.0,-69300000.0,320700000.0,-247300001.0,-1500001.0,280999999,2018-12-31,40.38000106811523,40.53499984741211,39.97999954223633,40.5099983215332,39.52166748046875,2108600.0
2019-03-31,1958500000.0,-1330700000.0,627800000.0,-235100000.0,-235100000.0,392700000.0,-26700000.0,-29700000.0,366000000,349500000,-79600000.0,269900000,267500000,267500000,987600000.0,1661900000.0,1224400000.0,4127500000.0,932000000.0,5148600000.0,6080600000.0,10208100000,1194300000.0,6000000.0,1649200000.0,3554800000.0,4388500000.0,6037700000,1485500000.0,3142100000.0,4170400000.0,10208100000,269900000.0,85600000.0,-7500000.0,-4400000.0,343600000.0,-70200000.0,-399300000.0,-475100000.0,-68700000.0,9700000.0,-112500000.0,-181600000.0,-309600000,2019-03-29,47.334999084472656,47.38000106811523,47.0,47.22000122070313,46.17927932739258,2469600.0
2019-06-30,2015300000.0,-1367700000.0,647600000.0,-239200000.0,-239200000.0,408400000.0,-29900000.0,-30000000.0,378500000,369600000,-78700000.0,290900000,288400000,288400000,997300000.0,1685000000.0,1275300000.0,4222100000.0,970000000.0,5441900000.0,6411900000.0,10634000000,1197800000.0,403100000.0,2052900000.0,3569400000.0,4377900000.0,6430800000,1542100000.0,3104600000.0,4203200000.0,10634000000,290900000.0,77800000.0,-49200000.0,2900000.0,322400000.0,-74200000.0,-356900000.0,-428000000.0,-68500000.0,399500000.0,-182700000.0,126600000.0,12600000,2019-06-28,48.0,48.165000915527344,47.625,47.97000122070313,47.02843475341797,3946200.0
2019-09-30,2100600000.0,-1438700000.0,661900000.0,-248300000.0,-248300000.0,413600000.0,-25200000.0,-29700000.0,388400000,374100000,-91800000.0,282300000,280300000,280300000,986700000.0,1689100000.0,1273500000.0,4232200000.0,965200000.0,5486200000.0,6451400000.0,10683600000,1233900000.0,403700000.0,2122600000.0,3545400000.0,4349900000.0,6472500000,1585900000.0,3158700000.0,4211100000.0,10683600000,282400000.0,72000000.0,52800000.0,5000000.0,412200000.0,-71500000.0,-135000000.0,-207900000.0,-68300000.0,15600000.0,-117200000.0,-191400000.0,-13000000,2019-09-30,48.25,48.334999084472656,47.90499877929688,48.25,47.42812728881836,1970400.0
