Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2009-06-30,685184000.0,-471034000.0,214150000.0,-98672000.0,-98672000.0,115478000.0,-9513000.0,-9131000.0,105965000,105965000,-29140000.0,76825000,74870000,74870000,220765000.0,445073000.0,449894000.0,1206941000.0,345538000.0,1447038000.0,1792576000.0,2999517000,356621000.0,527000.0,437595000.0,820581000.0,1033194000.0,1470789000,37034000.0,1611240000.0,1528728000.0,2999517000,76825000.0,24779000.0,5244000.0,35028000.0,141876000.0,-13961000.0,-10114000.0,-26088000.0,-2571000.0,-50606000.0,2791000.0,-49797000.0,70246000,2009-06-30,7.9025001525878915,7.949999809265138,7.772500038146973,7.9099998474121085,7.232717990875244,4603600.0
2009-09-30,716573000.0,-492180000.0,224393000.0,-100103000.0,-100103000.0,124290000.0,-9306000.0,-8961000.0,114984000,114984000,-31620000.0,83364000,80915000,80915000,307569000.0,465521000.0,455990000.0,1337750000.0,342924000.0,1460237000.0,1803161000.0,3140911000,401239000.0,481000.0,497337000.0,792011000.0,1000377000.0,1497714000,43904000.0,1689583000.0,1643197000.0,3140911000,83364000.0,25153000.0,5231000.0,32194000.0,145942000.0,-14775000.0,-1115000.0,-29411000.0,0.0,-29230000.0,1484000.0,-32856000.0,86804000,2009-09-30,9.345000267028807,9.520000457763672,9.212499618530273,9.420000076293944,8.616789817810059,4380400.0
2009-12-31,758296000.0,-516664000.0,241632000.0,-103172000.0,-103172000.0,138460000.0,-9779000.0,-9496000.0,128681000,124106000,-34129000.0,89977000,87639000,87639000,422383000.0,449591000.0,461750000.0,1420395000.0,332875000.0,1465914000.0,1798789000.0,3219184000,413537000.0,399000.0,503159000.0,753050000.0,953207000.0,1456366000,71542000.0,1774625000.0,1762818000.0,3219184000,89977000.0,25601000.0,-11104000.0,47240000.0,151714000.0,-14227000.0,-7321000.0,-40776000.0,-2573000.0,-39107000.0,20982000.0,-32752000.0,77044000,2009-12-31,11.75,11.78499984741211,11.52750015258789,11.545000076293945,10.56422233581543,2491200.0
2010-03-31,770954000.0,-521762000.0,249192000.0,-104148000.0,-104148000.0,145044000.0,-9554000.0,-10013000.0,135490000,135490000,-35352000.0,100138000,98353000,98353000,431719000.0,572616000.0,476097000.0,1616345000.0,327211000.0,1466960000.0,1794171000.0,3410516000,453982000.0,49440000.0,592881000.0,752543000.0,950194000.0,1543075000,80572000.0,1870378000.0,1867441000.0,3410516000,100138000.0,24344000.0,4861000.0,-97500000.0,31843000.0,-18353000.0,-3000000.0,-29706000.0,-2595000.0,48606000.0,3173000.0,48720000.0,47106000,2010-03-31,10.50749969482422,10.607500076293944,10.489999771118164,10.547499656677246,9.654742240905762,5781200.0
2010-06-30,884798000.0,-595499000.0,289299000.0,-113674000.0,-113674000.0,175625000.0,-9204000.0,-9968000.0,166421000,166421000,-35412000.0,131009000,129671000,129671000,436677000.0,645595000.0,498552000.0,1757703000.0,325186000.0,1473879000.0,1799065000.0,3556768000,498780000.0,365000.0,596916000.0,781604000.0,978836000.0,1575752000,91393000.0,1997445000.0,1981016000.0,3556768000,131009000.0,25149000.0,5421000.0,-57551000.0,104028000.0,-24733000.0,-10624000.0,-71595000.0,-2602000.0,-19824000.0,4224000.0,-18826000.0,4958000,2010-06-30,9.977499961853027,10.100000381469727,9.770000457763672,9.81999969482422,8.992110252380371,4284000.0
2010-09-30,948463000.0,-638746000.0,309717000.0,-120583000.0,-120583000.0,189134000.0,-9317000.0,-10568000.0,179817000,179817000,-41018000.0,138799000,137268000,137268000,587773000.0,727458000.0,539728000.0,1957676000.0,352318000.0,1658777000.0,2011095000.0,3968771000,538219000.0,385000.0,687149000.0,904031000.0,1111459000.0,1798608000,100154000.0,2132101000.0,2170163000.0,3968771000,138799000.0,26507000.0,4648000.0,-41614000.0,128340000.0,-29242000.0,-151297000.0,-205068000.0,-2604000.0,121004000.0,13874000.0,107490000.0,43851000,2010-09-30,12.385000228881836,12.494999885559082,12.217499732971193,12.244999885559082,11.216333389282227,5256400.0
2010-12-31,949886000.0,-639866000.0,310020000.0,-119466000.0,-119466000.0,190554000.0,-8594000.0,-10192000.0,181960000,181960000,-49493000.0,132467000,131113000,131113000,624229000.0,718545000.0,549169000.0,1992130000.0,366996000.0,1656731000.0,2023727000.0,4015857000,525457000.0,352000.0,654990000.0,799640000.0,1018152000.0,1673142000,145031000.0,2260581000.0,2342715000.0,4015857000,132467000.0,26846000.0,-4237000.0,5606000.0,160682000.0,-35279000.0,-15481000.0,-41856000.0,-2612000.0,-104397000.0,25345000.0,-72663000.0,45360000,2010-12-31,13.1875,13.24250030517578,13.1274995803833,13.19499969482422,12.08992862701416,1952800.0
2011-06-30,1017738000.0,-696516000.0,321222000.0,-124161000.0,-124161000.0,197061000.0,-9241000.0,-11371000.0,187820000,205633000,-56739000.0,148894000,147751000,147751000,696555000.0,793418000.0,642273000.0,2246680000.0,379731000.0,1696324000.0,2076055000.0,4322735000,570228000.0,328000.0,648378000.0,1157589000.0,1364953000.0,2013331000,168831000.0,2170142000.0,2309404000.0,4322735000,148894000.0,29851000.0,-11620000.0,-62516000.0,104609000.0,-22602000.0,-51889000.0,-61416000.0,-2608000.0,202809000.0,-162965000.0,-30627000.0,18209000,2011-06-30,13.092499732971193,13.520000457763672,13.037500381469727,13.4975004196167,12.374008178710938,7056800.0
2011-09-30,1032754000.0,-709277000.0,323477000.0,-124587000.0,-124587000.0,198890000.0,-8243000.0,-10498000.0,190647000,177816000,-41758000.0,136058000,134623000,134623000,780909000.0,803477000.0,634814000.0,2327812000.0,359516000.0,1674468000.0,2033984000.0,4361796000,572829000.0,304000.0,662203000.0,1265026000.0,1470044000.0,2132247000,179255000.0,2129274000.0,2229549000.0,4361796000,136058000.0,30989000.0,19899000.0,-2704000.0,184242000.0,-19134000.0,-1104000.0,-25621000.0,-2547000.0,107123000.0,-170198000.0,-67078000.0,78971000,2011-09-30,10.59749984741211,10.61750030517578,10.182499885559082,10.192500114440918,9.347366333007812,6845600.0
2011-12-31,948709000.0,-653872000.0,294837000.0,-119529000.0,-119529000.0,175308000.0,-9130000.0,-11144000.0,166178000,155530000,-40525000.0,115005000,113859000,113859000,648934000.0,767181000.0,649862000.0,2181237000.0,380501000.0,1883487000.0,2263988000.0,4445225000,548992000.0,298000.0,642415000.0,1376831000.0,1618024000.0,2260439000,189329000.0,2102497000.0,2184786000.0,4445225000,115005000.0,31242000.0,5285000.0,17086000.0,168618000.0,-27190000.0,-250280000.0,-320588000.0,-2494000.0,111798000.0,-136360000.0,-27927000.0,-175093000,2011-12-30,11.43000030517578,11.52750015258789,11.345000267028807,11.34749984741211,10.41006851196289,2568000.0
