Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2017-06-30,1537000000.0,-339000000.0,1198000000.0,-811000000.0,387000000.0,-79000000.0,-99000000.0,308000000,308000000,-114000000.0,194000000,194000000,194000000,10000000.0,523000000.0,512000000.0,1571000000.0,20589000000.0,3094000000.0,23683000000.0,25254000000,626000000.0,1470000000.0,2765000000.0,6821000000.0,15189000000.0,17954000000,5530000000.0,1649000000.0,7300000000.0,25254000000,194000000.0,216000000.0,152000000.0,-30000000.0,532000000.0,-494000000.0,6000000.0,-520000000.0,-107000000.0,102000000.0,-10000000.0,2000000,2017-06-30,54.72999954223633,54.959999084472656,54.38000106811523,54.66999816894531,48.977516174316406,1944800.0
2017-12-31,1399000000.0,-158000000.0,1241000000.0,-1029000000.0,212000000.0,-71000000.0,-96000000.0,141000000,141000000,-200000000.0,-59000000,-59000000,-59000000,10000000.0,515000000.0,522000000.0,1612000000.0,21466000000.0,2867000000.0,24333000000.0,25945000000,1001000000.0,1325000000.0,2940000000.0,7094000000.0,15679000000.0,18619000000,5542000000.0,1660000000.0,7326000000.0,25945000000,-59000000.0,223000000.0,178000000.0,129000000.0,471000000.0,-609000000.0,-16000000.0,-620000000.0,-111000000.0,278000000.0,160000000.0,11000000,2017-12-29,59.2400016784668,59.43999862670898,58.97999954223633,58.9900016784668,53.61798858642578,1193000.0
2018-03-31,1585000000.0,-522000000.0,1063000000.0,-790000000.0,273000000.0,-78000000.0,-101000000.0,195000000,195000000,-42000000.0,153000000,153000000,153000000,30000000.0,612000000.0,453000000.0,1567000000.0,21666000000.0,2846000000.0,24512000000.0,26079000000,594000000.0,2130000000.0,3345000000.0,6766000000.0,15362000000.0,18707000000,5548000000.0,1699000000.0,7372000000.0,26079000000,153000000.0,230000000.0,58000000.0,-183000000.0,258000000.0,-579000000.0,-4000000.0,-597000000.0,-111000000.0,475000000.0,360000000.0,21000000,2018-03-29,55.97000122070313,56.790000915527344,55.97000122070313,56.63000106811523,51.90985870361328,2023800.0
2018-06-30,1563000000.0,-328000000.0,1235000000.0,-850000000.0,385000000.0,-71000000.0,-100000000.0,314000000,314000000,-74000000.0,240000000,240000000,240000000,29000000.0,634000000.0,475000000.0,1685000000.0,21998000000.0,2956000000.0,24954000000.0,26639000000,674000000.0,1353000000.0,2711000000.0,7613000000.0,16400000000.0,19111000000,5578000000.0,1827000000.0,7528000000.0,26639000000,240000000.0,233000000.0,89000000.0,0.0,562000000.0,-533000000.0,4000000.0,-532000000.0,-112000000.0,76000000.0,-23000000.0,7000000,2018-06-29,60.599998474121094,61.25,60.22999954223633,60.849998474121094,56.24014663696289,2667300.0
2018-12-31,1419000000.0,-510000000.0,909000000.0,-743000000.0,166000000.0,-81000000.0,-99000000.0,85000000,85000000,-16000000.0,69000000,63000000,63000000,16000000.0,542000000.0,483000000.0,1533000000.0,22810000000.0,2872000000.0,25682000000.0,27215000000,910000000.0,1177000000.0,2687000000.0,7859000000.0,16755000000.0,19442000000,5629000000.0,2024000000.0,7773000000.0,27215000000,69000000.0,239000000.0,57000000.0,119000000.0,484000000.0,-597000000.0,-315000000.0,-617000000.0,-117000000.0,256000000.0,148000000.0,15000000,2018-12-31,65.05999755859375,65.27999877929689,64.30999755859375,65.23000335693361,61.1208381652832,935100.0
2019-03-31,1556000000.0,-316000000.0,1240000000.0,-952000000.0,288000000.0,-68000000.0,-97000000.0,220000000,220000000,-27000000.0,193000000,191000000,191000000,8000000.0,591000000.0,402000000.0,1422000000.0,23044000000.0,3043000000.0,26087000000.0,27509000000,603000000.0,1135000000.0,2392000000.0,8221000000.0,17270000000.0,19662000000,5627000000.0,2099000000.0,7847000000.0,27509000000,193000000.0,245000000.0,52000000.0,-103000000.0,387000000.0,-544000000.0,-3000000.0,-567000000.0,-116000000.0,323000000.0,191000000.0,11000000,2019-03-29,73.33000183105469,73.62000274658203,73.01000213623047,73.55000305175781,69.37079620361328,1425300.0
2019-06-30,1379000000.0,-282000000.0,1097000000.0,-817000000.0,280000000.0,-61000000.0,-97000000.0,219000000,219000000,-39000000.0,180000000,179000000,179000000,6000000.0,552000000.0,433000000.0,1514000000.0,23479000000.0,3110000000.0,26589000000.0,28103000000,593000000.0,1335000000.0,2752000000.0,8222000000.0,17418000000.0,20170000000,5651000000.0,2161000000.0,7933000000.0,28103000000,180000000.0,249000000.0,36000000.0,27000000.0,492000000.0,-484000000.0,2000000.0,-587000000.0,-117000000.0,199000000.0,99000000.0,4000000,2019-06-28,74.55999755859375,75.62000274658203,74.44999694824219,75.11000061035156,71.28816223144531,2160000.0
2019-09-30,1659000000.0,-326000000.0,1333000000.0,-813000000.0,520000000.0,-62000000.0,-96000000.0,458000000,458000000,-92000000.0,366000000,364000000,364000000,20000000.0,534000000.0,488000000.0,1495000000.0,23894000000.0,3157000000.0,27051000000.0,28546000000,598000000.0,880000000.0,2285000000.0,8651000000.0,18057000000.0,20342000000,5675000000.0,2408000000.0,8204000000.0,28546000000,366000000.0,251000000.0,110000000.0,62000000.0,789000000.0,-526000000.0,-7000000.0,-644000000.0,-117000000.0,-4000000.0,-112000000.0,33000000,2019-09-30,80.06999969482422,80.62000274658203,79.8499984741211,80.05000305175781,76.45988464355469,1606000.0
2019-12-31,1316000000.0,-498000000.0,818000000.0,-639000000.0,179000000.0,-60000000.0,-91000000.0,119000000,119000000,-24000000.0,95000000,94000000,94000000,16000000.0,393000000.0,494000000.0,1431000000.0,24376000000.0,3126000000.0,27502000000.0,28933000000,968000000.0,882000000.0,2505000000.0,8915000000.0,18227000000.0,20732000000,5696000000.0,2380000000.0,8201000000.0,28933000000,95000000.0,257000000.0,45000000.0,105000000.0,502000000.0,-650000000.0,-248000000.0,-637000000.0,-122000000.0,272000000.0,156000000.0,21000000,2019-12-31,76.54000091552734,77.04000091552734,76.48999786376953,76.80000305175781,73.84333038330078,1388900.0
2020-03-31,1440000000.0,-381000000.0,1059000000.0,-818000000.0,241000000.0,-72000000.0,-93000000.0,169000000,169000000,-21000000.0,148000000,146000000,146000000,42000000.0,521000000.0,471000000.0,1464000000.0,24678000000.0,3130000000.0,27808000000.0,29272000000,544000000.0,972000000.0,2367000000.0,9378000000.0,18678000000.0,21045000000,5697000000.0,2404000000.0,8227000000.0,29272000000,148000000.0,263000000.0,70000000.0,-191000000.0,290000000.0,-636000000.0,-15000000.0,-684000000.0,-122000000.0,555000000.0,421000000.0,27000000,2020-03-31,76.75,76.75,72.4800033569336,72.83000183105469,70.45355987548828,2555900.0
2020-06-30,1398000000.0,-270000000.0,1128000000.0,-774000000.0,354000000.0,-60000000.0,-108000000.0,294000000,294000000,-50000000.0,244000000,243000000,243000000,8000000.0,562000000.0,514000000.0,1620000000.0,25081000000.0,3315000000.0,28396000000.0,30016000000,734000000.0,477000000.0,2000000000.0,10171000000.0,19647000000.0,21647000000,5718000000.0,2525000000.0,8369000000.0,30016000000,244000000.0,269000000.0,57000000.0,-166000000.0,404000000.0,-592000000.0,-17000000.0,-631000000.0,-122000000.0,303000000.0,187000000.0,-40000000,2020-06-30,69.69999694824219,70.69999694824219,69.59999847412111,70.36000061035156,68.50327301025389,1351000.0
