Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2016-03-31,2189000000.0,-1945000000.0,244000000.0,-433000000.0,-433000000.0,-189000000.0,-47000000.0,-20000000.0,-236000000,-236000000,118000000.0,-118000000,-119000000,-119000000,1759000000.0,2212000000.0,4534000000.0,10048000000.0,3303000000.0,324000000.0,11079000000.0,14706000000.0,24754000000,2724000000.0,7000000.0,3435000000.0,3372000000.0,4886000000.0,8321000000,8028000000.0,9635000000.0,16433000000.0,24754000000,-118000000.0,175000000.0,-46000000.0,610000000.0,621000000.0,-84000000.0,-21000000.0,-103000000.0,-173000000.0,-684000000.0,1000000.0,-861000000.0,-321000000,2016-03-31,31.06999969482422,31.54999923706055,30.989999771118164,31.10000038146973,30.220458984375,5425000.0
2016-06-30,1724000000.0,-1689000000.0,35000000.0,-305000000.0,-305000000.0,-270000000.0,-68000000.0,-27000000.0,-338000000,-338000000,121000000.0,-217000000,-217000000,-217000000,1661000000.0,2044000000.0,4287000000.0,9204000000.0,3277000000.0,314000000.0,10989000000.0,14580000000.0,23784000000,2282000000.0,12000000.0,2947000000.0,3268000000.0,4651000000.0,7598000000,8044000000.0,9399000000.0,16186000000.0,23784000000,-217000000.0,178000000.0,-28000000.0,195000000.0,128000000.0,-77000000.0,-15000000.0,-91000000.0,-19000000.0,-101000000.0,0.0,-129000000.0,-98000000,2016-06-30,32.919998168945305,33.650001525878906,32.5,33.650001525878906,32.74349975585937,3752300.0
2016-09-30,1646000000.0,-1567000000.0,79000000.0,-293000000.0,-293000000.0,-214000000.0,-58000000.0,-22000000.0,-272000000,-1244000000,-120000000.0,-1364000000,-1362000000,-1362000000,1510000000.0,1808000000.0,4161000000.0,8711000000.0,3261000000.0,311000000.0,9911000000.0,13483000000.0,22194000000,2059000000.0,6000000.0,2615000000.0,3210000000.0,4691000000.0,7306000000,8083000000.0,8018000000.0,14888000000.0,22194000000,-1364000000.0,176000000.0,1136000000.0,110000000.0,58000000.0,-60000000.0,-24000000.0,-83000000.0,-19000000.0,-112000000.0,1000000.0,-126000000.0,-151000000,2016-09-30,37.22000122070313,37.36999893188477,36.70000076293945,36.7400016784668,35.80436325073242,5321900.0
2016-12-31,1692000000.0,-2151000000.0,-459000000.0,-307000000.0,-307000000.0,-766000000.0,-39000000.0,-21000000.0,-805000000,-805000000,88000000.0,-717000000,-714000000,-714000000,1408000000.0,2083000000.0,3325000000.0,7876000000.0,3150000000.0,307000000.0,9807000000.0,13264000000.0,21140000000,2101000000.0,506000000.0,3047000000.0,2708000000.0,4090000000.0,7137000000,8107000000.0,7285000000.0,14003000000.0,21140000000,-717000000.0,174000000.0,567000000.0,129000000.0,153000000.0,-63000000.0,-170000000.0,-211000000.0,-19000000.0,-3000000.0,2000000.0,-25000000.0,-102000000,2016-12-30,37.91999816894531,38.33000183105469,37.31999969482422,37.43999862670898,36.539329528808594,2550900.0
2017-03-31,1741000000.0,-1532000000.0,209000000.0,-306000000.0,-306000000.0,-97000000.0,-36000000.0,-21000000.0,-133000000,-133000000,13000000.0,-120000000,-122000000,-122000000,1479000000.0,1978000000.0,3254000000.0,7744000000.0,3108000000.0,302000000.0,9750000000.0,13160000000.0,20904000000,1983000000.0,506000000.0,2852000000.0,2707000000.0,4067000000.0,6919000000,8139000000.0,7138000000.0,13985000000.0,20904000000,-120000000.0,175000000.0,59000000.0,-3000000.0,111000000.0,-42000000.0,-6000000.0,-42000000.0,-19000000.0,-2000000.0,9000000.0,-13000000.0,71000000,2017-03-31,40.0,40.4900016784668,39.83000183105469,40.09000015258789,39.17747497558594,3201900.0
2017-06-30,1759000000.0,-1528000000.0,231000000.0,-293000000.0,-293000000.0,-62000000.0,-29000000.0,-22000000.0,-91000000,-91000000,17000000.0,-74000000,-75000000,-75000000,1530000000.0,2086000000.0,3207000000.0,7741000000.0,3052000000.0,306000000.0,9788000000.0,13146000000.0,20887000000,2008000000.0,506000000.0,2851000000.0,2708000000.0,4014000000.0,6865000000,8167000000.0,7044000000.0,14022000000.0,20887000000,-74000000.0,174000000.0,52000000.0,16000000.0,168000000.0,-43000000.0,-76000000.0,-106000000.0,-19000000.0,-1000000.0,-9000000.0,-18000000.0,51000000,2017-06-30,32.65999984741211,33.279998779296875,32.360000610351555,32.939998626708984,32.236923217773445,3507600.0
2017-09-30,1835000000.0,-1550000000.0,285000000.0,-292000000.0,-292000000.0,-7000000.0,-33000000.0,-15000000.0,-40000000,-40000000,13000000.0,-27000000,-26000000,-26000000,1722000000.0,2060000000.0,3219000000.0,7825000000.0,3031000000.0,309000000.0,9769000000.0,13109000000.0,20934000000,2048000000.0,506000000.0,2842000000.0,2707000000.0,3941000000.0,6783000000,8194000000.0,6999000000.0,14151000000.0,20934000000,-27000000.0,174000000.0,50000000.0,35000000.0,232000000.0,-42000000.0,-3000000.0,-36000000.0,-19000000.0,-1000000.0,11000000.0,-21000000.0,192000000,2017-09-29,35.630001068115234,35.84000015258789,35.2599983215332,35.72999954223633,35.01911163330078,3008300.0
2017-12-31,1969000000.0,-1802000000.0,167000000.0,-278000000.0,-278000000.0,-111000000.0,-17000000.0,-19000000.0,-128000000,-128000000,113000000.0,-15000000,-14000000,-14000000,1437000000.0,2015000000.0,3003000000.0,7217000000.0,3002000000.0,309000000.0,9678000000.0,12989000000.0,20206000000,1829000000.0,6000000.0,2354000000.0,2706000000.0,3692000000.0,6046000000,8238000000.0,6966000000.0,14160000000.0,20206000000,-15000000.0,175000000.0,-239000000.0,400000000.0,321000000.0,-65000000.0,-1000000.0,-61000000.0,-19000000.0,-502000000.0,-14000000.0,-543000000.0,-285000000,2017-12-29,35.59000015258789,36.13000106811523,35.189998626708984,36.02000045776367,35.357398986816406,2430900.0
2018-03-31,1795000000.0,-1508000000.0,287000000.0,-288000000.0,-288000000.0,-1000000.0,-62000000.0,-17000000.0,-63000000,-63000000,-3000000.0,-66000000,-68000000,-68000000,1236000000.0,2102000000.0,3146000000.0,7186000000.0,2926000000.0,312000000.0,9586000000.0,12824000000.0,20010000000,1528000000.0,6000000.0,2132000000.0,2707000000.0,3727000000.0,5859000000,8260000000.0,6883000000.0,14151000000.0,20010000000,-66000000.0,173000000.0,22000000.0,-258000000.0,-129000000.0,-39000000.0,-36000000.0,-61000000.0,-19000000.0,-2000000.0,3000000.0,-18000000.0,-201000000,2018-03-29,36.15999984741211,37.06999969482422,36.13000106811523,36.810001373291016,36.18124008178711,2826600.0
2018-06-30,2106000000.0,-1751000000.0,355000000.0,-303000000.0,-303000000.0,52000000.0,-22000000.0,-18000000.0,30000000,30000000,-5000000.0,25000000,24000000,24000000,1137000000.0,1967000000.0,3158000000.0,7008000000.0,2859000000.0,308000000.0,9583000000.0,12750000000.0,19758000000,1577000000.0,8000000.0,2194000000.0,2707000000.0,3596000000.0,5790000000,8310000000.0,6888000000.0,13968000000.0,19758000000,25000000.0,174000000.0,68000000.0,-28000000.0,239000000.0,-63000000.0,-244000000.0,-299000000.0,-19000000.0,-2000000.0,-3000000.0,-2000000.0,-99000000,2018-06-29,42.97999954223633,43.83000183105469,42.79999923706055,43.400001525878906,42.70916366577149,2977600.0
2018-09-30,2154000000.0,-1761000000.0,393000000.0,-320000000.0,-320000000.0,73000000.0,-40000000.0,-18000000.0,33000000,33000000,-29000000.0,4000000,1000000,1000000,1293000000.0,2005000000.0,3177000000.0,7221000000.0,2813000000.0,304000000.0,9555000000.0,12672000000.0,19893000000,1698000000.0,8000000.0,2276000000.0,2706000000.0,3641000000.0,5917000000,8365000000.0,6869000000.0,13976000000.0,19893000000,4000000.0,172000000.0,55000000.0,-41000000.0,190000000.0,-71000000.0,0.0,-32000000.0,-19000000.0,-2000000.0,51000000.0,8000000.0,156000000,2018-09-28,42.90999984741211,43.650001525878906,42.88999938964844,43.08000183105469,42.44167709350586,3141000.0
2018-12-31,2398000000.0,-1989000000.0,409000000.0,-322000000.0,-322000000.0,87000000.0,-46000000.0,-15000000.0,41000000,41000000,-26000000.0,15000000,12000000,12000000,1427000000.0,2101000000.0,2986000000.0,7279000000.0,2797000000.0,301000000.0,9419000000.0,12517000000.0,19796000000,1876000000.0,7000000.0,2341000000.0,2704000000.0,3566000000.0,5907000000,8394000000.0,6862000000.0,13889000000.0,19796000000,15000000.0,171000000.0,-53000000.0,88000000.0,221000000.0,-71000000.0,0.0,-65000000.0,-19000000.0,6000000.0,-51000000.0,-18000000.0,134000000,2018-12-31,25.899999618530273,26.0,25.03000068664551,25.70000076293945,25.35922241210937,3667700.0
